"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;35;0
Hovedstaden;3-5;M;33;1
Hovedstaden;6-11;K;2393;8
Hovedstaden;6-11;M;2457;5
Hovedstaden;12-15;K;31942;28989
Hovedstaden;12-15;M;33785;30753
Hovedstaden;16-19;K;35211;33962
Hovedstaden;16-19;M;35298;33867
Hovedstaden;20-39;K;227241;217489
Hovedstaden;20-39;M;218831;209401
Hovedstaden;40-64;K;270856;267334
Hovedstaden;40-64;M;266126;262587
Hovedstaden;65-79;K;124684;124212
Hovedstaden;65-79;M;106953;106589
Hovedstaden;80+;K;43881;43687
Hovedstaden;80+;M;26562;26469
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;2;0
Midtjylland;3-5;M;3;0
Midtjylland;6-11;K;4932;0
Midtjylland;6-11;M;5259;0
Midtjylland;12-15;K;27663;25446
Midtjylland;12-15;M;28760;26514
Midtjylland;16-19;K;29898;29149
Midtjylland;16-19;M;30260;29257
Midtjylland;20-39;K;144486;138496
Midtjylland;20-39;M;147523;141149
Midtjylland;40-64;K;199612;197837
Midtjylland;40-64;M;198543;196562
Midtjylland;65-79;K;100187;99998
Midtjylland;65-79;M;94472;94266
Midtjylland;80+;K;33288;33180
Midtjylland;80+;M;23352;23299
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;2;0
Nordjylland;3-5;M;1;0
Nordjylland;6-11;K;854;0
Nordjylland;6-11;M;923;0
Nordjylland;12-15;K;11460;10436
Nordjylland;12-15;M;12227;11229
Nordjylland;16-19;K;12472;12142
Nordjylland;16-19;M;12923;12436
Nordjylland;20-39;K;57896;55158
Nordjylland;20-39;M;62756;59613
Nordjylland;40-64;K;88953;88080
Nordjylland;40-64;M;89199;88214
Nordjylland;65-79;K;49054;48938
Nordjylland;65-79;M;46913;46792
Nordjylland;80+;K;16855;16804
Nordjylland;80+;M;11994;11940
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;1;1
Sjælland;3-5;M;3;1
Sjælland;6-11;K;1212;0
Sjælland;6-11;M;1339;3
Sjælland;12-15;K;16809;15568
Sjælland;12-15;M;17694;16272
Sjælland;16-19;K;17721;17155
Sjælland;16-19;M;18857;18162
Sjælland;20-39;K;65745;62228
Sjælland;20-39;M;67411;63871
Sjælland;40-64;K;137128;135586
Sjælland;40-64;M;134528;132863
Sjælland;65-79;K;75057;74845
Sjælland;65-79;M;69706;69511
Sjælland;80+;K;23625;23536
Sjælland;80+;M;16586;16546
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;7;0
Syddanmark;3-5;M;3;0
Syddanmark;6-11;K;3903;4
Syddanmark;6-11;M;4278;6
Syddanmark;12-15;K;24596;22875
Syddanmark;12-15;M;25645;23870
Syddanmark;16-19;K;26915;26234
Syddanmark;16-19;M;27268;26350
Syddanmark;20-39;K;111342;105878
Syddanmark;20-39;M;115945;110310
Syddanmark;40-64;K;189936;188090
Syddanmark;40-64;M;188730;186535
Syddanmark;65-79;K;101003;100782
Syddanmark;65-79;M;95256;95026
Syddanmark;80+;K;35723;35613
Syddanmark;80+;M;24678;24629
