"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2021-12-07;København;K;248755;240963;40056;248421;240689;38191;334;274;1865
2021-12-07;København;M;235757;228058;31971;235450;227851;30386;307;207;1585
2021-12-07;Frederiksberg;K;44297;43226;10160;44228;43182;9621;69;44;539
2021-12-07;Frederiksberg;M;38654;37647;7188;38594;37615;6810;60;32;378
2021-12-07;Ballerup;K;19258;18720;4909;19249;18709;4769;9;11;140
2021-12-07;Ballerup;M;17794;17337;3322;17780;17327;3223;14;10;99
2021-12-07;Brøndby;K;12811;12380;3120;12790;12372;2967;21;8;153
2021-12-07;Brøndby;M;11844;11450;2104;11836;11440;1987;8;10;117
2021-12-07;Dragør;K;5996;5831;1685;5988;5825;1567;8;6;118
2021-12-07;Dragør;M;5550;5420;1277;5546;5417;1183;4;3;94
2021-12-07;Gentofte;K;30974;30146;8035;30930;30109;7694;44;37;341
2021-12-07;Gentofte;M;27649;26868;5702;27612;26841;5411;37;27;291
2021-12-07;Gladsaxe;K;26650;25961;6407;26610;25939;6131;40;22;276
2021-12-07;Gladsaxe;M;25615;24889;4083;25587;24872;3857;28;17;226
2021-12-07;Glostrup;K;8907;8670;2338;8901;8664;2262;6;6;76
2021-12-07;Glostrup;M;8527;8267;1501;8516;8262;1442;11;5;59
2021-12-07;Herlev;K;11186;10877;3133;11178;10868;3053;8;9;80
2021-12-07;Herlev;M;10257;9921;1951;10248;9916;1888;9;5;63
2021-12-07;Albertslund;K;9994;9597;2569;9983;9592;2511;11;5;58
2021-12-07;Albertslund;M;9529;9114;1919;9514;9109;1873;15;5;46
2021-12-07;Hvidovre;K;20108;19532;4699;20092;19515;4500;16;17;199
2021-12-07;Hvidovre;M;19067;18493;3156;19049;18475;2968;18;18;188
2021-12-07;Høje Tåstrup;K;18948;18300;5032;18917;18286;4911;31;14;121
2021-12-07;Høje Tåstrup;M;18555;17867;3622;18540;17856;3513;15;11;109
2021-12-07;Lyngby-Taarbæk;K;23523;22926;5916;23468;22902;5617;55;24;299
2021-12-07;Lyngby-Taarbæk;M;22303;21647;3991;22243;21623;3776;60;24;215
2021-12-07;Rødovre;K;15839;15379;3739;15824;15364;3543;15;15;196
2021-12-07;Rødovre;M;14575;14099;2347;14569;14087;2190;6;12;157
2021-12-07;Ishøj;K;7871;7550;2061;7851;7534;1932;20;16;129
