"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-9;K;2606;3;297764;0.9;0.0
0-9;M;2793;3;314356;0.9;0.0
10-19;K;231323;208009;330235;70.0;63.0
10-19;M;240844;215551;346653;69.5;62.2
20-29;K;313738;299584;383022;81.9;78.2
20-29;M;319946;303972;399270;80.1;76.1
30-39;K;293177;279807;349575;83.9;80.0
30-39;M;293813;281543;363281;80.9;77.5
40-49;K;335657;330072;368345;91.1;89.6
40-49;M;327331;321243;368792;88.8;87.1
50-59;K;376097;372954;401002;93.8;93.0
50-59;M;377238;373816;404785;93.2;92.3
60-69;K;327539;326098;341906;95.8;95.4
60-69;M;317630;316186;331690;95.8;95.3
70-79;K;296748;296077;305287;97.2;97.0
70-79;M;268345;267739;275722;97.3;97.1
80-89;K;137015;136623;141287;97.0;96.7
80-89;M;102041;101799;104688;97.5;97.2
90+;K;30689;30515;32191;95.3;94.8
90+;M;13100;13046;13537;96.8;96.4
