"Vaccinedato";"geo";"Antal færdigvacc. personer";"Antal borgere";"Færdigvacc. (%)";"Kumuleret antal færdigvacc."
2020-12-29;Nationalt;1;5873388;0.00;1
2021-01-01;Nationalt;1;5873388;0.00;2
2021-01-04;Nationalt;1;5873388;0.00;3
2021-01-07;Nationalt;1;5873388;0.00;4
2021-01-08;Nationalt;1;5873388;0.00;5
2021-01-09;Nationalt;2;5873388;0.00;7
2021-01-12;Nationalt;2;5873388;0.00;9
2021-01-13;Nationalt;3;5873388;0.00;12
2021-01-14;Nationalt;1;5873388;0.00;13
2021-01-15;Nationalt;5;5873388;0.00;18
2021-01-16;Nationalt;10;5873388;0.00;28
2021-01-17;Nationalt;638;5873388;0.01;666
2021-01-18;Nationalt;1960;5873388;0.04;2626
2021-01-19;Nationalt;1913;5873388;0.08;4539
2021-01-20;Nationalt;1736;5873388;0.11;6275
2021-01-21;Nationalt;2185;5873388;0.14;8460
2021-01-22;Nationalt;5316;5873388;0.23;13776
2021-01-23;Nationalt;6528;5873388;0.35;20304
2021-01-24;Nationalt;5902;5873388;0.45;26206
2021-01-25;Nationalt;2305;5873388;0.49;28511
2021-01-26;Nationalt;1623;5873388;0.51;30134
2021-01-27;Nationalt;4113;5873388;0.58;34247
2021-01-28;Nationalt;7820;5873388;0.72;42067
2021-01-29;Nationalt;17263;5873388;1.01;59330
2021-01-30;Nationalt;12000;5873388;1.21;71330
2021-01-31;Nationalt;11311;5873388;1.41;82641
2021-02-01;Nationalt;7541;5873388;1.54;90182
2021-02-02;Nationalt;2877;5873388;1.58;93059
2021-02-03;Nationalt;5969;5873388;1.69;99028
2021-02-04;Nationalt;10486;5873388;1.86;109514
2021-02-05;Nationalt;12796;5873388;2.08;122310
2021-02-06;Nationalt;6458;5873388;2.19;128768
2021-02-07;Nationalt;3458;5873388;2.25;132226
2021-02-08;Nationalt;6766;5873388;2.37;138992
2021-02-09;Nationalt;4688;5873388;2.45;143680
2021-02-10;Nationalt;3764;5873388;2.51;147444
2021-02-11;Nationalt;2396;5873388;2.55;149840
2021-02-12;Nationalt;7526;5873388;2.68;157366
2021-02-13;Nationalt;926;5873388;2.70;158292
2021-02-14;Nationalt;608;5873388;2.71;158900
2021-02-15;Nationalt;3091;5873388;2.76;161991
2021-02-16;Nationalt;1306;5873388;2.78;163297
2021-02-17;Nationalt;415;5873388;2.79;163712
2021-02-18;Nationalt;317;5873388;2.79;164029
2021-02-19;Nationalt;944;5873388;2.81;164973
2021-02-20;Nationalt;561;5873388;2.82;165534
2021-02-21;Nationalt;349;5873388;2.82;165883
2021-02-22;Nationalt;1083;5873388;2.84;166966
2021-02-23;Nationalt;1887;5873388;2.87;168853
2021-02-24;Nationalt;1858;5873388;2.91;170711
2021-02-25;Nationalt;606;5873388;2.92;171317
2021-02-26;Nationalt;998;5873388;2.93;172315
2021-02-27;Nationalt;1369;5873388;2.96;173684
2021-02-28;Nationalt;1325;5873388;2.98;175009
2021-03-01;Nationalt;1043;5873388;3.00;176052
2021-03-02;Nationalt;1257;5873388;3.02;177309
2021-03-03;Nationalt;1000;5873388;3.04;178309
2021-03-04;Nationalt;1776;5873388;3.07;180085
2021-03-05;Nationalt;5580;5873388;3.16;185665
2021-03-06;Nationalt;3846;5873388;3.23;189511
2021-03-07;Nationalt;4185;5873388;3.30;193696
2021-03-08;Nationalt;6285;5873388;3.40;199981
2021-03-09;Nationalt;6977;5873388;3.52;206958
2021-03-10;Nationalt;7007;5873388;3.64;213965
2021-03-11;Nationalt;7756;5873388;3.78;221721
2021-03-12;Nationalt;10276;5873388;3.95;231997
2021-03-13;Nationalt;5718;5873388;4.05;237715
2021-03-14;Nationalt;9165;5873388;4.20;246880
2021-03-15;Nationalt;9632;5873388;4.37;256512
2021-03-16;Nationalt;9234;5873388;4.52;265746
2021-03-17;Nationalt;8930;5873388;4.68;274676
2021-03-18;Nationalt;7099;5873388;4.80;281775
2021-03-19;Nationalt;11507;5873388;4.99;293282
2021-03-20;Nationalt;4712;5873388;5.07;297994
2021-03-21;Nationalt;4580;5873388;5.15;302574
2021-03-22;Nationalt;7612;5873388;5.28;310186
2021-03-23;Nationalt;7444;5873388;5.41;317630
2021-03-24;Nationalt;13198;5873388;5.63;330828
2021-03-25;Nationalt;8256;5873388;5.77;339084
2021-03-26;Nationalt;7701;5873388;5.90;346785
2021-03-27;Nationalt;3053;5873388;5.96;349838
2021-03-28;Nationalt;2767;5873388;6.00;352605
2021-03-29;Nationalt;6084;5873388;6.11;358689
2021-03-30;Nationalt;5967;5873388;6.21;364656
2021-03-31;Nationalt;9563;5873388;6.37;374219
2021-04-01;Nationalt;6814;5873388;6.49;381033
2021-04-02;Nationalt;6881;5873388;6.60;387914
2021-04-03;Nationalt;2174;5873388;6.64;390088
2021-04-04;Nationalt;1766;5873388;6.67;391854
2021-04-05;Nationalt;1317;5873388;6.69;393171
2021-04-06;Nationalt;6002;5873388;6.80;399173
2021-04-07;Nationalt;8111;5873388;6.93;407284
2021-04-08;Nationalt;8437;5873388;7.08;415721
2021-04-09;Nationalt;8584;5873388;7.22;424305
2021-04-10;Nationalt;5409;5873388;7.32;429714
2021-04-11;Nationalt;3884;5873388;7.38;433598
2021-04-12;Nationalt;11444;5873388;7.58;445042
