"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Nordjylland;474482;461782;101993;80.2;78.0;17.2;591937
Midtjylland;1068244;1035154;238849;79.6;77.2;17.8;1341718
Syddanmark;975230;946203;214183;79.4;77.0;17.4;1228277
Hovedstaden;1426292;1385353;294316;76.3;74.2;15.8;1868214
Sjælland;663422;646148;157324;78.7;76.6;18.7;843242
