"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;484512;469021;645056
Frederiksberg;82951;80873;103800
Ballerup;37052;36057;49209
Brøndby;24655;23830;35613
Dragør;11546;11251;14623
Gentofte;58623;57014;74174
Gladsaxe;52265;50850;69281
Glostrup;17434;16937;23496
Herlev;21443;20798;28828
Albertslund;19523;18711;27569
Hvidovre;39175;38025;53283
Høje-Taastrup;37503;36167;52874
Lyngby-Taarbæk;45826;44573;57874
Rødovre;30414;29478;41400
Ishøj;15403;14752;23148
Tårnby;32320;31431;42701
Vallensbæk;11801;11466;16478
Furesø;32032;31241;41391
Allerød;20732;20283;25854
Fredensborg;31714;30958;41117
Helsingør;49515;48130;62973
Hillerød;41666;40688;53171
Hørsholm;20227;19767;24767
Rudersdal;45776;44681;57313
Egedal;34978;34130;44342
Frederikssund;36864;35978;45736
Greve;38628;37648;50818
Køge;48135;46919;61762
Frederiksværk-Hundested;24946;24384;31330
Roskilde;71323;69579;89447
Solrød;18438;18006;23738
Gribskov;32774;32004;41129
Odsherred;26754;26124;32890
Holbæk;57926;56227;72778
Faxe;29029;28270;37120
Kalundborg;38165;37168;48432
Ringsted;26666;25933;35100
Slagelse;61902;60109;79618
Stevns;18522;18133;23404
Sorø;23829;23280;29972
Lejre;22578;21988;28632
Lolland;31731;30802;40115
Næstved;65949;64194;83759
Guldborgsund;47862;46640;60282
Vordingborg;35985;35128;45375
Bornholm;32622;31875;39684
Middelfart;32160;31336;39586
Assens;33396;32485;40984
Faaborg-Midtfyn;41962;40826;51827
Kerteminde;19604;19085;24010
Nyborg;26221;25502;32084
Odense;164880;159873;206133
Svendborg;48260;46858;59190
Nordfyns;23827;23204;29743
Langeland;10223;10008;12325
Ærø;5085;4993;6024
Haderslev;43469;42297;55386
Billund;21054;20444;26633
Sønderborg;58711;57227;73656
Tønder;28719;27912;36869
Esbjerg;90791;88074;115472
Fanø;2856;2794;3428
Varde;39138;38007;49689
Vejen;33047;31952;42647
Aabenraa;45219;43883;58633
Fredericia;40892;39627;51599
Horsens;72749;70213;94279
Kolding;73012;70377;93518
Vejle;92704;89439;118841
Herning;71185;68682;89264
Holstebro;47069;45354;58566
Lemvig;15964;15492;19398
Struer;17081;16552;20804
Syddjurs;35079;34283;43614
Norddjurs;29882;29133;36976
Favrskov;38882;37659;48856
Odder;18933;18536;23265
Randers;78591;76236;98897
Silkeborg;76728;74225;97226
Samsø;3100;3052;3721
Skanderborg;50460;49111;64219
Århus;282807;274214;355482
Ikast-Brande;32662;31507;41894
Ringkøbing-Skjern;44655;43266;56196
Hedensted;37562;36453;47111
Morsø;16341;15913;20086
Skive;37043;35916;45052
Thisted;34594;33676;43085
Viborg;77812;75270;96898
Brønderslev-Dronninglund;28612;27884;36137
Frederikshavn;47765;46637;58898
Vesthimmerlands;28654;27825;36350
Læsø;1474;1448;1773
Rebild;23974;23245;30644
Mariagerfjord;33598;32688;41661
Jammerbugt;30599;29695;38205
Ålborg;177432;172340;221234
Hjørring;51439;50431;63864
