"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,62384,31649,10.6,5.4,590435
Midtjylland,130835,61462,9.8,4.6,1332955
Syddanmark,130431,52939,10.7,4.3,1223858
Hovedstaden,180162,79926,9.7,4.3,1855878
Sjælland,85327,42677,10.2,5.1,839200
