"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,48557,20113,638788
Frederiksberg,9755,4631,103379
Ballerup,4988,2015,49109
Brøndby,3650,1571,35392
Dragør,1491,751,14579
Gentofte,7695,3732,74411
Gladsaxe,7328,3217,69202
Glostrup,2867,1502,23456
Herlev,3353,1498,28815
Albertslund,2668,1458,27236
Hvidovre,5822,2836,53285
Høje-Taastrup,5050,2664,52133
Lyngby-Taarbæk,6068,2883,56845
Rødovre,4390,1782,41200
Ishøj,2015,1006,23066
Tårnby,4269,1886,42695
Vallensbæk,1726,850,16568
Furesø,4628,2143,40946
Allerød,2920,1201,25845
Fredensborg,4543,2128,41022
Helsingør,7339,3250,63015
Hillerød,6419,2961,51721
Hørsholm,3086,1448,24829
Rudersdal,6579,2916,56967
Egedal,4051,1626,43708
Frederikssund,5249,2324,45558
Greve,4677,2200,50541
Køge,5840,3023,61513
Frederiksværk-Hundested,3872,1457,31413
Roskilde,9260,4731,88777
Solrød,2145,1078,23473
Gribskov,4995,2150,40967
Odsherred,3689,1746,32901
Holbæk,7447,3667,71981
Faxe,3521,1708,36750
Kalundborg,4621,2268,48426
Ringsted,3055,1559,34935
Slagelse,8276,4146,79223
Stevns,2400,1098,23188
Sorø,3164,1481,29970
Lejre,2911,1404,28291
Lolland,4181,2298,40420
Næstved,8510,4448,83274
Guldborgsund,7007,3616,60335
Vordingborg,4623,2206,45202
Bornholm,4789,1927,39728
Middelfart,4817,1953,39257
Assens,4301,1574,40853
Faaborg-Midtfyn,5568,2094,51620
Kerteminde,2588,1015,23821
Nyborg,3553,1192,31952
Odense,21440,8465,205100
Svendborg,7526,3550,58781
Nordfyns,3117,1080,29534
Langeland,1651,634,12357
Ærø,906,308,5990
Haderslev,5369,2111,55322
Billund,2490,1077,26512
Sønderborg,7677,2622,73794
Tønder,3630,1555,37027
Esbjerg,13270,5609,115546
Fanø,402,160,3449
Varde,5612,2315,49633
Vejen,4650,2160,42773
Aabenraa,5277,1903,58572
Fredericia,5728,2570,51381
Horsens,8426,3861,92563
Kolding,9070,3949,93104
Vejle,11789,5043,117480
Herning,9113,4720,89258
Holstebro,6450,2988,58691
Lemvig,2072,1023,19561
Struer,2358,1018,20822
Syddjurs,4517,2080,43259
Norddjurs,4180,2138,36979
Favrskov,4605,2019,48458
Odder,2551,1316,23000
Randers,10229,4475,98295
Silkeborg,9221,4522,95903
Samsø,632,453,3680
Skanderborg,5605,2391,63446
Århus,32047,13672,352464
Ikast-Brande,3620,1813,41515
Ringkøbing-Skjern,5612,2903,56156
Hedensted,4338,2210,46823
Morsø,2704,1614,20068
Skive,4937,2572,45437
Thisted,4464,2330,43109
Viborg,10322,5288,96645
Brønderslev-Dronninglund,3921,2006,36119
Frederikshavn,6176,3462,58966
Vesthimmerlands,3952,2130,36343
Læsø,286,118,1773
Rebild,2926,1511,30492
Mariagerfjord,4430,2203,41589
Jammerbugt,3864,1892,38150
Ålborg,22208,10662,219708
Hjørring,7453,3721,64118
