"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,48557,20113,7.6,3.1,638788
Frederiksberg,9755,4631,9.4,4.5,103379
Ballerup,4988,2015,10.2,4.1,49109
Brøndby,3650,1571,10.3,4.4,35392
Dragør,1491,751,10.2,5.2,14579
Gentofte,7695,3732,10.3,5.0,74411
Gladsaxe,7328,3217,10.6,4.6,69202
Glostrup,2867,1502,12.2,6.4,23456
Herlev,3353,1498,11.6,5.2,28815
Albertslund,2668,1458,9.8,5.4,27236
Hvidovre,5822,2836,10.9,5.3,53285
Høje Tåstrup,5050,2664,9.7,5.1,52133
Lyngby-Taarbæk,6068,2883,10.7,5.1,56845
Rødovre,4390,1782,10.7,4.3,41200
Ishøj,2015,1006,8.7,4.4,23066
Tårnby,4269,1886,10.0,4.4,42695
Vallensbæk,1726,850,10.4,5.1,16568
Furesø,4628,2143,11.3,5.2,40946
Allerød,2920,1201,11.3,4.6,25845
Fredensborg,4543,2128,11.1,5.2,41022
Helsingør,7339,3250,11.6,5.2,63015
Hillerød,6419,2961,12.4,5.7,51721
Hørsholm,3086,1448,12.4,5.8,24829
Rudersdal,6579,2916,11.5,5.1,56967
Egedal,4051,1626,9.3,3.7,43708
Frederikssund,5249,2324,11.5,5.1,45558
Greve,4677,2200,9.3,4.4,50541
Køge,5840,3023,9.5,4.9,61513
Halsnæs,3872,1457,12.3,4.6,31413
Roskilde,9260,4731,10.4,5.3,88777
Solrød,2145,1078,9.1,4.6,23473
Gribskov,4995,2150,12.2,5.2,40967
Odsherred,3689,1746,11.2,5.3,32901
Holbæk,7447,3667,10.3,5.1,71981
Faxe,3521,1708,9.6,4.6,36750
Kalundborg,4621,2268,9.5,4.7,48426
Ringsted,3055,1559,8.7,4.5,34935
Slagelse,8276,4146,10.4,5.2,79223
Stevns,2400,1098,10.4,4.7,23188
Sorø,3164,1481,10.6,4.9,29970
Lejre,2911,1404,10.3,5.0,28291
Lolland,4181,2298,10.3,5.7,40420
Næstved,8510,4448,10.2,5.3,83274
Guldborgsund,7007,3616,11.6,6.0,60335
Vordingborg,4623,2206,10.2,4.9,45202
Bornholm,4789,1927,12.1,4.9,39728
Middelfart,4817,1953,12.3,5.0,39257
Assens,4301,1574,10.5,3.9,40853
Faaborg-Midtfyn,5568,2094,10.8,4.1,51620
Kerteminde,2588,1015,10.9,4.3,23821
Nyborg,3553,1192,11.1,3.7,31952
Odense,21440,8465,10.5,4.1,205100
Svendborg,7526,3550,12.8,6.0,58781
Nordfyn,3117,1080,10.6,3.7,29534
Langeland,1651,634,13.4,5.1,12357
Ærø,906,308,15.1,5.1,5990
Haderslev,5369,2111,9.7,3.8,55322
Billund,2490,1077,9.4,4.1,26512
Sønderborg,7677,2622,10.4,3.6,73794
Tønder,3630,1555,9.8,4.2,37027
Esbjerg,13270,5609,11.5,4.9,115546
Fanø,402,160,11.7,4.6,3449
Varde,5612,2315,11.3,4.7,49633
Vejen,4650,2160,10.9,5.0,42773
Aabenraa,5277,1903,9.0,3.2,58572
Fredericia,5728,2570,11.1,5.0,51381
Horsens,8426,3861,9.1,4.2,92563
Kolding,9070,3949,9.7,4.2,93104
Vejle,11789,5043,10.0,4.3,117480
Herning,9113,4720,10.2,5.3,89258
Holstebro,6450,2988,11.0,5.1,58691
Lemvig,2072,1023,10.6,5.2,19561
Struer,2358,1018,11.3,4.9,20822
Syddjurs,4517,2080,10.4,4.8,43259
Norddjurs,4180,2138,11.3,5.8,36979
Favrskov,4605,2019,9.5,4.2,48458
Odder,2551,1316,11.1,5.7,23000
Randers,10229,4475,10.4,4.6,98295
Silkeborg,9221,4522,9.6,4.7,95903
Samsø,632,453,17.2,12.3,3680
Skanderborg,5605,2391,8.8,3.8,63446
Århus,32047,13672,9.1,3.9,352464
Ikast-Brande,3620,1813,8.7,4.4,41515
Ringkøbing-Skjern,5612,2903,10.0,5.2,56156
Hedensted,4338,2210,9.3,4.7,46823
Morsø,2704,1614,13.5,8.0,20068
Skive,4937,2572,10.9,5.7,45437
Thisted,4464,2330,10.4,5.4,43109
Viborg,10322,5288,10.7,5.5,96645
Brønderslev,3921,2006,10.9,5.6,36119
Frederikshavn,6176,3462,10.5,5.9,58966
Vesthimmerland,3952,2130,10.9,5.9,36343
Læsø,286,118,16.1,6.7,1773
Rebild,2926,1511,9.6,5.0,30492
Mariagerfjord,4430,2203,10.7,5.3,41589
Jammerbugt,3864,1892,10.1,5.0,38150
Aalborg,22208,10662,10.1,4.9,219708
Hjørring,7453,3721,11.6,5.8,64118
