"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,1,0
Hovedstaden,0-9,M,0,0
Hovedstaden,10-19,K,591,137
Hovedstaden,10-19,M,295,61
Hovedstaden,20-29,K,11601,3729
Hovedstaden,20-29,M,4391,1235
Hovedstaden,30-39,K,12487,5253
Hovedstaden,30-39,M,5706,2268
Hovedstaden,40-49,K,17709,7330
Hovedstaden,40-49,M,6611,2382
Hovedstaden,50-59,K,20376,8522
Hovedstaden,50-59,M,8671,3184
Hovedstaden,60-69,K,15634,6838
Hovedstaden,60-69,M,9670,4065
Hovedstaden,70-79,K,11987,5060
Hovedstaden,70-79,M,10496,4783
Hovedstaden,80-89,K,20233,10558
Hovedstaden,80-89,M,12476,6568
Hovedstaden,90+,K,8197,5918
Hovedstaden,90+,M,3030,2035
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,0,0
Midtjylland,10-19,K,660,198
Midtjylland,10-19,M,157,47
Midtjylland,20-29,K,8599,2474
Midtjylland,20-29,M,2269,556
Midtjylland,30-39,K,9275,3620
Midtjylland,30-39,M,2598,957
Midtjylland,40-49,K,13016,5077
Midtjylland,40-49,M,3155,1061
Midtjylland,50-59,K,14881,6127
Midtjylland,50-59,M,3571,1154
Midtjylland,60-69,K,12010,4713
Midtjylland,60-69,M,6405,2011
Midtjylland,70-79,K,8901,2999
Midtjylland,70-79,M,9084,2670
Midtjylland,80-89,K,15891,12055
Midtjylland,80-89,M,11192,7995
Midtjylland,90+,K,6367,5435
Midtjylland,90+,M,2804,2313
Nordjylland,0-9,K,1,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,282,82
Nordjylland,10-19,M,65,22
Nordjylland,20-29,K,3720,1116
Nordjylland,20-29,M,1117,322
Nordjylland,30-39,K,4410,1491
Nordjylland,30-39,M,1308,355
Nordjylland,40-49,K,6241,2127
Nordjylland,40-49,M,1771,430
Nordjylland,50-59,K,8235,2995
Nordjylland,50-59,M,2331,530
Nordjylland,60-69,K,5645,1968
Nordjylland,60-69,M,2842,753
Nordjylland,70-79,K,3196,1826
Nordjylland,70-79,M,3222,1640
Nordjylland,80-89,K,7709,6810
Nordjylland,80-89,M,5551,4711
Nordjylland,90+,K,3244,3094
Nordjylland,90+,M,1494,1377
Sjælland,0-9,K,0,0
Sjælland,0-9,M,1,0
Sjælland,10-19,K,341,75
Sjælland,10-19,M,132,43
Sjælland,20-29,K,3454,1080
Sjælland,20-29,M,1115,358
Sjælland,30-39,K,5487,1928
Sjælland,30-39,M,1622,580
Sjælland,40-49,K,9052,3444
Sjælland,40-49,M,2417,820
Sjælland,50-59,K,11016,4078
Sjælland,50-59,M,3244,1102
Sjælland,60-69,K,8057,3234
Sjælland,60-69,M,4733,1831
Sjælland,70-79,K,5696,2526
Sjælland,70-79,M,6177,2362
Sjælland,80-89,K,10070,8440
Sjælland,80-89,M,7221,5724
Sjælland,90+,K,3870,3561
Sjælland,90+,M,1622,1491
Syddanmark,0-9,K,0,0
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,546,130
Syddanmark,10-19,M,189,35
Syddanmark,20-29,K,6674,1816
Syddanmark,20-29,M,2232,492
Syddanmark,30-39,K,8411,3127
Syddanmark,30-39,M,2882,918
Syddanmark,40-49,K,12723,4553
Syddanmark,40-49,M,3892,1141
Syddanmark,50-59,K,15489,5569
Syddanmark,50-59,M,5269,1255
Syddanmark,60-69,K,11093,4106
Syddanmark,60-69,M,6666,1995
Syddanmark,70-79,K,8151,3366
Syddanmark,70-79,M,8374,3162
Syddanmark,80-89,K,16614,8754
Syddanmark,80-89,M,11598,5747
Syddanmark,90+,K,6754,4858
Syddanmark,90+,M,2874,1915
