"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16853,0
AstraZeneca Covid-19 vaccine,Midtjylland,33521,0
AstraZeneca Covid-19 vaccine,Syddanmark,30404,246
AstraZeneca Covid-19 vaccine,Hovedstaden,45055,6
AstraZeneca Covid-19 vaccine,Sjælland,23842,331
Moderna Covid-19 Vaccine,Nordjylland,4147,3055
Moderna Covid-19 Vaccine,Midtjylland,4485,1464
Moderna Covid-19 Vaccine,Syddanmark,6462,3933
Moderna Covid-19 Vaccine,Hovedstaden,6805,1917
Moderna Covid-19 Vaccine,Sjælland,3850,1056
Pfizer BioNTech Covid-19 vacc,Nordjylland,41384,28594
Pfizer BioNTech Covid-19 vacc,Midtjylland,92829,59998
Pfizer BioNTech Covid-19 vacc,Syddanmark,93565,48760
Pfizer BioNTech Covid-19 vacc,Hovedstaden,128302,78003
Pfizer BioNTech Covid-19 vacc,Sjælland,57635,41290
