"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-03-25,København,K,33644,15950,33425,15094,219,856
2021-03-25,København,M,19051,9116,18887,8139,164,977
2021-03-25,Frederiksberg,K,7118,3846,7030,3641,88,205
2021-03-25,Frederiksberg,M,3942,2134,3884,1926,58,208
2021-03-25,Ballerup,K,3660,1801,3638,1668,22,133
2021-03-25,Ballerup,M,1901,1008,1882,899,19,109
2021-03-25,Brøndby,K,2662,1438,2648,1293,14,145
2021-03-25,Brøndby,M,1416,773,1405,668,11,105
2021-03-25,Dragør,K,1099,608,1091,567,8,41
2021-03-25,Dragør,M,670,376,650,330,20,46
2021-03-25,Gentofte,K,5637,3216,5591,3008,46,208
2021-03-25,Gentofte,M,3034,1701,2987,1524,47,177
2021-03-25,Gladsaxe,K,5353,2862,5320,2657,33,205
2021-03-25,Gladsaxe,M,2570,1358,2551,1234,19,124
2021-03-25,Glostrup,K,2025,1144,2003,1094,22,50
2021-03-25,Glostrup,M,1045,646,1026,607,19,39
2021-03-25,Herlev,K,2509,1337,2491,1253,18,84
2021-03-25,Herlev,M,1103,570,1089,494,14,76
2021-03-25,Albertslund,K,1900,1110,1882,1028,18,82
2021-03-25,Albertslund,M,1018,653,1005,603,13,50
2021-03-25,Hvidovre,K,4223,2438,4200,2231,23,207
2021-03-25,Hvidovre,M,2168,1321,2150,1117,18,204
2021-03-25,Høje Tåstrup,K,3473,1952,3450,1808,23,144
2021-03-25,Høje Tåstrup,M,2006,1277,1976,1185,30,92
2021-03-25,Lyngby-Taarbæk,K,4468,2631,4419,2479,49,152
2021-03-25,Lyngby-Taarbæk,M,2224,1268,2192,1166,32,102
2021-03-25,Rødovre,K,3263,1694,3248,1611,15,83
2021-03-25,Rødovre,M,1463,770,1449,704,14,66
2021-03-25,Ishøj,K,1432,759,1422,705,10,54
2021-03-25,Ishøj,M,755,458,743,405,12,53
2021-03-25,Tårnby,K,3179,1736,3145,1614,34,122
2021-03-25,Tårnby,M,1650,946,1625,774,25,172
2021-03-25,Vallensbæk,K,1187,648,1181,609,6,39
2021-03-25,Vallensbæk,M,741,457,725,417,16,40
2021-03-25,Furesø,K,3354,1892,3335,1741,19,151
2021-03-25,Furesø,M,1747,1022,1731,928,16,94
2021-03-25,Allerød,K,2028,1092,2023,998,5,94
2021-03-25,Allerød,M,1135,680,1130,610,5,70
2021-03-25,Fredensborg,K,3205,1787,3198,1630,7,157
2021-03-25,Fredensborg,M,1787,1016,1778,892,9,124
2021-03-25,Helsingør,K,5185,2798,5168,2590,17,208
2021-03-25,Helsingør,M,2810,1615,2796,1446,14,169
2021-03-25,Hillerød,K,4547,2381,4542,2203,5,178
2021-03-25,Hillerød,M,2366,1328,2360,1170,6,158
2021-03-25,Hørsholm,K,2140,1299,2128,1194,12,105
2021-03-25,Hørsholm,M,1264,762,1254,681,10,81
2021-03-25,Rudersdal,K,4641,2608,4607,2399,34,209
2021-03-25,Rudersdal,M,2667,1500,2644,1326,23,174
2021-03-25,Egedal,K,2989,1492,2979,1394,10,98
2021-03-25,Egedal,M,1467,772,1455,689,12,83
2021-03-25,Frederikssund,K,3860,1958,3837,1858,23,100
2021-03-25,Frederikssund,M,1967,1088,1943,990,24,98
2021-03-25,Greve,K,3373,1762,3303,1645,70,117
2021-03-25,Greve,M,1885,1065,1828,929,57,136
2021-03-25,Køge,K,4261,2324,4226,2276,35,48
2021-03-25,Køge,M,2253,1288,2231,1200,22,88
2021-03-25,Halsnæs,K,2741,1264,2732,1167,9,97
2021-03-25,Halsnæs,M,1579,787,1568,686,11,101
2021-03-25,Roskilde,K,6789,3603,6598,3482,191,121
2021-03-25,Roskilde,M,3673,1935,3499,1805,174,130
2021-03-25,Solrød,K,1524,821,1494,783,30,38
