"Vaccinedato","geo","Antal påbegyndt vacc. personer","Antal borgere","Påbegyndtvacc. (%)","Kumuleret antal påbegyndt vacc."
2020-12-27,Nationalt,6419,5842925,0.11,6419
2020-12-28,Nationalt,1991,5842925,0.14,8410
2020-12-29,Nationalt,8872,5842925,0.30,17282
2020-12-30,Nationalt,11374,5842925,0.49,28656
2020-12-31,Nationalt,6103,5842925,0.59,34759
2021-01-01,Nationalt,2313,5842925,0.63,37072
2021-01-02,Nationalt,8794,5842925,0.78,45866
2021-01-03,Nationalt,5939,5842925,0.89,51805
2021-01-04,Nationalt,2393,5842925,0.93,54198
2021-01-05,Nationalt,13405,5842925,1.16,67603
2021-01-06,Nationalt,19587,5842925,1.49,87190
2021-01-07,Nationalt,17337,5842925,1.79,104527
2021-01-08,Nationalt,8402,5842925,1.93,112929
2021-01-09,Nationalt,1899,5842925,1.97,114828
2021-01-10,Nationalt,813,5842925,1.98,115641
2021-01-11,Nationalt,657,5842925,1.99,116298
2021-01-12,Nationalt,462,5842925,2.00,116760
2021-01-13,Nationalt,12685,5842925,2.22,129445
2021-01-14,Nationalt,17839,5842925,2.52,147284
2021-01-15,Nationalt,15142,5842925,2.78,162426
2021-01-16,Nationalt,4590,5842925,2.86,167016
2021-01-17,Nationalt,2511,5842925,2.90,169527
2021-01-18,Nationalt,3862,5842925,2.97,173389
2021-01-19,Nationalt,2470,5842925,3.01,175859
2021-01-20,Nationalt,1502,5842925,3.04,177361
2021-01-21,Nationalt,1518,5842925,3.06,178879
2021-01-22,Nationalt,664,5842925,3.07,179543
2021-01-23,Nationalt,773,5842925,3.09,180316
2021-01-24,Nationalt,612,5842925,3.10,180928
2021-01-25,Nationalt,269,5842925,3.10,181197
2021-01-26,Nationalt,214,5842925,3.10,181411
2021-01-27,Nationalt,207,5842925,3.11,181618
2021-01-28,Nationalt,236,5842925,3.11,181854
2021-01-29,Nationalt,1131,5842925,3.13,182985
2021-01-30,Nationalt,1221,5842925,3.15,184206
2021-01-31,Nationalt,1241,5842925,3.17,185447
2021-02-01,Nationalt,751,5842925,3.19,186198
2021-02-02,Nationalt,2036,5842925,3.22,188234
2021-02-03,Nationalt,1542,5842925,3.25,189776
2021-02-04,Nationalt,1436,5842925,3.27,191212
2021-02-05,Nationalt,1585,5842925,3.30,192797
2021-02-06,Nationalt,1037,5842925,3.32,193834
2021-02-07,Nationalt,1912,5842925,3.35,195746
2021-02-08,Nationalt,2551,5842925,3.39,198297
2021-02-09,Nationalt,3555,5842925,3.45,201852
2021-02-10,Nationalt,3280,5842925,3.51,205132
2021-02-11,Nationalt,5665,5842925,3.61,210797
2021-02-12,Nationalt,12049,5842925,3.81,222846
2021-02-13,Nationalt,6556,5842925,3.93,229402
2021-02-14,Nationalt,6236,5842925,4.03,235638
2021-02-15,Nationalt,13871,5842925,4.27,249509
2021-02-16,Nationalt,13229,5842925,4.50,262738
2021-02-17,Nationalt,10489,5842925,4.68,273227
2021-02-18,Nationalt,11478,5842925,4.87,284705
2021-02-19,Nationalt,13922,5842925,5.11,298627
2021-02-20,Nationalt,10531,5842925,5.29,309158
2021-02-21,Nationalt,10820,5842925,5.48,319978
2021-02-22,Nationalt,13531,5842925,5.71,333509
2021-02-23,Nationalt,14424,5842925,5.95,347933
2021-02-24,Nationalt,13708,5842925,6.19,361641
2021-02-25,Nationalt,14474,5842925,6.44,376115
2021-02-26,Nationalt,36001,5842925,7.05,412116
2021-02-27,Nationalt,6667,5842925,7.17,418783
2021-02-28,Nationalt,10979,5842925,7.36,429762
2021-03-01,Nationalt,19773,5842925,7.69,449535
2021-03-02,Nationalt,16681,5842925,7.98,466216
2021-03-03,Nationalt,12999,5842925,8.20,479215
2021-03-04,Nationalt,17417,5842925,8.50,496632
2021-03-05,Nationalt,16629,5842925,8.78,513261
2021-03-06,Nationalt,14623,5842925,9.03,527884
2021-03-07,Nationalt,12064,5842925,9.24,539948
2021-03-08,Nationalt,9594,5842925,9.41,549542
2021-03-09,Nationalt,10935,5842925,9.59,560477
2021-03-10,Nationalt,12079,5842925,9.80,572556
2021-03-11,Nationalt,4618,5842925,9.88,577174
2021-03-12,Nationalt,3388,5842925,9.94,580562
2021-03-13,Nationalt,4541,5842925,10.0,585103
2021-03-14,Nationalt,1237,5842925,10.0,586340
2021-03-15,Nationalt,2846,5842925,10.1,589186
2021-03-16,Nationalt,6803,5842925,10.2,595989
2021-03-17,Nationalt,10726,5842925,10.4,606715
2021-03-18,Nationalt,14606,5842925,10.6,621321
2021-03-19,Nationalt,7759,5842925,10.8,629080
2021-03-20,Nationalt,2939,5842925,10.8,632019
2021-03-21,Nationalt,4890,5842925,10.9,636909
2021-03-22,Nationalt,4050,5842925,11.0,640959
2021-03-23,Nationalt,6109,5842925,11.1,647068
2021-03-24,Nationalt,9669,5842925,11.2,656737
