"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,1,0
Hovedstaden,0-9,M,0,0
Hovedstaden,10-19,K,596,186
Hovedstaden,10-19,M,313,110
Hovedstaden,20-29,K,11741,4095
Hovedstaden,20-29,M,4502,1526
Hovedstaden,30-39,K,12699,5725
Hovedstaden,30-39,M,5855,2713
Hovedstaden,40-49,K,18054,8177
Hovedstaden,40-49,M,6872,3204
Hovedstaden,50-59,K,20890,9823
Hovedstaden,50-59,M,9224,4596
Hovedstaden,60-69,K,16594,8878
Hovedstaden,60-69,M,10596,6002
Hovedstaden,70-79,K,13395,7800
Hovedstaden,70-79,M,11932,7151
Hovedstaden,80-89,K,26064,15361
Hovedstaden,80-89,M,17117,9537
Hovedstaden,90+,K,8401,7104
Hovedstaden,90+,M,3099,2589
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,0,0
Midtjylland,10-19,K,722,240
Midtjylland,10-19,M,235,69
Midtjylland,20-29,K,9228,2940
Midtjylland,20-29,M,2913,758
Midtjylland,30-39,K,9854,4079
Midtjylland,30-39,M,3198,1183
Midtjylland,40-49,K,13772,5769
Midtjylland,40-49,M,3846,1413
Midtjylland,50-59,K,15892,6927
Midtjylland,50-59,M,4461,1698
Midtjylland,60-69,K,13005,7014
Midtjylland,60-69,M,7362,4016
Midtjylland,70-79,K,9968,5574
Midtjylland,70-79,M,10533,5831
Midtjylland,80-89,K,19676,14194
Midtjylland,80-89,M,14610,9834
Midtjylland,90+,K,6493,5929
Midtjylland,90+,M,2859,2591
Nordjylland,0-9,K,1,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,287,110
Nordjylland,10-19,M,94,36
Nordjylland,20-29,K,3877,1329
Nordjylland,20-29,M,1351,468
Nordjylland,30-39,K,4621,1702
Nordjylland,30-39,M,1513,538
Nordjylland,40-49,K,6488,2467
Nordjylland,40-49,M,1985,693
Nordjylland,50-59,K,8543,3570
Nordjylland,50-59,M,2634,1015
Nordjylland,60-69,K,5975,3009
Nordjylland,60-69,M,3161,1706
Nordjylland,70-79,K,3542,2414
Nordjylland,70-79,M,3597,2348
Nordjylland,80-89,K,9816,7227
Nordjylland,80-89,M,7481,5118
Nordjylland,90+,K,3296,3143
Nordjylland,90+,M,1521,1422
Sjælland,0-9,K,0,0
Sjælland,0-9,M,1,1
Sjælland,10-19,K,347,96
Sjælland,10-19,M,152,62
Sjælland,20-29,K,3612,1156
Sjælland,20-29,M,1310,433
Sjælland,30-39,K,5663,2033
Sjælland,30-39,M,1823,661
Sjælland,40-49,K,9404,3630
Sjælland,40-49,M,2778,1011
Sjælland,50-59,K,11589,4438
Sjælland,50-59,M,3890,1489
Sjælland,60-69,K,8867,4367
Sjælland,60-69,M,5655,3001
Sjælland,70-79,K,6757,4201
Sjælland,70-79,M,7382,4484
Sjælland,80-89,K,13358,9107
Sjælland,80-89,M,10180,6411
Sjælland,90+,K,4065,3654
Sjælland,90+,M,1715,1542
Syddanmark,0-9,K,0,0
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,575,159
Syddanmark,10-19,M,218,64
Syddanmark,20-29,K,6871,2015
Syddanmark,20-29,M,2377,647
Syddanmark,30-39,K,8657,3385
Syddanmark,30-39,M,3079,1125
Syddanmark,40-49,K,13083,5072
Syddanmark,40-49,M,4210,1514
Syddanmark,50-59,K,16056,6270
Syddanmark,50-59,M,5760,1898
Syddanmark,60-69,K,11862,5107
Syddanmark,60-69,M,7347,2913
Syddanmark,70-79,K,9050,4450
Syddanmark,70-79,M,9311,4377
Syddanmark,80-89,K,19399,13635
Syddanmark,80-89,M,14129,9189
Syddanmark,90+,K,6906,5989
Syddanmark,90+,M,2944,2533
