"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,69783,38315,11.8,6.5,590402
Midtjylland,148627,80059,11.1,6.0,1333148
Syddanmark,141834,70342,11.6,5.7,1223981
Hovedstaden,197945,104577,10.7,5.6,1856076
Sjælland,98548,51777,11.7,6.2,839318
