"dato","Regionsnavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-03-25,Hovedstaden,K,128435,67149,127614,62676,821,4473
2021-03-25,Hovedstaden,M,69510,37428,68824,33367,686,4061
2021-03-25,Midtjylland,K,98610,52666,97113,51723,1497,943
2021-03-25,Midtjylland,M,50017,27393,48692,26575,1325,818
2021-03-25,Nordjylland,K,46446,24971,45703,24729,743,242
2021-03-25,Nordjylland,M,23337,13344,22674,13145,663,199
2021-03-25,Sjælland,K,63662,32682,62271,31978,1391,704
2021-03-25,Sjælland,M,34886,19095,33660,18304,1226,791
2021-03-25,Syddanmark,K,92459,46082,91755,45400,704,682
2021-03-25,Syddanmark,M,49375,24260,48694,23664,681,596
