"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,52695,25066,638877
Frederiksberg,11060,5980,103359
Ballerup,5561,2809,49085
Brøndby,4078,2211,35406
Dragør,1769,984,14575
Gentofte,8671,4917,74344
Gladsaxe,7923,4220,69185
Glostrup,3070,1790,23470
Herlev,3612,1907,28831
Albertslund,2918,1763,27199
Hvidovre,6391,3759,53304
Høje-Taastrup,5479,3229,52172
Lyngby-Taarbæk,6692,3899,56894
Rødovre,4726,2464,41244
Ishøj,2187,1217,23072
Tårnby,4829,2682,42679
Vallensbæk,1928,1105,16553
Furesø,5101,2914,40919
Allerød,3163,1772,25867
Fredensborg,4992,2803,41043
Helsingør,7995,4413,63021
Hillerød,6913,3709,51713
Hørsholm,3404,2061,24814
Rudersdal,7308,4108,57003
Egedal,4456,2264,43707
Frederikssund,5827,3046,45587
Greve,5258,2827,50535
Køge,6514,3612,61515
Frederiksværk-Hundested,4320,2051,31427
Roskilde,10462,5538,88756
Solrød,2361,1322,23481
Gribskov,5469,2760,40984
Odsherred,4333,2119,32908
Holbæk,8611,4431,72001
Faxe,3971,2216,36770
Kalundborg,5526,2754,48441
Ringsted,3472,1848,34982
Slagelse,9727,4869,79251
Stevns,2785,1418,23193
Sorø,3789,1801,29978
Lejre,3362,1711,28302
Lolland,4848,2662,40391
Næstved,9875,5582,83283
Guldborgsund,8219,4287,60315
Vordingborg,5435,2780,45216
Bornholm,5408,2674,39742
Middelfart,5218,2731,39267
Assens,4693,2077,40849
Faaborg-Midtfyn,6130,2965,51662
Kerteminde,2916,1385,23843
Nyborg,4158,1668,31959
Odense,23052,10880,205043
Svendborg,8252,4579,58812
Nordfyns,3334,1504,29532
Langeland,1900,914,12364
Ærø,955,551,5994
Haderslev,5896,2805,55320
Billund,2768,1502,26512
Sønderborg,8420,3765,73792
Tønder,3959,1960,37035
Esbjerg,14074,7160,115554
Fanø,429,236,3450
Varde,6015,3240,49664
Vejen,4944,2704,42779
Aabenraa,5782,2636,58578
Fredericia,6200,3280,51378
Horsens,9617,4778,92566
Kolding,9865,5211,93089
Vejle,12874,6589,117505
Herning,10227,5935,89285
Holstebro,7008,4016,58688
Lemvig,2443,1432,19568
Struer,2617,1559,20823
Syddjurs,5143,2697,43276
Norddjurs,4739,2684,36977
Favrskov,5224,2752,48480
Odder,2916,1642,23013
Randers,11634,6253,98333
Silkeborg,10822,5868,95935
Samsø,695,461,3680
Skanderborg,6603,3243,63478
Århus,35825,17697,352456
Ikast-Brande,4424,2306,41549
Ringkøbing-Skjern,6799,3701,56132
Hedensted,5163,2724,46842
Morsø,2790,1879,20076
Skive,5437,3342,45422
Thisted,5143,2856,43104
Viborg,11291,6969,96645
Brønderslev-Dronninglund,4250,2356,36140
Frederikshavn,7177,4187,58967
Vesthimmerlands,4539,2587,36358
Læsø,401,185,1777
Rebild,3196,1811,30505
Mariagerfjord,5130,2834,41579
Jammerbugt,4094,2266,38159
Ålborg,25078,12955,219623
Hjørring,7985,4399,64114
