"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,69783,38315,590402
Midtjylland,148627,80059,1333148
Syddanmark,141834,70342,1223981
Hovedstaden,197945,104577,1856076
Sjælland,98548,51777,839318
