"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,52695,25066,8.2,3.9,638877
Frederiksberg,11060,5980,10.7,5.8,103359
Ballerup,5561,2809,11.3,5.7,49085
Brøndby,4078,2211,11.5,6.2,35406
Dragør,1769,984,12.1,6.8,14575
Gentofte,8671,4917,11.7,6.6,74344
Gladsaxe,7923,4220,11.5,6.1,69185
Glostrup,3070,1790,13.1,7.6,23470
Herlev,3612,1907,12.5,6.6,28831
Albertslund,2918,1763,10.7,6.5,27199
Hvidovre,6391,3759,12.0,7.1,53304
Høje Tåstrup,5479,3229,10.5,6.2,52172
Lyngby-Taarbæk,6692,3899,11.8,6.9,56894
Rødovre,4726,2464,11.5,6.0,41244
Ishøj,2187,1217,9.5,5.3,23072
Tårnby,4829,2682,11.3,6.3,42679
Vallensbæk,1928,1105,11.6,6.7,16553
Furesø,5101,2914,12.5,7.1,40919
Allerød,3163,1772,12.2,6.9,25867
Fredensborg,4992,2803,12.2,6.8,41043
Helsingør,7995,4413,12.7,7.0,63021
Hillerød,6913,3709,13.4,7.2,51713
Hørsholm,3404,2061,13.7,8.3,24814
Rudersdal,7308,4108,12.8,7.2,57003
Egedal,4456,2264,10.2,5.2,43707
Frederikssund,5827,3046,12.8,6.7,45587
Greve,5258,2827,10.4,5.6,50535
Køge,6514,3612,10.6,5.9,61515
Halsnæs,4320,2051,13.7,6.5,31427
Roskilde,10462,5538,11.8,6.2,88756
Solrød,2361,1322,10.1,5.6,23481
Gribskov,5469,2760,13.3,6.7,40984
Odsherred,4333,2119,13.2,6.4,32908
Holbæk,8611,4431,12.0,6.2,72001
Faxe,3971,2216,10.8,6.0,36770
Kalundborg,5526,2754,11.4,5.7,48441
Ringsted,3472,1848,9.9,5.3,34982
Slagelse,9727,4869,12.3,6.1,79251
Stevns,2785,1418,12.0,6.1,23193
Sorø,3789,1801,12.6,6.0,29978
Lejre,3362,1711,11.9,6.0,28302
Lolland,4848,2662,12.0,6.6,40391
Næstved,9875,5582,11.9,6.7,83283
Guldborgsund,8219,4287,13.6,7.1,60315
Vordingborg,5435,2780,12.0,6.1,45216
Bornholm,5408,2674,13.6,6.7,39742
Middelfart,5218,2731,13.3,7.0,39267
Assens,4693,2077,11.5,5.1,40849
Faaborg-Midtfyn,6130,2965,11.9,5.7,51662
Kerteminde,2916,1385,12.2,5.8,23843
Nyborg,4158,1668,13.0,5.2,31959
Odense,23052,10880,11.2,5.3,205043
Svendborg,8252,4579,14.0,7.8,58812
Nordfyn,3334,1504,11.3,5.1,29532
Langeland,1900,914,15.4,7.4,12364
Ærø,955,551,15.9,9.2,5994
Haderslev,5896,2805,10.7,5.1,55320
Billund,2768,1502,10.4,5.7,26512
Sønderborg,8420,3765,11.4,5.1,73792
Tønder,3959,1960,10.7,5.3,37035
Esbjerg,14074,7160,12.2,6.2,115554
Fanø,429,236,12.4,6.8,3450
Varde,6015,3240,12.1,6.5,49664
Vejen,4944,2704,11.6,6.3,42779
Aabenraa,5782,2636,9.9,4.5,58578
Fredericia,6200,3280,12.1,6.4,51378
Horsens,9617,4778,10.4,5.2,92566
Kolding,9865,5211,10.6,5.6,93089
Vejle,12874,6589,11.0,5.6,117505
Herning,10227,5935,11.5,6.6,89285
Holstebro,7008,4016,11.9,6.8,58688
Lemvig,2443,1432,12.5,7.3,19568
Struer,2617,1559,12.6,7.5,20823
Syddjurs,5143,2697,11.9,6.2,43276
Norddjurs,4739,2684,12.8,7.3,36977
Favrskov,5224,2752,10.8,5.7,48480
Odder,2916,1642,12.7,7.1,23013
Randers,11634,6253,11.8,6.4,98333
Silkeborg,10822,5868,11.3,6.1,95935
Samsø,695,461,18.9,12.5,3680
Skanderborg,6603,3243,10.4,5.1,63478
Århus,35825,17697,10.2,5.0,352456
Ikast-Brande,4424,2306,10.6,5.6,41549
Ringkøbing-Skjern,6799,3701,12.1,6.6,56132
Hedensted,5163,2724,11.0,5.8,46842
Morsø,2790,1879,13.9,9.4,20076
Skive,5437,3342,12.0,7.4,45422
Thisted,5143,2856,11.9,6.6,43104
Viborg,11291,6969,11.7,7.2,96645
Brønderslev,4250,2356,11.8,6.5,36140
Frederikshavn,7177,4187,12.2,7.1,58967
Vesthimmerland,4539,2587,12.5,7.1,36358
Læsø,401,185,22.6,10.4,1777
Rebild,3196,1811,10.5,5.9,30505
Mariagerfjord,5130,2834,12.3,6.8,41579
Jammerbugt,4094,2266,10.7,5.9,38159
Aalborg,25078,12955,11.4,5.9,219623
Hjørring,7985,4399,12.5,6.9,64114
