Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.328.869;  76.917;   4.200;     672
Sjælland; 519.050;  20.431;   1.342;     197
Syddanmark; 749.628;  19.355;     839;      87
Midtjylland; 853.722;  27.967;   1.240;     170
Nordjylland; 430.648;   9.793;     472;      77
NA;  29.178;   1.362;      92;       1
I alt i Danmark;3.881.917; 154.463;   8.093;   1.203
