"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;2577;987
Hovedstaden;3-5;M;2788;1050
Hovedstaden;6-11;K;25061;12825
Hovedstaden;6-11;M;26262;13482
Hovedstaden;12-15;K;34048;32199
Hovedstaden;12-15;M;36028;34043
Hovedstaden;16-19;K;35827;35017
Hovedstaden;16-19;M;36030;35002
Hovedstaden;20-39;K;232247;226164
Hovedstaden;20-39;M;223255;216911
Hovedstaden;40-64;K;272348;270017
Hovedstaden;40-64;M;267704;265263
Hovedstaden;65-79;K;124756;124354
Hovedstaden;65-79;M;106899;106569
Hovedstaden;80+;K;43551;43354
Hovedstaden;80+;M;26297;26207
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;2199;715
Midtjylland;3-5;M;2413;782
Midtjylland;6-11;K;22880;12882
Midtjylland;6-11;M;24137;13601
Midtjylland;12-15;K;29238;28066
Midtjylland;12-15;M;30410;29147
Midtjylland;16-19;K;30267;29860
Midtjylland;16-19;M;30671;30122
Midtjylland;20-39;K;147543;144194
Midtjylland;20-39;M;150177;146462
Midtjylland;40-64;K;200417;199293
Midtjylland;40-64;M;199413;198267
Midtjylland;65-79;K;100162;99991
Midtjylland;65-79;M;94413;94226
Midtjylland;80+;K;32951;32838
Midtjylland;80+;M;23100;23034
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;863;271
Nordjylland;3-5;M;916;309
Nordjylland;6-11;K;9165;4960
Nordjylland;6-11;M;9569;5201
Nordjylland;12-15;K;12178;11597
Nordjylland;12-15;M;12964;12400
Nordjylland;16-19;K;12633;12457
Nordjylland;16-19;M;13096;12808
Nordjylland;20-39;K;59189;57658
Nordjylland;20-39;M;63966;62071
Nordjylland;40-64;K;89324;88774
Nordjylland;40-64;M;89664;89048
Nordjylland;65-79;K;49080;48954
Nordjylland;65-79;M;46923;46801
Nordjylland;80+;K;16710;16652
Nordjylland;80+;M;11864;11827
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;1070;371
Sjælland;3-5;M;1194;447
Sjælland;6-11;K;11379;5988
Sjælland;6-11;M;12167;6462
Sjælland;12-15;K;17637;16954
Sjælland;12-15;M;18570;17820
Sjælland;16-19;K;17878;17601
Sjælland;16-19;M;19110;18696
Sjælland;20-39;K;67316;65330
Sjælland;20-39;M;68914;66793
Sjælland;40-64;K;137737;136809
Sjælland;40-64;M;135254;134318
Sjælland;65-79;K;75048;74862
Sjælland;65-79;M;69627;69458
Sjælland;80+;K;23430;23338
Sjælland;80+;M;16396;16361
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1766;659
Syddanmark;3-5;M;1903;714
Syddanmark;6-11;K;19278;11311
Syddanmark;6-11;M;20484;12257
Syddanmark;12-15;K;26024;24944
Syddanmark;12-15;M;27159;26069
Syddanmark;16-19;K;27328;26881
Syddanmark;16-19;M;27743;27136
Syddanmark;20-39;K;114194;111090
Syddanmark;20-39;M;118594;115165
Syddanmark;40-64;K;190920;189695
Syddanmark;40-64;M;189936;188548
Syddanmark;65-79;K;101039;100809
Syddanmark;65-79;M;95225;94986
Syddanmark;80+;K;35442;35304
Syddanmark;80+;M;24449;24365
