"Vaccinedato";"geo";"Antal påbegyndt vacc. personer";"Antal borgere";"Påbegyndtvacc. (%)";"Kumuleret antal påbegyndt vacc."
2020-12-01;Nationalt;1;5873520;0.00;1
2020-12-08;Nationalt;1;5873520;0.00;2
2020-12-16;Nationalt;1;5873520;0.00;3
2020-12-17;Nationalt;1;5873520;0.00;4
2020-12-18;Nationalt;1;5873520;0.00;5
2020-12-19;Nationalt;1;5873520;0.00;6
2020-12-21;Nationalt;3;5873520;0.00;9
2020-12-22;Nationalt;5;5873520;0.00;14
2020-12-23;Nationalt;4;5873520;0.00;18
2020-12-24;Nationalt;4;5873520;0.00;22
2020-12-26;Nationalt;5;5873520;0.00;27
2020-12-27;Nationalt;5867;5873520;0.10;5894
2020-12-28;Nationalt;1929;5873520;0.13;7823
2020-12-29;Nationalt;8296;5873520;0.27;16119
2020-12-30;Nationalt;10607;5873520;0.46;26726
2020-12-31;Nationalt;5565;5873520;0.55;32291
2021-01-01;Nationalt;2114;5873520;0.59;34405
2021-01-02;Nationalt;7929;5873520;0.72;42334
2021-01-03;Nationalt;5237;5873520;0.81;47571
2021-01-04;Nationalt;2342;5873520;0.85;49913
2021-01-05;Nationalt;12387;5873520;1.06;62300
2021-01-06;Nationalt;17886;5873520;1.37;80186
2021-01-07;Nationalt;15854;5873520;1.64;96040
2021-01-08;Nationalt;7693;5873520;1.77;103733
2021-01-09;Nationalt;1841;5873520;1.80;105574
2021-01-10;Nationalt;820;5873520;1.81;106394
2021-01-11;Nationalt;664;5873520;1.82;107058
2021-01-12;Nationalt;465;5873520;1.83;107523
2021-01-13;Nationalt;12092;5873520;2.04;119615
2021-01-14;Nationalt;16789;5873520;2.32;136404
2021-01-15;Nationalt;14184;5873520;2.56;150588
2021-01-16;Nationalt;4308;5873520;2.64;154896
2021-01-17;Nationalt;2282;5873520;2.68;157178
2021-01-18;Nationalt;3609;5873520;2.74;160787
2021-01-19;Nationalt;2321;5873520;2.78;163108
2021-01-20;Nationalt;1415;5873520;2.80;164523
2021-01-21;Nationalt;1454;5873520;2.83;165977
2021-01-22;Nationalt;643;5873520;2.84;166620
2021-01-23;Nationalt;680;5873520;2.85;167300
2021-01-24;Nationalt;558;5873520;2.86;167858
2021-01-25;Nationalt;277;5873520;2.86;168135
2021-01-26;Nationalt;213;5873520;2.87;168348
2021-01-27;Nationalt;204;5873520;2.87;168552
2021-01-28;Nationalt;235;5873520;2.87;168787
2021-01-29;Nationalt;1040;5873520;2.89;169827
2021-01-30;Nationalt;1120;5873520;2.91;170947
2021-01-31;Nationalt;1130;5873520;2.93;172077
2021-02-01;Nationalt;724;5873520;2.94;172801
2021-02-02;Nationalt;1874;5873520;2.97;174675
2021-02-03;Nationalt;1397;5873520;3.00;176072
2021-02-04;Nationalt;1324;5873520;3.02;177396
2021-02-05;Nationalt;1519;5873520;3.05;178915
2021-02-06;Nationalt;958;5873520;3.06;179873
2021-02-07;Nationalt;1754;5873520;3.09;181627
2021-02-08;Nationalt;2368;5873520;3.13;183995
2021-02-09;Nationalt;3387;5873520;3.19;187382
2021-02-10;Nationalt;3189;5873520;3.24;190571
2021-02-11;Nationalt;5606;5873520;3.34;196177
2021-02-12;Nationalt;11838;5873520;3.54;208015
2021-02-13;Nationalt;6333;5873520;3.65;214348
2021-02-14;Nationalt;6027;5873520;3.75;220375
2021-02-15;Nationalt;13263;5873520;3.98;233638
2021-02-16;Nationalt;12752;5873520;4.19;246390
2021-02-17;Nationalt;10078;5873520;4.37;256468
2021-02-18;Nationalt;11210;5873520;4.56;267678
2021-02-19;Nationalt;13532;5873520;4.79;281210
2021-02-20;Nationalt;10101;5873520;4.96;291311
2021-02-21;Nationalt;10431;5873520;5.14;301742
2021-02-22;Nationalt;13160;5873520;5.36;314902
2021-02-23;Nationalt;14046;5873520;5.60;328948
2021-02-24;Nationalt;13373;5873520;5.83;342321
2021-02-25;Nationalt;14356;5873520;6.07;356677
2021-02-26;Nationalt;35391;5873520;6.68;392068
2021-02-27;Nationalt;6489;5873520;6.79;398557
2021-02-28;Nationalt;10619;5873520;6.97;409176
2021-03-01;Nationalt;19253;5873520;7.29;428429
2021-03-02;Nationalt;16425;5873520;7.57;444854
2021-03-03;Nationalt;12848;5873520;7.79;457702
2021-03-04;Nationalt;17251;5873520;8.09;474953
2021-03-05;Nationalt;16310;5873520;8.36;491263
2021-03-06;Nationalt;14380;5873520;8.61;505643
2021-03-07;Nationalt;11741;5873520;8.81;517384
2021-03-08;Nationalt;9406;5873520;8.97;526790
2021-03-09;Nationalt;10726;5873520;9.15;537516
2021-03-10;Nationalt;11867;5873520;9.35;549383
2021-03-11;Nationalt;4426;5873520;9.43;553809
2021-03-12;Nationalt;3243;5873520;9.48;557052
2021-03-13;Nationalt;4450;5873520;9.56;561502
2021-03-14;Nationalt;1210;5873520;9.58;562712
2021-03-15;Nationalt;2766;5873520;9.63;565478
2021-03-16;Nationalt;6664;5873520;9.74;572142
2021-03-17;Nationalt;10556;5873520;9.92;582698
2021-03-18;Nationalt;14420;5873520;10.2;597118
2021-03-19;Nationalt;7721;5873520;10.3;604839
2021-03-20;Nationalt;2961;5873520;10.3;607800
2021-03-21;Nationalt;4916;5873520;10.4;612716
2021-03-22;Nationalt;4062;5873520;10.5;616778
2021-03-23;Nationalt;6013;5873520;10.6;622791
2021-03-24;Nationalt;9720;5873520;10.8;632511
2021-03-25;Nationalt;7648;5873520;10.9;640159
2021-03-26;Nationalt;6099;5873520;11.0;646258
2021-03-27;Nationalt;9864;5873520;11.2;656122
2021-03-28;Nationalt;10662;5873520;11.4;666784
2021-03-29;Nationalt;17774;5873520;11.7;684558
2021-03-30;Nationalt;21399;5873520;12.0;705957
2021-03-31;Nationalt;12955;5873520;12.2;718912
2021-04-01;Nationalt;4206;5873520;12.3;723118
2021-04-02;Nationalt;4887;5873520;12.4;728005
2021-04-03;Nationalt;12020;5873520;12.6;740025
2021-04-04;Nationalt;11586;5873520;12.8;751611
2021-04-05;Nationalt;12244;5873520;13.0;763855
2021-04-06;Nationalt;15918;5873520;13.3;779773
2021-04-07;Nationalt;16531;5873520;13.6;796304
2021-04-08;Nationalt;13712;5873520;13.8;810016
2021-04-09;Nationalt;16383;5873520;14.1;826399
2021-04-10;Nationalt;16670;5873520;14.4;843069
2021-04-11;Nationalt;14844;5873520;14.6;857913
2021-04-12;Nationalt;93530;5873520;16.2;951443
2021-04-13;Nationalt;18480;5873520;16.5;969923
2021-04-14;Nationalt;11435;5873520;16.7;981358
2021-04-15;Nationalt;15256;5873520;17.0;996614
2021-04-16;Nationalt;17347;5873520;17.3;1013961
2021-04-17;Nationalt;18733;5873520;17.6;1032694
2021-04-18;Nationalt;14454;5873520;17.8;1047148
2021-04-19;Nationalt;24758;5873520;18.2;1071906
2021-04-20;Nationalt;21964;5873520;18.6;1093870
2021-04-21;Nationalt;22483;5873520;19.0;1116353
2021-04-22;Nationalt;28188;5873520;19.5;1144541
2021-04-23;Nationalt;22119;5873520;19.9;1166660
2021-04-24;Nationalt;14865;5873520;20.1;1181525
2021-04-25;Nationalt;15168;5873520;20.4;1196693
2021-04-26;Nationalt;31411;5873520;20.9;1228104
2021-04-27;Nationalt;26478;5873520;21.4;1254582
2021-04-28;Nationalt;24063;5873520;21.8;1278645
2021-04-29;Nationalt;25852;5873520;22.2;1304497
2021-04-30;Nationalt;13427;5873520;22.4;1317924
2021-05-01;Nationalt;7321;5873520;22.6;1325245
2021-05-02;Nationalt;16624;5873520;22.8;1341869
2021-05-03;Nationalt;20422;5873520;23.2;1362291
2021-05-04;Nationalt;27602;5873520;23.7;1389893
2021-05-05;Nationalt;26781;5873520;24.1;1416674
2021-05-06;Nationalt;21525;5873520;24.5;1438199
2021-05-07;Nationalt;16477;5873520;24.8;1454676
2021-05-08;Nationalt;9494;5873520;24.9;1464170
2021-05-09;Nationalt;15909;5873520;25.2;1480079
2021-05-10;Nationalt;26543;5873520;25.7;1506622
2021-05-11;Nationalt;29679;5873520;26.2;1536301
2021-05-12;Nationalt;26182;5873520;26.6;1562483
2021-05-13;Nationalt;19696;5873520;26.9;1582179
2021-05-14;Nationalt;20610;5873520;27.3;1602789
2021-05-15;Nationalt;15438;5873520;27.6;1618227
2021-05-16;Nationalt;19952;5873520;27.9;1638179
2021-05-17;Nationalt;31049;5873520;28.4;1669228
2021-05-18;Nationalt;29591;5873520;28.9;1698819
2021-05-19;Nationalt;31760;5873520;29.5;1730579
2021-05-20;Nationalt;32479;5873520;30.0;1763058
2021-05-21;Nationalt;35279;5873520;30.6;1798337
2021-05-22;Nationalt;25957;5873520;31.1;1824294
2021-05-23;Nationalt;22562;5873520;31.4;1846856
2021-05-24;Nationalt;23439;5873520;31.8;1870295
2021-05-25;Nationalt;43443;5873520;32.6;1913738
2021-05-26;Nationalt;47400;5873520;33.4;1961138
