"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;2424;900
Hovedstaden;3-5;M;2623;966
Hovedstaden;6-11;K;24820;12671
Hovedstaden;6-11;M;26046;13334
Hovedstaden;12-15;K;30633;28661
Hovedstaden;12-15;M;32447;30357
Hovedstaden;16-19;K;34426;33643
Hovedstaden;16-19;M;35165;34165
Hovedstaden;20-39;K;231839;225725
Hovedstaden;20-39;M;222842;216460
Hovedstaden;40-64;K;271573;269232
Hovedstaden;40-64;M;266967;264503
Hovedstaden;65-79;K;126670;126258
Hovedstaden;65-79;M;109409;109069
Hovedstaden;80+;K;48030;47827
Hovedstaden;80+;M;29764;29673
Midtjylland;0-2;K;2;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;2075;668
Midtjylland;3-5;M;2276;729
Midtjylland;6-11;K;22604;12632
Midtjylland;6-11;M;23864;13356
Midtjylland;12-15;K;26163;24903
Midtjylland;12-15;M;27300;25955
Midtjylland;16-19;K;29554;29154
Midtjylland;16-19;M;30338;29795
Midtjylland;20-39;K;147918;144568
Midtjylland;20-39;M;150710;146977
Midtjylland;40-64;K;199045;197905
Midtjylland;40-64;M;197784;196625
Midtjylland;65-79;K;101858;101683
Midtjylland;65-79;M;96421;96230
Midtjylland;80+;K;36441;36326
Midtjylland;80+;M;26041;25974
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;817;252
Nordjylland;3-5;M;864;282
Nordjylland;6-11;K;9054;4872
Nordjylland;6-11;M;9452;5096
Nordjylland;12-15;K;10907;10287
Nordjylland;12-15;M;11605;11013
Nordjylland;16-19;K;12306;12132
Nordjylland;16-19;M;12928;12653
Nordjylland;20-39;K;59296;57758
Nordjylland;20-39;M;64260;62349
Nordjylland;40-64;K;88491;87941
Nordjylland;40-64;M;88706;88087
Nordjylland;65-79;K;49780;49649
Nordjylland;65-79;M;47729;47604
Nordjylland;80+;K;18491;18432
Nordjylland;80+;M;13418;13381
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;999;345
Sjælland;3-5;M;1128;413
Sjælland;6-11;K;11280;5912
Sjælland;6-11;M;12026;6358
Sjælland;12-15;K;15655;14916
Sjælland;12-15;M;16633;15827
Sjælland;16-19;K;17881;17608
Sjælland;16-19;M;18995;18593
Sjælland;20-39;K;67206;65219
Sjælland;20-39;M;69279;67145
Sjælland;40-64;K;136267;135333
Sjælland;40-64;M;133712;132767
Sjælland;65-79;K;76114;75921
Sjælland;65-79;M;70756;70585
Sjælland;80+;K;26093;25999
Sjælland;80+;M;18703;18667
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1645;594
Syddanmark;3-5;M;1802;669
Syddanmark;6-11;K;19048;11104
Syddanmark;6-11;M;20147;11958
Syddanmark;12-15;K;23304;22162
Syddanmark;12-15;M;24533;23369
Syddanmark;16-19;K;26793;26345
Syddanmark;16-19;M;27355;26772
Syddanmark;20-39;K;114598;111487
Syddanmark;20-39;M;119267;115810
Syddanmark;40-64;K;189014;187791
Syddanmark;40-64;M;187846;186445
Syddanmark;65-79;K;102399;102160
Syddanmark;65-79;M;96865;96625
Syddanmark;80+;K;39190;39050
Syddanmark;80+;M;27678;27592
