"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2022-01-11;København;K;259436;250917;152132;259336;250518;149651;100;399;2481
2022-01-11;København;M;246450;237629;142994;246342;237205;140725;108;424;2269
2022-01-11;Frederiksberg;K;46044;44758;30449;46040;44693;30098;4;65;351
2022-01-11;Frederiksberg;M;40463;39141;26035;40460;39060;25718;3;81;317
2022-01-11;Ballerup;K;20158;19478;13766;20153;19444;13658;5;34;108
2022-01-11;Ballerup;M;18713;18005;12098;18709;17966;11964;4;39;134
2022-01-11;Brøndby;K;13350;12837;8607;13341;12823;8526;9;14;81
2022-01-11;Brøndby;M;12384;11879;7620;12375;11857;7528;9;22;92
2022-01-11;Dragør;K;6334;6073;4487;6333;6064;4473;1;9;14
2022-01-11;Dragør;M;5919;5662;4024;5920;5649;3994;-1;13;30
2022-01-11;Gentofte;K;32670;31570;22609;32657;31505;22460;13;65;149
2022-01-11;Gentofte;M;29373;28228;19671;29358;28171;19526;15;57;145
2022-01-11;Gladsaxe;K;28134;27061;18428;28123;27018;18263;11;43;165
2022-01-11;Gladsaxe;M;27181;26020;16798;27177;25970;16604;4;50;194
2022-01-11;Glostrup;K;9269;8974;6118;9268;8963;6061;1;11;57
2022-01-11;Glostrup;M;8907;8594;5476;8904;8582;5411;3;12;65
2022-01-11;Herlev;K;11735;11288;7876;11737;11276;7799;-2;12;77
2022-01-11;Herlev;M;10823;10365;6813;10818;10350;6742;5;15;71
2022-01-11;Albertslund;K;10505;10070;6490;10502;10046;6432;3;24;58
2022-01-11;Albertslund;M;10045;9569;5896;10038;9556;5831;7;13;65
2022-01-11;Hvidovre;K;21208;20333;13447;21197;20293;13319;11;40;128
2022-01-11;Hvidovre;M;20152;19273;12215;20144;19247;12061;8;26;154
2022-01-11;Høje Tåstrup;K;19921;19181;12716;19911;19162;12600;10;19;116
2022-01-11;Høje Tåstrup;M;19558;18788;11952;19550;18769;11800;8;19;152
2022-01-11;Lyngby-Taarbæk;K;24821;23946;17087;24816;23903;16979;5;43;108
2022-01-11;Lyngby-Taarbæk;M;23678;22692;15365;23671;22653;15207;7;39;158
2022-01-11;Rødovre;K;16613;15986;10823;16607;15966;10716;6;20;107
2022-01-11;Rødovre;M;15365;14706;9421;15359;14687;9327;6;19;94
2022-01-11;Ishøj;K;8194;7875;4872;8187;7843;4804;7;32;68
2022-01-11;Ishøj;M;7907;7565;4567;7894;7542;4500;13;23;67
2022-01-11;Tårnby;K;17485;16854;11774;17482;16823;11675;3;31;99
2022-01-11;Tårnby;M;16619;15921;10608;16614;15900;10509;5;21;99
2022-01-11;Vallensbæk;K;6353;6109;4126;6349;6101;4082;4;8;44
2022-01-11;Vallensbæk;M;6156;5916;3804;6150;5901;3757;6;15;47
2022-01-11;Furesø;K;17615;16957;12256;17611;16913;12167;4;44;89
2022-01-11;Furesø;M;16529;15879;10995;16524;15834;10884;5;45;111
2022-01-11;Allerød;K;11274;10928;7951;11268;10914;7881;6;14;70
2022-01-11;Allerød;M;10691;10314;7315;10692;10292;7239;-1;22;76
