"dato";"Regionsnavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2022-01-11;Hovedstaden;K;770419;744917;500263;770149;743727;494706;270;1190;5557
2022-01-11;Hovedstaden;M;725263;698527;455156;724984;697323;449448;279;1204;5708
2022-01-11;Midtjylland;K;565660;547840;383700;565503;546746;379836;157;1094;3864
2022-01-11;Midtjylland;M;554735;535641;356923;554604;534429;352443;131;1212;4480
2022-01-11;Nordjylland;K;249142;241323;172039;249042;240945;170680;100;378;1359
2022-01-11;Nordjylland;M;248962;240465;160652;248876;240053;158991;86;412;1661
2022-01-11;Sjælland;K;351495;341253;244552;351399;340776;242653;96;477;1899
2022-01-11;Sjælland;M;341232;330355;225145;341132;329846;222994;100;509;2151
2022-01-11;Syddanmark;K;515993;500694;352305;515816;499836;348397;177;858;3908
2022-01-11;Syddanmark;M;505493;489240;325477;505317;488327;321024;176;913;4453
