"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;505886;488546;644854
Frederiksberg;86507;83899;103523
Ballerup;38871;37483;49179
Brøndby;25734;24716;35709
Dragør;12253;11735;14628
Gentofte;62043;59798;74238
Gladsaxe;55315;53081;69264
Glostrup;18176;17568;23465
Herlev;22558;21653;28826
Albertslund;20550;19639;27600
Hvidovre;41360;39606;53231
Høje-Taastrup;39479;37969;53027
Lyngby-Taarbæk;48499;46638;57757
Rødovre;31978;30692;41420
Ishøj;16101;15440;23204
Tårnby;34104;32775;42673
Vallensbæk;12509;12025;16480
Furesø;34144;32836;41383
Allerød;21965;21242;25852
Fredensborg;33435;32284;41192
Helsingør;51624;50090;62898
Hillerød;43950;42472;53265
Hørsholm;21094;20491;24759
Rudersdal;48354;46706;57270
Egedal;36827;35571;44355
Frederikssund;38393;37224;45773
Greve;40621;39223;50796
Køge;50285;48469;61696
Frederiksværk-Hundested;25941;25166;31371
Roskilde;74802;72429;89506
Solrød;19445;18762;23791
Gribskov;34072;33084;41148
Odsherred;27552;26897;32849
Holbæk;60426;58558;72828
Faxe;30320;29407;37153
Kalundborg;39612;38506;48374
Ringsted;28099;27152;35142
Slagelse;64734;62614;79675
Stevns;19382;18772;23483
Sorø;25088;24279;30004
Lejre;23688;22923;28610
Lolland;32738;31927;40097
Næstved;69002;66954;83835
Guldborgsund;49609;48408;60289
Vordingborg;37324;36328;45329
Bornholm;33960;33015;39647
Middelfart;33828;32851;39619
Assens;34894;33695;40949
Faaborg-Midtfyn;44091;42574;51819
Kerteminde;20459;19799;24033
Nyborg;27472;26525;32126
Odense;171753;165751;206026
Svendborg;50423;48992;59168
Nordfyns;24897;23962;29748
Langeland;10534;10300;12283
Ærø;5280;5116;6028
Haderslev;45503;44178;55321
Billund;22131;21479;26661
Sønderborg;61472;59442;73714
Tønder;29855;28982;36837
Esbjerg;95490;92658;115458
Fanø;2964;2885;3428
Varde;41097;39874;49659
Vejen;34893;33772;42595
Aabenraa;47132;45853;58660
Fredericia;42934;41747;51617
Horsens;76647;74131;94516
Kolding;76772;74646;93538
Vejle;97612;94853;119086
Herning;74428;72234;89205
Holstebro;49247;47732;58527
Lemvig;16550;16114;19406
Struer;17823;17312;20799
Syddjurs;36808;35508;43587
Norddjurs;31227;30293;36946
Favrskov;41345;39691;48900
Odder;19917;19165;23296
Randers;82386;79672;98979
Silkeborg;80701;78003;97377
Samsø;3241;3105;3712
Skanderborg;53807;51576;64324
Århus;295158;285162;355277
Ikast-Brande;34249;33263;41899
Ringkøbing-Skjern;46806;45360;56205
Hedensted;39476;38257;47088
Morsø;17000;16427;20054
Skive;38765;37634;45067
Thisted;36240;34919;43082
Viborg;81814;79269;96844
Brønderslev-Dronninglund;30415;29396;36206
Frederikshavn;50024;48809;58852
Vesthimmerlands;29976;28917;36321
Læsø;1529;1497;1771
Rebild;25432;24461;30672
Mariagerfjord;35150;33853;41647
Jammerbugt;32222;31120;38171
Ålborg;185789;179547;221125
Hjørring;54327;52842;63844
