"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-04-14,København,K,45888,20379,45086,20243,802,136
2021-04-14,København,M,28994,13189,28333,13102,661,87
2021-04-14,Frederiksberg,K,10805,4890,10578,4886,227,4
2021-04-14,Frederiksberg,M,6728,2986,6580,2982,148,4
2021-04-14,Ballerup,K,5696,2439,5589,2380,107,59
2021-04-14,Ballerup,M,3500,1480,3416,1443,84,37
2021-04-14,Brøndby,K,4126,1911,4034,1900,92,11
2021-04-14,Brøndby,M,2699,1137,2639,1123,60,14
2021-04-14,Dragør,K,1822,815,1779,816,43,-1
2021-04-14,Dragør,M,1340,552,1300,552,40,0
2021-04-14,Gentofte,K,8731,4197,8531,4172,200,25
2021-04-14,Gentofte,M,5520,2429,5363,2411,157,18
2021-04-14,Gladsaxe,K,7361,3685,7237,3676,124,9
2021-04-14,Gladsaxe,M,4267,1938,4174,1934,93,4
2021-04-14,Glostrup,K,2864,1441,2810,1438,54,3
2021-04-14,Glostrup,M,1720,842,1673,843,47,-1
2021-04-14,Herlev,K,3470,1747,3415,1739,55,8
2021-04-14,Herlev,M,1898,857,1862,854,36,3
2021-04-14,Albertslund,K,3037,1343,2983,1341,54,2
2021-04-14,Albertslund,M,2013,834,1964,833,49,1
2021-04-14,Hvidovre,K,6013,3009,5909,3010,104,-1
2021-04-14,Hvidovre,M,3711,1781,3632,1778,79,3
2021-04-14,Høje Tåstrup,K,5576,2458,5475,2434,101,24
2021-04-14,Høje Tåstrup,M,3753,1643,3677,1629,76,14
2021-04-14,Lyngby-Taarbæk,K,6418,3270,6305,3222,113,48
2021-04-14,Lyngby-Taarbæk,M,3830,1756,3739,1734,91,22
2021-04-14,Rødovre,K,4592,2303,4513,2305,79,-2
2021-04-14,Rødovre,M,2530,1144,2458,1142,72,2
2021-04-14,Ishøj,K,2335,978,2286,964,49,14
2021-04-14,Ishøj,M,1555,623,1529,615,26,8
2021-04-14,Tårnby,K,4787,2198,4688,2199,99,-1
2021-04-14,Tårnby,M,2990,1334,2902,1332,88,2
2021-04-14,Vallensbæk,K,1963,856,1915,841,48,15
2021-04-14,Vallensbæk,M,1419,604,1392,594,27,10
2021-04-14,Furesø,K,5030,2416,4944,2414,86,2
2021-04-14,Furesø,M,3256,1391,3180,1388,76,3
2021-04-14,Allerød,K,2974,1447,2905,1443,69,4
2021-04-14,Allerød,M,2000,936,1939,933,61,3
2021-04-14,Fredensborg,K,4984,2350,4862,2321,122,29
2021-04-14,Fredensborg,M,3387,1447,3289,1416,98,31
2021-04-14,Helsingør,K,8179,3627,8031,3596,148,31
2021-04-14,Helsingør,M,5359,2236,5214,2213,145,23
2021-04-14,Hillerød,K,6259,3094,6170,3060,89,34
2021-04-14,Hillerød,M,3803,1887,3724,1863,79,24
2021-04-14,Hørsholm,K,3578,1707,3482,1683,96,24
2021-04-14,Hørsholm,M,2412,1082,2333,1066,79,16
2021-04-14,Rudersdal,K,7020,3492,6859,3439,161,53
2021-04-14,Rudersdal,M,4695,2205,4572,2149,123,56
2021-04-14,Egedal,K,4745,1939,4652,1904,93,35
2021-04-14,Egedal,M,3081,1128,3008,1104,73,24
2021-04-14,Frederikssund,K,5969,2592,5857,2560,112,32
2021-04-14,Frederikssund,M,3946,1602,3871,1573,75,29
2021-04-14,Greve,K,5321,2369,5160,2324,161,45
2021-04-14,Greve,M,3600,1571,3441,1539,159,32
2021-04-14,Køge,K,6241,2930,6195,2886,46,44
2021-04-14,Køge,M,4094,1887,4061,1826,33,61
2021-04-14,Halsnæs,K,4097,1837,4025,1834,72,3
2021-04-14,Halsnæs,M,2889,1249,2808,1246,81,3
2021-04-14,Roskilde,K,9742,4521,9594,4474,148,47
