"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,74882,33568,638682
Frederiksberg,17533,7876,103238
Ballerup,9196,3919,49076
Brøndby,6825,3048,35373
Dragør,3162,1367,14555
Gentofte,14251,6626,74320
Gladsaxe,11628,5623,69052
Glostrup,4584,2283,23492
Herlev,5368,2604,28800
Albertslund,5050,2177,27222
Hvidovre,9724,4790,53280
Høje-Taastrup,9329,4101,52178
Lyngby-Taarbæk,10248,5026,56952
Rødovre,7122,3447,41200
Ishøj,3890,1601,23072
Tårnby,7777,3532,42693
Vallensbæk,3382,1460,16556
Furesø,8286,3807,41008
Allerød,4974,2383,25885
Fredensborg,8371,3797,41045
Helsingør,13538,5863,63075
Hillerød,10062,4981,51770
Hørsholm,5990,2789,24845
Rudersdal,11715,5697,57019
Egedal,7826,3067,43756
Frederikssund,9915,4194,45636
Greve,8921,3940,50584
Køge,10335,4817,61549
Frederiksværk-Hundested,6986,3086,31453
Roskilde,15921,7342,88717
Solrød,3833,1770,23477
Gribskov,8916,3977,41021
Odsherred,7579,2954,32944
Holbæk,13563,5851,72045
Faxe,6356,2899,36796
Kalundborg,9391,3809,48423
Ringsted,5379,2384,34982
Slagelse,15670,6178,79338
Stevns,4294,2066,23240
Sorø,5962,2476,29937
Lejre,5279,2397,28407
Lolland,8277,3497,40385
Næstved,15705,6930,83332
Guldborgsund,13351,5636,60363
Vordingborg,9660,3844,45228
Bornholm,10346,3698,39743
Middelfart,7217,3832,39301
Assens,6956,3219,40877
Faaborg-Midtfyn,9037,4415,51668
Kerteminde,4510,2105,23851
Nyborg,6008,2762,31975
Odense,32638,15559,204934
Svendborg,10895,6233,58861
Nordfyns,5031,2348,29537
Langeland,2463,1442,12342
Ærø,1190,762,6002
Haderslev,8223,4222,55386
Billund,4142,2093,26502
Sønderborg,11283,6880,73782
Tønder,5478,2943,37042
Esbjerg,21188,9913,115584
Fanø,790,333,3439
Varde,9130,4450,49700
Vejen,7116,3786,42791
Aabenraa,8058,4278,58584
Fredericia,8618,4691,51362
Horsens,13907,6663,92700
Kolding,13983,7397,93111
Vejle,18648,9326,117606
Herning,15158,7841,89326
Holstebro,10691,4983,58667
Lemvig,3767,1851,19539
Struer,4033,1974,20821
Syddjurs,7977,3901,43376
Norddjurs,7368,3863,36985
Favrskov,7909,3734,48490
Odder,4303,2166,23045
Randers,16762,8424,98371
Silkeborg,16362,7784,96011
Samsø,758,555,3697
Skanderborg,10087,4645,63524
Århus,51860,23240,352356
Ikast-Brande,6628,3218,41598
Ringkøbing-Skjern,9747,4701,56179
Hedensted,7410,3891,46877
Morsø,4051,2252,20077
Skive,8680,4353,45376
Thisted,7918,3967,43129
Viborg,17920,8563,96688
Brønderslev-Dronninglund,6076,3062,36119
Frederikshavn,10959,5434,58940
Vesthimmerlands,7432,3412,36361
Læsø,547,266,1779
Rebild,4794,2270,30510
Mariagerfjord,7627,3710,41587
Jammerbugt,6290,2771,38186
Ålborg,34166,16627,219579
Hjørring,11531,5668,64087
