"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,101391,49439,17.2,8.4,590354
Midtjylland,221327,106350,16.6,8.0,1333626
Syddanmark,202602,102989,16.5,8.4,1224237
Hovedstaden,310876,140387,16.7,7.6,1855997
Sjælland,159476,68790,19.0,8.2,839747
