"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-05-17,København,K,70560,43693,69218,43116,1342,577
2021-05-17,København,M,53175,29942,51802,29512,1373,430
2021-05-17,Frederiksberg,K,16437,11105,16138,10964,299,141
2021-05-17,Frederiksberg,M,11355,7138,11086,7060,269,78
2021-05-17,Ballerup,K,8634,6026,8493,5963,141,63
2021-05-17,Ballerup,M,6138,3955,5986,3920,152,35
2021-05-17,Brøndby,K,6175,4178,6076,4167,99,11
2021-05-17,Brøndby,M,4699,2915,4592,2902,107,13
2021-05-17,Dragør,K,2909,1933,2824,1913,85,20
2021-05-17,Dragør,M,2347,1480,2272,1465,75,15
2021-05-17,Gentofte,K,13528,9154,13268,9072,260,82
2021-05-17,Gentofte,M,10097,6161,9862,6092,235,69
2021-05-17,Gladsaxe,K,11098,7420,10928,7347,170,73
2021-05-17,Gladsaxe,M,8039,4692,7822,4640,217,52
2021-05-17,Glostrup,K,4166,2881,4108,2873,58,8
2021-05-17,Glostrup,M,2907,1854,2848,1845,59,9
2021-05-17,Herlev,K,5216,3547,5131,3520,85,27
2021-05-17,Herlev,M,3555,2168,3461,2144,94,24
2021-05-17,Albertslund,K,4441,3113,4370,3094,71,19
2021-05-17,Albertslund,M,3373,2224,3292,2213,81,11
2021-05-17,Hvidovre,K,8944,6066,8772,6023,172,43
2021-05-17,Hvidovre,M,6577,4001,6403,3973,174,28
2021-05-17,Høje Tåstrup,K,8337,5669,8202,5643,135,26
2021-05-17,Høje Tåstrup,M,6453,4100,6300,4080,153,20
2021-05-17,Lyngby-Taarbæk,K,9902,6821,9749,6741,153,80
2021-05-17,Lyngby-Taarbæk,M,7068,4348,6907,4309,161,39
2021-05-17,Rødovre,K,7044,4584,6915,4545,129,39
2021-05-17,Rødovre,M,4908,2798,4773,2773,135,25
2021-05-17,Ishøj,K,3461,2329,3414,2324,47,5
2021-05-17,Ishøj,M,2743,1679,2660,1676,83,3
2021-05-17,Tårnby,K,7473,4786,7266,4744,207,42
2021-05-17,Tårnby,M,5673,3294,5487,3264,186,30
2021-05-17,Vallensbæk,K,2723,1961,2677,1959,46,2
2021-05-17,Vallensbæk,M,2195,1485,2147,1482,48,3
2021-05-17,Furesø,K,7566,5323,7451,5269,115,54
2021-05-17,Furesø,M,5631,3703,5507,3668,124,35
2021-05-17,Allerød,K,4669,3182,4555,3151,114,31
2021-05-17,Allerød,M,3635,2304,3512,2285,123,19
2021-05-17,Fredensborg,K,7841,5479,7759,5422,82,57
2021-05-17,Fredensborg,M,6032,3959,5934,3922,98,37
2021-05-17,Helsingør,K,12524,8829,12494,8771,30,58
2021-05-17,Helsingør,M,9451,6201,9395,6157,56,44
2021-05-17,Hillerød,K,9524,6497,9297,6420,227,77
2021-05-17,Hillerød,M,7093,4324,6849,4275,244,49
2021-05-17,Hørsholm,K,5437,3964,5380,3941,57,23
2021-05-17,Hørsholm,M,4023,2749,3960,2732,63,17
2021-05-17,Rudersdal,K,10567,7454,10441,7386,126,68
