"Vaccinedato","geo","Antal påbegyndt vacc. personer","Antal borgere","Påbegyndtvacc. (%)","Kumuleret antal påbegyndt vacc."
2020-12-27,Nationalt,6343,5846317,0.11,6343
2020-12-28,Nationalt,2013,5846317,0.14,8356
2020-12-29,Nationalt,8773,5846317,0.29,17129
2020-12-30,Nationalt,11223,5846317,0.48,28352
2020-12-31,Nationalt,6027,5846317,0.59,34379
2021-01-01,Nationalt,2288,5846317,0.63,36667
2021-01-02,Nationalt,8661,5846317,0.78,45328
2021-01-03,Nationalt,5820,5846317,0.87,51148
2021-01-04,Nationalt,2393,5846317,0.92,53541
2021-01-05,Nationalt,13242,5846317,1.14,66783
2021-01-06,Nationalt,19330,5846317,1.47,86113
2021-01-07,Nationalt,17144,5846317,1.77,103257
2021-01-08,Nationalt,8290,5846317,1.91,111547
2021-01-09,Nationalt,1890,5846317,1.94,113437
2021-01-10,Nationalt,814,5846317,1.95,114251
2021-01-11,Nationalt,657,5846317,1.97,114908
2021-01-12,Nationalt,464,5846317,1.97,115372
2021-01-13,Nationalt,12615,5846317,2.19,127987
2021-01-14,Nationalt,17717,5846317,2.49,145704
2021-01-15,Nationalt,15025,5846317,2.75,160729
2021-01-16,Nationalt,4549,5846317,2.83,165278
2021-01-17,Nationalt,2471,5846317,2.87,167749
2021-01-18,Nationalt,3813,5846317,2.93,171562
2021-01-19,Nationalt,2454,5846317,2.98,174016
2021-01-20,Nationalt,1482,5846317,3.00,175498
2021-01-21,Nationalt,1501,5846317,3.03,176999
2021-01-22,Nationalt,656,5846317,3.04,177655
2021-01-23,Nationalt,735,5846317,3.05,178390
2021-01-24,Nationalt,596,5846317,3.06,178986
2021-01-25,Nationalt,276,5846317,3.07,179262
2021-01-26,Nationalt,213,5846317,3.07,179475
2021-01-27,Nationalt,201,5846317,3.07,179676
2021-01-28,Nationalt,219,5846317,3.08,179895
2021-01-29,Nationalt,1091,5846317,3.10,180986
2021-01-30,Nationalt,1188,5846317,3.12,182174
2021-01-31,Nationalt,1195,5846317,3.14,183369
2021-02-01,Nationalt,748,5846317,3.15,184117
2021-02-02,Nationalt,2010,5846317,3.18,186127
2021-02-03,Nationalt,1515,5846317,3.21,187642
2021-02-04,Nationalt,1419,5846317,3.23,189061
2021-02-05,Nationalt,1573,5846317,3.26,190634
2021-02-06,Nationalt,1009,5846317,3.28,191643
2021-02-07,Nationalt,1884,5846317,3.31,193527
2021-02-08,Nationalt,2525,5846317,3.35,196052
2021-02-09,Nationalt,3534,5846317,3.41,199586
2021-02-10,Nationalt,3274,5846317,3.47,202860
2021-02-11,Nationalt,5676,5846317,3.57,208536
2021-02-12,Nationalt,12061,5846317,3.77,220597
2021-02-13,Nationalt,6549,5846317,3.89,227146
2021-02-14,Nationalt,6209,5846317,3.99,233355
2021-02-15,Nationalt,13803,5846317,4.23,247158
2021-02-16,Nationalt,13215,5846317,4.45,260373
2021-02-17,Nationalt,10444,5846317,4.63,270817
2021-02-18,Nationalt,11460,5846317,4.83,282277
2021-02-19,Nationalt,13864,5846317,5.07,296141
2021-02-20,Nationalt,10474,5846317,5.24,306615
2021-02-21,Nationalt,10778,5846317,5.43,317393
2021-02-22,Nationalt,13488,5846317,5.66,330881
2021-02-23,Nationalt,14374,5846317,5.91,345255
2021-02-24,Nationalt,13677,5846317,6.14,358932
2021-02-25,Nationalt,14502,5846317,6.39,373434
2021-02-26,Nationalt,35972,5846317,7.00,409406
2021-02-27,Nationalt,6660,5846317,7.12,416066
2021-02-28,Nationalt,10983,5846317,7.30,427049
2021-03-01,Nationalt,19739,5846317,7.64,446788
2021-03-02,Nationalt,16700,5846317,7.93,463488
2021-03-03,Nationalt,12970,5846317,8.15,476458
2021-03-04,Nationalt,17416,5846317,8.45,493874
2021-03-05,Nationalt,16608,5846317,8.73,510482
2021-03-06,Nationalt,14630,5846317,8.98,525112
2021-03-07,Nationalt,12052,5846317,9.19,537164
2021-03-08,Nationalt,9601,5846317,9.35,546765
2021-03-09,Nationalt,10906,5846317,9.54,557671
2021-03-10,Nationalt,12071,5846317,9.75,569742
