"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16876,2
AstraZeneca Covid-19 vaccine,Midtjylland,33692,35
AstraZeneca Covid-19 vaccine,Syddanmark,30474,272
AstraZeneca Covid-19 vaccine,Hovedstaden,45260,240
AstraZeneca Covid-19 vaccine,Sjælland,23879,337
Moderna Covid-19 Vaccine,Nordjylland,14381,4490
Moderna Covid-19 Vaccine,Midtjylland,24869,18264
Moderna Covid-19 Vaccine,Syddanmark,26599,23698
Moderna Covid-19 Vaccine,Hovedstaden,34879,25134
Moderna Covid-19 Vaccine,Sjælland,27582,24088
Pfizer BioNTech Covid-19 vacc,Nordjylland,135980,107976
Pfizer BioNTech Covid-19 vacc,Midtjylland,306966,207725
Pfizer BioNTech Covid-19 vacc,Syddanmark,300294,184783
Pfizer BioNTech Covid-19 vacc,Hovedstaden,428996,302441
Pfizer BioNTech Covid-19 vacc,Sjælland,211725,140901
