"dato","Regionsnavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-05-17,Hovedstaden,K,290589,193825,285699,191817,4890,2008
2021-05-17,Hovedstaden,M,218546,133990,213355,132559,5191,1431
2021-05-17,Midtjylland,K,211255,132096,211214,131982,41,114
2021-05-17,Midtjylland,M,154272,93928,154238,93786,34,142
2021-05-17,Nordjylland,K,96803,65175,96795,62720,8,2455
2021-05-17,Nordjylland,M,70434,47293,70425,45169,9,2124
2021-05-17,Sjælland,K,148926,95012,146433,93592,2493,1420
2021-05-17,Sjælland,M,114260,70314,111402,69758,2858,556
2021-05-17,Syddanmark,K,203820,121080,201718,118786,2102,2294
2021-05-17,Syddanmark,M,153547,87673,151194,86109,2353,1564
