"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,123735,73635,19.4,11.5,638734
Frederiksberg,27792,18243,26.9,17.7,103179
Ballerup,14772,9981,30.1,20.3,49068
Brøndby,10874,7093,30.7,20.0,35416
Dragør,5256,3413,36.0,23.4,14592
Gentofte,23625,15315,31.8,20.6,74266
Gladsaxe,19137,12112,27.8,17.6,68947
Glostrup,7073,4735,30.1,20.2,23490
Herlev,8771,5715,30.5,19.8,28803
Albertslund,7814,5337,28.7,19.6,27190
Hvidovre,15521,10067,29.1,18.9,53282
Høje Tåstrup,14790,9769,28.3,18.7,52312
Lyngby-Taarbæk,16970,11169,29.7,19.6,57065
Rødovre,11952,7382,29.0,17.9,41200
Ishøj,6204,4008,26.9,17.4,23076
Tårnby,13146,8080,30.8,18.9,42715
Vallensbæk,4918,3446,29.7,20.8,16562
Furesø,13197,9026,32.1,22.0,41088
Allerød,8304,5486,32.0,21.2,25924
Fredensborg,13873,9438,33.8,23.0,41023
Helsingør,21975,15030,34.8,23.8,63117
Hillerød,16617,10821,32.0,20.9,51890
Hørsholm,9460,6713,38.1,27.0,24830
Rudersdal,18741,12751,32.8,22.3,57079
Egedal,13109,8576,29.8,19.5,43959
Frederikssund,16534,10837,36.2,23.7,45726
Greve,14537,9664,28.7,19.1,50612
Køge,17314,10827,28.1,17.6,61561
Halsnæs,12262,7954,39.0,25.3,31480
Roskilde,25781,16105,29.0,18.1,88798
Solrød,6380,4248,27.2,18.1,23491
Gribskov,16241,10429,39.5,25.4,41089
Odsherred,12798,8200,38.9,24.9,32927
Holbæk,22363,13995,31.0,19.4,72221
Faxe,10834,6723,29.4,18.2,36870
Kalundborg,15728,9922,32.5,20.5,48389
Ringsted,8734,5536,24.9,15.8,35031
Slagelse,25883,16038,32.6,20.2,79447
Stevns,7279,4729,31.3,20.3,23256
Sorø,9517,5994,31.8,20.0,29930
Lejre,8963,5653,31.5,19.9,28476
Lolland,14030,8927,34.8,22.1,40361
Næstved,25753,15620,30.9,18.7,83398
Guldborgsund,21663,13317,35.9,22.0,60399
Vordingborg,15629,9828,34.5,21.7,45286
Bornholm,16472,11254,41.4,28.3,39743
Middelfart,12216,7261,31.1,18.5,39334
Assens,12769,7318,31.2,17.9,40872
Faaborg-Midtfyn,16003,9702,30.9,18.8,51715
Kerteminde,7812,4716,32.7,19.8,23870
Nyborg,9620,6016,30.1,18.8,32013
Odense,54520,31992,26.6,15.6,204875
Svendborg,18923,11548,32.2,19.6,58819
Nordfyn,9337,5326,31.6,18.0,29537
Langeland,4692,2715,38.0,22.0,12344
Ærø,2514,1475,41.8,24.5,6010
Haderslev,15608,7749,28.2,14.0,55352
Billund,7045,4616,26.6,17.4,26534
Sønderborg,24167,11574,32.8,15.7,73770
Tønder,10922,5291,29.5,14.3,37009
Esbjerg,34875,22794,30.2,19.7,115600
Fanø,1445,891,42.0,25.9,3442
Varde,15216,9937,30.6,20.0,49723
Vejen,11661,7187,27.2,16.8,42807
Aabenraa,18463,8576,31.5,14.6,58575
Fredericia,14456,8871,28.1,17.2,51432
Horsens,23875,14475,25.7,15.6,92809
Kolding,24030,14242,25.8,15.3,93084
Vejle,31073,18956,26.4,16.1,117756
Herning,25035,15106,28.0,16.9,89354
Holstebro,17437,9862,29.7,16.8,58683
Lemvig,6710,4123,34.4,21.1,19509
Struer,7175,4120,34.5,19.8,20827
Syddjurs,14013,8719,32.3,20.1,43420
Norddjurs,12220,7700,33.0,20.8,36992
Favrskov,13040,8205,26.8,16.9,48576
Odder,7230,4637,31.4,20.1,23061
Randers,27251,17586,27.7,17.9,98424
Silkeborg,26533,16753,27.6,17.4,96119
Samsø,1615,896,43.6,24.2,3703
Skanderborg,16521,10335,26.0,16.2,63622
Århus,80672,50130,22.9,14.2,352318
Ikast-Brande,11592,7061,27.8,17.0,41624
Ringkøbing-Skjern,17336,10172,30.8,18.1,56223
Hedensted,13374,8008,28.5,17.0,46978
Morsø,6725,4677,33.5,23.3,20081
Skive,15230,10022,33.6,22.1,45349
Thisted,12768,8602,29.6,19.9,43144
Viborg,28668,18114,29.6,18.7,96699
Brønderslev,10540,7006,29.2,19.4,36084
Frederikshavn,18606,13499,31.6,22.9,58965
Vesthimmerland,11012,7743,30.3,21.3,36356
Læsø,1340,541,75.4,30.4,1778
Rebild,8140,5337,26.7,17.5,30513
Mariagerfjord,12071,8067,29.0,19.4,41580
Jammerbugt,11775,7383,30.8,19.3,38172
Aalborg,54578,36544,24.9,16.6,219491
Hjørring,19682,13069,30.7,20.4,64092
