"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,123735,73635,638734
Frederiksberg,27792,18243,103179
Ballerup,14772,9981,49068
Brøndby,10874,7093,35416
Dragør,5256,3413,14592
Gentofte,23625,15315,74266
Gladsaxe,19137,12112,68947
Glostrup,7073,4735,23490
Herlev,8771,5715,28803
Albertslund,7814,5337,27190
Hvidovre,15521,10067,53282
Høje-Taastrup,14790,9769,52312
Lyngby-Taarbæk,16970,11169,57065
Rødovre,11952,7382,41200
Ishøj,6204,4008,23076
Tårnby,13146,8080,42715
Vallensbæk,4918,3446,16562
Furesø,13197,9026,41088
Allerød,8304,5486,25924
Fredensborg,13873,9438,41023
Helsingør,21975,15030,63117
Hillerød,16617,10821,51890
Hørsholm,9460,6713,24830
Rudersdal,18741,12751,57079
Egedal,13109,8576,43959
Frederikssund,16534,10837,45726
Greve,14537,9664,50612
Køge,17314,10827,61561
Frederiksværk-Hundested,12262,7954,31480
Roskilde,25781,16105,88798
Solrød,6380,4248,23491
Gribskov,16241,10429,41089
Odsherred,12798,8200,32927
Holbæk,22363,13995,72221
Faxe,10834,6723,36870
Kalundborg,15728,9922,48389
Ringsted,8734,5536,35031
Slagelse,25883,16038,79447
Stevns,7279,4729,23256
Sorø,9517,5994,29930
Lejre,8963,5653,28476
Lolland,14030,8927,40361
Næstved,25753,15620,83398
Guldborgsund,21663,13317,60399
Vordingborg,15629,9828,45286
Bornholm,16472,11254,39743
Middelfart,12216,7261,39334
Assens,12769,7318,40872
Faaborg-Midtfyn,16003,9702,51715
Kerteminde,7812,4716,23870
Nyborg,9620,6016,32013
Odense,54520,31992,204875
Svendborg,18923,11548,58819
Nordfyns,9337,5326,29537
Langeland,4692,2715,12344
Ærø,2514,1475,6010
Haderslev,15608,7749,55352
Billund,7045,4616,26534
Sønderborg,24167,11574,73770
Tønder,10922,5291,37009
Esbjerg,34875,22794,115600
Fanø,1445,891,3442
Varde,15216,9937,49723
Vejen,11661,7187,42807
Aabenraa,18463,8576,58575
Fredericia,14456,8871,51432
Horsens,23875,14475,92809
Kolding,24030,14242,93084
Vejle,31073,18956,117756
Herning,25035,15106,89354
Holstebro,17437,9862,58683
Lemvig,6710,4123,19509
Struer,7175,4120,20827
Syddjurs,14013,8719,43420
Norddjurs,12220,7700,36992
Favrskov,13040,8205,48576
Odder,7230,4637,23061
Randers,27251,17586,98424
Silkeborg,26533,16753,96119
Samsø,1615,896,3703
Skanderborg,16521,10335,63622
Århus,80672,50130,352318
Ikast-Brande,11592,7061,41624
Ringkøbing-Skjern,17336,10172,56223
Hedensted,13374,8008,46978
Morsø,6725,4677,20081
Skive,15230,10022,45349
Thisted,12768,8602,43144
Viborg,28668,18114,96699
Brønderslev-Dronninglund,10540,7006,36084
Frederikshavn,18606,13499,58965
Vesthimmerlands,11012,7743,36356
Læsø,1340,541,1778
Rebild,8140,5337,30513
Mariagerfjord,12071,8067,41580
Jammerbugt,11775,7383,38172
Ålborg,54578,36544,219491
Hjørring,19682,13069,64092
