"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16862,0
AstraZeneca Covid-19 vaccine,Midtjylland,33640,4
AstraZeneca Covid-19 vaccine,Syddanmark,30414,247
AstraZeneca Covid-19 vaccine,Hovedstaden,45130,18
AstraZeneca Covid-19 vaccine,Sjælland,23859,332
Moderna Covid-19 Vaccine,Nordjylland,4706,4216
Moderna Covid-19 Vaccine,Midtjylland,19525,7449
Moderna Covid-19 Vaccine,Syddanmark,16601,8224
Moderna Covid-19 Vaccine,Hovedstaden,26747,10823
Moderna Covid-19 Vaccine,Sjælland,15176,4705
Pfizer BioNTech Covid-19 vacc,Nordjylland,92900,54899
Pfizer BioNTech Covid-19 vacc,Midtjylland,194349,115416
Pfizer BioNTech Covid-19 vacc,Syddanmark,186247,103971
Pfizer BioNTech Covid-19 vacc,Hovedstaden,278663,146271
Pfizer BioNTech Covid-19 vacc,Sjælland,134755,79758
Pfizer BioNTech Covid-19 vacc,NA,1,1
