"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
NA,1,1,0
København,83324,36767,638750
Frederiksberg,19574,8825,103227
Ballerup,10500,4621,49093
Brøndby,7369,3498,35382
Dragør,3535,1541,14556
Gentofte,16165,7446,74314
Gladsaxe,13193,6179,69013
Glostrup,5023,2521,23485
Herlev,6135,2875,28807
Albertslund,5577,2518,27214
Hvidovre,10618,5344,53285
Høje-Taastrup,10141,4776,52187
Lyngby-Taarbæk,11725,5563,57040
Rødovre,7991,3790,41174
Ishøj,4156,1796,23068
Tårnby,8559,3921,42706
Vallensbæk,3579,1656,16548
Furesø,9393,4357,41029
Allerød,5758,2616,25884
Fredensborg,9700,4203,41009
Helsingør,15674,6578,63079
Hillerød,11658,5433,51801
Hørsholm,6845,3098,24829
Rudersdal,13297,6350,56985
Egedal,8891,3559,43789
Frederikssund,11340,4806,45643
Greve,10143,4572,50600
Køge,11365,5840,61548
Frederiksværk-Hundested,8201,3520,31460
Roskilde,17399,8679,88727
Solrød,4341,2085,23489
Gribskov,10748,4412,41039
Odsherred,8379,3706,32921
Holbæk,14653,7115,72078
Faxe,6985,3532,36801
Kalundborg,10333,4876,48435
Ringsted,5900,2878,34973
Slagelse,17036,7994,79335
Stevns,4761,2502,23245
Sorø,6429,3048,29958
Lejre,5864,2801,28446
Lolland,9163,4501,40379
Næstved,16682,8648,83335
Guldborgsund,14098,7091,60365
Vordingborg,10259,4927,45251
Bornholm,11871,4543,39738
Middelfart,8224,4165,39313
Assens,7874,3651,40904
Faaborg-Midtfyn,10621,4812,51680
Kerteminde,5204,2458,23841
Nyborg,6750,3142,31987
Odense,36250,16993,204890
Svendborg,12805,6691,58836
Nordfyns,5749,2637,29546
Langeland,2985,1540,12343
Ærø,1486,772,6012
Haderslev,9663,4664,55395
Billund,4711,2377,26505
Sønderborg,13587,7326,73771
Tønder,6542,3213,37028
Esbjerg,24391,10709,115579
Fanø,915,346,3438
Varde,10365,4865,49704
Vejen,7947,4061,42794
Aabenraa,10204,4645,58599
Fredericia,9936,5103,51363
Horsens,15742,7480,92699
Kolding,15867,7996,93100
Vejle,21186,10276,117626
Herning,16449,9136,89325
Holstebro,11486,5559,58649
Lemvig,4567,2502,19542
Struer,4723,2388,20835
Syddjurs,9301,4171,43405
Norddjurs,8182,3960,36957
Favrskov,8840,4175,48508
Odder,4815,2446,23046
Randers,19260,9442,98362
Silkeborg,18425,9232,96004
Samsø,780,626,3703
Skanderborg,11272,5353,63538
Århus,55904,26630,352273
Ikast-Brande,7599,3756,41605
Ringkøbing-Skjern,11023,5932,56210
Hedensted,8365,4313,46884
Morsø,4818,2633,20085
Skive,10353,5452,45375
Thisted,8648,4121,43140
Viborg,20428,10316,96679
Brønderslev-Dronninglund,6524,3764,36123
Frederikshavn,12491,5983,58951
Vesthimmerlands,8143,3964,36367
Læsø,698,387,1780
Rebild,5651,2811,30501
Mariagerfjord,8917,4508,41572
Jammerbugt,7812,3654,38196
Ålborg,38225,20202,219507
Hjørring,12541,7088,64066
