"dato","Regionsnavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-04-21,Hovedstaden,K,211444,96162,208834,93477,2610,2685
2021-04-21,Hovedstaden,M,139096,60950,136943,58580,2153,2370
2021-04-21,Midtjylland,K,150968,75459,146815,72860,4153,2599
2021-04-21,Midtjylland,M,96546,47410,92791,45335,3755,2075
2021-04-21,Nordjylland,K,69870,35917,69252,35435,618,482
2021-04-21,Nordjylland,M,44598,23198,43991,22808,607,390
2021-04-21,Sjælland,K,103318,49355,102187,46860,1131,2495
2021-04-21,Sjælland,M,70472,35440,69367,33094,1105,2346
2021-04-21,Syddanmark,K,140396,67754,137229,66860,3167,894
2021-04-21,Syddanmark,M,92866,44688,90027,43810,2839,878
2021-04-21,Ukendt,K,0,0,,,,
2021-04-21,Ukendt,M,1,1,,,,
