Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.572.674; 130.509;   7.432;   1.334
Sjælland; 658.917;  37.457;   2.568;     405
Syddanmark; 983.214;  39.033;   1.797;     220
Midtjylland;1.073.095;  48.133;   2.213;     354
Nordjylland; 500.027;  19.476;     954;     186
