"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,41736,17186,6.5,2.7,638641
Frederiksberg,8636,3536,8.4,3.4,103398
Ballerup,4279,1400,8.7,2.9,49116
Brøndby,3196,1045,9.0,3.0,35363
Dragør,1307,457,9.0,3.1,14563
Gentofte,6774,2837,9.1,3.8,74378
Gladsaxe,6406,2544,9.3,3.7,69199
Glostrup,2492,1129,10.6,4.8,23444
Herlev,2888,1149,10.0,4.0,28821
Albertslund,2375,1024,8.7,3.8,27243
Hvidovre,5266,2141,9.9,4.0,53340
Høje Tåstrup,4455,1955,8.5,3.8,52119
Lyngby-Taarbæk,5431,1965,9.6,3.5,56832
Rødovre,3732,1211,9.1,2.9,41177
Ishøj,1720,676,7.5,2.9,23054
Tårnby,3884,1406,9.1,3.3,42728
Vallensbæk,1563,569,9.4,3.4,16541
Furesø,4040,1494,9.9,3.6,40950
Allerød,2513,840,9.7,3.2,25863
Fredensborg,3862,1580,9.4,3.9,40942
Helsingør,6366,2348,10.1,3.7,63045
Hillerød,5515,2277,10.7,4.4,51710
Hørsholm,2646,999,10.6,4.0,24847
Rudersdal,5643,2011,9.9,3.5,56956
Egedal,3521,1207,8.1,2.8,43707
Frederikssund,4474,1606,9.8,3.5,45541
Greve,4071,1519,8.1,3.0,50571
Køge,5079,1994,8.3,3.2,61533
Halsnæs,3116,1118,9.9,3.6,31407
Roskilde,8074,3306,9.1,3.7,88782
Solrød,1858,736,7.9,3.1,23454
Gribskov,4118,1603,10.0,3.9,40981
Odsherred,3212,1079,9.8,3.3,32898
Holbæk,6631,2527,9.2,3.5,71979
Faxe,3039,1110,8.3,3.0,36750
Kalundborg,4024,1439,8.3,3.0,48408
Ringsted,2713,1051,7.8,3.0,34896
Slagelse,7446,2849,9.4,3.6,79220
Stevns,1980,654,8.6,2.8,23155
Sorø,2780,1009,9.3,3.4,29972
Lejre,2488,938,8.8,3.3,28275
Lolland,3722,1489,9.2,3.7,40440
Næstved,7772,3151,9.3,3.8,83277
Guldborgsund,6319,2261,10.5,3.7,60300
Vordingborg,4049,1415,9.0,3.1,45201
Bornholm,4049,1592,10.2,4.0,39717
Middelfart,4090,1546,10.4,3.9,39237
Assens,3514,1168,8.6,2.9,40853
Faaborg-Midtfyn,4736,1611,9.2,3.1,51632
Kerteminde,2164,756,9.1,3.2,23834
Nyborg,2972,926,9.3,2.9,31946
Odense,17774,6620,8.7,3.2,205141
Svendborg,6650,3099,11.3,5.3,58718
Nordfyn,2557,819,8.7,2.8,29529
Langeland,1381,554,11.2,4.5,12358
Ærø,737,306,12.3,5.1,5982
Haderslev,4569,1826,8.3,3.3,55328
Billund,2204,764,8.3,2.9,26521
Sønderborg,6501,2448,8.8,3.3,73792
Tønder,3126,1249,8.4,3.4,37022
Esbjerg,11834,3875,10.2,3.4,115554
Fanø,371,124,10.8,3.6,3446
Varde,4888,1468,9.8,3.0,49642
Vejen,4086,1332,9.6,3.1,42751
Aabenraa,4444,1713,7.6,2.9,58549
Fredericia,4816,1914,9.4,3.7,51368
Horsens,7536,2820,8.1,3.0,92538
Kolding,7759,2987,8.3,3.2,93103
Vejle,9856,4067,8.4,3.5,117412
Herning,7818,3345,8.8,3.7,89276
Holstebro,5422,2067,9.2,3.5,58701
Lemvig,1777,906,9.1,4.6,19579
Struer,1997,790,9.6,3.8,20810
Syddjurs,3911,1455,9.0,3.4,43245
Norddjurs,3595,1504,9.7,4.1,36971
Favrskov,4053,1490,8.4,3.1,48429
Odder,2287,900,9.9,3.9,22990
Randers,9112,3521,9.3,3.6,98315
Silkeborg,8143,3287,8.5,3.4,95861
Samsø,489,446,13.3,12.1,3680
Skanderborg,4888,1809,7.7,2.9,63437
Århus,28530,9672,8.1,2.7,352425
Ikast-Brande,3073,1295,7.4,3.1,41529
Ringkøbing-Skjern,4853,2071,8.6,3.7,56135
Hedensted,3837,1528,8.2,3.3,46820
Morsø,2305,1042,11.5,5.2,20061
Skive,4301,1870,9.5,4.1,45417
Thisted,3819,1403,8.9,3.3,43102
Viborg,9381,3796,9.7,3.9,96630
Brønderslev,3461,1264,9.6,3.5,36123
Frederikshavn,5360,2017,9.1,3.4,58978
Vesthimmerland,3684,1195,10.1,3.3,36344
Læsø,286,118,16.1,6.7,1772
Rebild,2641,1040,8.7,3.4,30487
Mariagerfjord,3920,1210,9.4,2.9,41580
Jammerbugt,3393,1127,8.9,3.0,38127
Aalborg,19732,7370,9.0,3.4,219729
Hjørring,6838,2231,10.7,3.5,64102
