"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,14148,0
AstraZeneca Covid-19 vaccine,Midtjylland,25693,0
AstraZeneca Covid-19 vaccine,Syddanmark,25472,0
AstraZeneca Covid-19 vaccine,Hovedstaden,36691,0
AstraZeneca Covid-19 vaccine,Sjælland,20400,0
Moderna Covid-19 Vaccine,Nordjylland,4046,634
Moderna Covid-19 Vaccine,Midtjylland,4122,225
Moderna Covid-19 Vaccine,Syddanmark,5801,2349
Moderna Covid-19 Vaccine,Hovedstaden,3910,7
Moderna Covid-19 Vaccine,Sjælland,1487,4
Pfizer BioNTech Covid-19 vacc,Nordjylland,37245,19383
Pfizer BioNTech Covid-19 vacc,Midtjylland,85188,44347
Pfizer BioNTech Covid-19 vacc,Syddanmark,79756,38823
Pfizer BioNTech Covid-19 vacc,Hovedstaden,115402,60898
Pfizer BioNTech Covid-19 vacc,Sjælland,53370,28523
