"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,55439,20017,590405
Midtjylland,115003,44572,1332788
Syddanmark,111029,41172,1223718
Hovedstaden,156003,60905,1855623
Sjælland,75257,28527,839111
