"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;17982;10707
Hovedstaden;0-9;M;19096;11404
Hovedstaden;10-19;K;80750;74831
Hovedstaden;10-19;M;83309;76947
Hovedstaden;20-29;K;122197;119308
Hovedstaden;20-29;M;115632;112293
Hovedstaden;30-39;K;110705;108204
Hovedstaden;30-39;M;108108;105672
Hovedstaden;40-49;K;112669;111408
Hovedstaden;40-49;M;109472;108229
Hovedstaden;50-59;K;113256;112558
Hovedstaden;50-59;M;112442;111683
Hovedstaden;60-69;K;89031;88707
Hovedstaden;60-69;M;84409;84037
Hovedstaden;70-79;K;82237;82030
Hovedstaden;70-79;M;68371;68218
Hovedstaden;80-89;K;36067;35945
Hovedstaden;80-89;M;23642;23567
Hovedstaden;90+;K;7372;7317
Hovedstaden;90+;M;2583;2573
Midtjylland;0-9;K;15952;10299
Midtjylland;0-9;M;17046;10929
Midtjylland;10-19;K;69456;65934
Midtjylland;10-19;M;71454;67687
Midtjylland;20-29;K;79749;78127
Midtjylland;20-29;M;81479;79471
Midtjylland;30-39;K;68185;66896
Midtjylland;30-39;M;69018;67723
Midtjylland;40-49;K;77799;77263
Midtjylland;40-49;M;76887;76303
Midtjylland;50-59;K;84509;84169
Midtjylland;50-59;M;84955;84604
Midtjylland;60-69;K;74440;74259
Midtjylland;60-69;M;72940;72757
Midtjylland;70-79;K;63863;63777
Midtjylland;70-79;M;59072;58990
Midtjylland;80-89;K;27519;27444
Midtjylland;80-89;M;20726;20684
Midtjylland;90+;K;5338;5316
Midtjylland;90+;M;2296;2285
Nordjylland;0-9;K;6441;4098
Nordjylland;0-9;M;6737;4281
Nordjylland;10-19;K;28753;27169
Nordjylland;10-19;M;30169;28447
Nordjylland;20-29;K;31476;30705
Nordjylland;20-29;M;35303;34277
Nordjylland;30-39;K;27862;27285
Nordjylland;30-39;M;28817;28132
Nordjylland;40-49;K;32443;32192
Nordjylland;40-49;M;32600;32302
Nordjylland;50-59;K;38471;38283
Nordjylland;50-59;M;38907;38719
Nordjylland;60-69;K;35834;35726
Nordjylland;60-69;M;35330;35217
Nordjylland;70-79;K;31671;31611
Nordjylland;70-79;M;29775;29715
Nordjylland;80-89;K;13978;13942
Nordjylland;80-89;M;10637;10611
Nordjylland;90+;K;2695;2682
Nordjylland;90+;M;1197;1190
Sjælland;0-9;K;7908;4996
Sjælland;0-9;M;8576;5450
Sjælland;10-19;K;40725;38438
Sjælland;10-19;M;43192;40682
Sjælland;20-29;K;30183;29298
Sjælland;20-29;M;32972;31929
Sjælland;30-39;K;37290;36401
Sjælland;30-39;M;36105;35241
Sjælland;40-49;K;50599;50143
Sjælland;40-49;M;48459;47988
Sjælland;50-59;K;59997;59688
Sjælland;50-59;M;60191;59906
Sjælland;60-69;K;52851;52680
Sjælland;60-69;M;51404;51223
Sjælland;70-79;K;49394;49289
Sjælland;70-79;M;44879;44796
Sjælland;80-89;K;19852;19786
Sjælland;80-89;M;14882;14855
Sjælland;90+;K;3517;3494
Sjælland;90+;M;1456;1447
Syddanmark;0-9;K;13277;8650
Syddanmark;0-9;M;14279;9377
Syddanmark;10-19;K;61841;58627
Syddanmark;10-19;M;63873;60452
Syddanmark;20-29;K;57104;55611
Syddanmark;20-29;M;61455;59601
Syddanmark;30-39;K;57377;56143
Syddanmark;30-39;M;57481;56187
Syddanmark;40-49;K;71206;70617
Syddanmark;40-49;M;69578;68903
Syddanmark;50-59;K;81992;81618
Syddanmark;50-59;M;82817;82411
Syddanmark;60-69;K;73595;73396
Syddanmark;60-69;M;72735;72521
Syddanmark;70-79;K;65237;65119
Syddanmark;70-79;M;60097;59965
Syddanmark;80-89;K;29595;29525
Syddanmark;80-89;M;22015;21960
Syddanmark;90+;K;5757;5711
Syddanmark;90+;M;2375;2365
