"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;499096;486584;591762
Midtjylland;1122683;1094917;1342159
Syddanmark;1023686;998759;1228370
Hovedstaden;1499330;1455638;1868409
Sjælland;694432;677730;843409
