"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;3;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;2510;1250
Hovedstaden;3-5;M;2707;1384
Hovedstaden;6-11;K;25613;16120
Hovedstaden;6-11;M;26903;16932
Hovedstaden;12-15;K;30714;29036
Hovedstaden;12-15;M;32534;30763
Hovedstaden;16-19;K;34511;33807
Hovedstaden;16-19;M;35266;34348
Hovedstaden;20-39;K;232442;227024
Hovedstaden;20-39;M;223305;217492
Hovedstaden;40-64;K;271716;269557
Hovedstaden;40-64;M;267141;264893
Hovedstaden;65-79;K;126734;126379
Hovedstaden;65-79;M;109436;109125
Hovedstaden;80+;K;48023;47842
Hovedstaden;80+;M;29772;29686
Midtjylland;0-2;K;2;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;2130;1085
Midtjylland;3-5;M;2342;1213
Midtjylland;6-11;K;23051;16314
Midtjylland;6-11;M;24367;17185
Midtjylland;12-15;K;26264;25239
Midtjylland;12-15;M;27393;26331
Midtjylland;16-19;K;29588;29244
Midtjylland;16-19;M;30375;29900
Midtjylland;20-39;K;148339;145428
Midtjylland;20-39;M;151059;147738
Midtjylland;40-64;K;199124;198119
Midtjylland;40-64;M;197846;196801
Midtjylland;65-79;K;101890;101731
Midtjylland;65-79;M;96442;96272
Midtjylland;80+;K;36422;36323
Midtjylland;80+;M;26048;25993
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;842;435
Nordjylland;3-5;M;903;466
Nordjylland;6-11;K;9285;6434
Nordjylland;6-11;M;9667;6677
Nordjylland;12-15;K;10931;10430
Nordjylland;12-15;M;11623;11131
Nordjylland;16-19;K;12319;12164
Nordjylland;16-19;M;12940;12705
Nordjylland;20-39;K;59438;58084
Nordjylland;20-39;M;64431;62704
Nordjylland;40-64;K;88526;88024
Nordjylland;40-64;M;88739;88184
Nordjylland;65-79;K;49792;49682
Nordjylland;65-79;M;47746;47634
Nordjylland;80+;K;18491;18440
Nordjylland;80+;M;13423;13390
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;1064;553
Sjælland;3-5;M;1181;635
Sjælland;6-11;K;11732;7917
Sjælland;6-11;M;12522;8486
Sjælland;12-15;K;15702;15090
Sjælland;12-15;M;16689;16028
Sjælland;16-19;K;17898;17652
Sjælland;16-19;M;19022;18653
Sjælland;20-39;K;67354;65581
Sjælland;20-39;M;69445;67526
Sjælland;40-64;K;136308;135432
Sjælland;40-64;M;133777;132903
Sjælland;65-79;K;76162;75983
Sjælland;65-79;M;70790;70633
Sjælland;80+;K;26096;26005
Sjælland;80+;M;18690;18653
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1702;882
Syddanmark;3-5;M;1860;989
Syddanmark;6-11;K;19447;13791
Syddanmark;6-11;M;20655;14772
Syddanmark;12-15;K;23392;22435
Syddanmark;12-15;M;24656;23651
Syddanmark;16-19;K;26864;26471
Syddanmark;16-19;M;27375;26856
Syddanmark;20-39;K;114850;112117
Syddanmark;20-39;M;119650;116474
Syddanmark;40-64;K;189044;187965
Syddanmark;40-64;M;187892;186660
Syddanmark;65-79;K;102487;102279
Syddanmark;65-79;M;96905;96694
Syddanmark;80+;K;39193;39076
Syddanmark;80+;M;27712;27646
