"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;3;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;2716;1389
Hovedstaden;3-5;M;2920;1516
Hovedstaden;6-11;K;25921;16340
Hovedstaden;6-11;M;27201;17173
Hovedstaden;12-15;K;34194;32638
Hovedstaden;12-15;M;36170;34490
Hovedstaden;16-19;K;35898;35171
Hovedstaden;16-19;M;36114;35172
Hovedstaden;20-39;K;232902;227512
Hovedstaden;20-39;M;223740;217965
Hovedstaden;40-64;K;272471;270325
Hovedstaden;40-64;M;267838;265612
Hovedstaden;65-79;K;124722;124378
Hovedstaden;65-79;M;106856;106555
Hovedstaden;80+;K;43439;43262
Hovedstaden;80+;M;26225;26140
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;2306;1198
Midtjylland;3-5;M;2539;1333
Midtjylland;6-11;K;23404;16624
Midtjylland;6-11;M;24712;17525
Midtjylland;12-15;K;29347;28413
Midtjylland;12-15;M;30522;29512
Midtjylland;16-19;K;30348;29997
Midtjylland;16-19;M;30726;30246
Midtjylland;20-39;K;147934;145023
Midtjylland;20-39;M;150497;147194
Midtjylland;40-64;K;200482;199494
Midtjylland;40-64;M;199488;198454
Midtjylland;65-79;K;100129;99974
Midtjylland;65-79;M;94366;94200
Midtjylland;80+;K;32857;32760
Midtjylland;80+;M;23022;22969
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;910;474
Nordjylland;3-5;M;971;512
Nordjylland;6-11;K;9415;6559
Nordjylland;6-11;M;9815;6812
Nordjylland;12-15;K;12225;11745
Nordjylland;12-15;M;13012;12545
Nordjylland;16-19;K;12644;12489
Nordjylland;16-19;M;13108;12859
Nordjylland;20-39;K;59338;57990
Nordjylland;20-39;M;64120;62409
Nordjylland;40-64;K;89355;88855
Nordjylland;40-64;M;89703;89152
Nordjylland;65-79;K;49064;48957
Nordjylland;65-79;M;46909;46801
Nordjylland;80+;K;16673;16624
Nordjylland;80+;M;11834;11801
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;1159;607
Sjælland;3-5;M;1286;706
Sjælland;6-11;K;11866;8044
Sjælland;6-11;M;12689;8636
Sjælland;12-15;K;17718;17141
Sjælland;12-15;M;18658;18036
Sjælland;16-19;K;17890;17642
Sjælland;16-19;M;19135;18754
Sjælland;20-39;K;67473;65699
Sjælland;20-39;M;69077;67170
Sjælland;40-64;K;137806;136937
Sjælland;40-64;M;135336;134471
Sjælland;65-79;K;75035;74863
Sjælland;65-79;M;69597;69442
Sjælland;80+;K;23369;23280
Sjælland;80+;M;16338;16302
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1869;999
Syddanmark;3-5;M;2017;1085
Syddanmark;6-11;K;19761;14083
Syddanmark;6-11;M;21049;15156
Syddanmark;12-15;K;26122;25218
Syddanmark;12-15;M;27285;26333
Syddanmark;16-19;K;27364;26976
Syddanmark;16-19;M;27801;27255
Syddanmark;20-39;K;114481;111754
Syddanmark;20-39;M;118936;115788
Syddanmark;40-64;K;191006;189923
Syddanmark;40-64;M;190030;188813
Syddanmark;65-79;K;101024;100827
Syddanmark;65-79;M;95197;94987
Syddanmark;80+;K;35352;35236
Syddanmark;80+;M;24390;24325
