"Vaccinedato";"geo";"Antal påbegyndt vacc. personer";"Antal borgere";"Påbegyndtvacc. (%)";"Kumuleret antal påbegyndt vacc."
2020-12-01;Nationalt;1;5874109;0.00;1
2020-12-08;Nationalt;1;5874109;0.00;2
2020-12-16;Nationalt;1;5874109;0.00;3
2020-12-17;Nationalt;1;5874109;0.00;4
2020-12-18;Nationalt;1;5874109;0.00;5
2020-12-19;Nationalt;1;5874109;0.00;6
2020-12-21;Nationalt;3;5874109;0.00;9
2020-12-22;Nationalt;5;5874109;0.00;14
2020-12-23;Nationalt;4;5874109;0.00;18
2020-12-24;Nationalt;4;5874109;0.00;22
2020-12-26;Nationalt;5;5874109;0.00;27
2020-12-27;Nationalt;5846;5874109;0.10;5873
2020-12-28;Nationalt;1929;5874109;0.13;7802
2020-12-29;Nationalt;8266;5874109;0.27;16068
2020-12-30;Nationalt;10585;5874109;0.45;26653
2020-12-31;Nationalt;5545;5874109;0.55;32198
2021-01-01;Nationalt;2109;5874109;0.58;34307
2021-01-02;Nationalt;7902;5874109;0.72;42209
2021-01-03;Nationalt;5223;5874109;0.81;47432
2021-01-04;Nationalt;2341;5874109;0.85;49773
2021-01-05;Nationalt;12352;5874109;1.06;62125
2021-01-06;Nationalt;17830;5874109;1.36;79955
2021-01-07;Nationalt;15802;5874109;1.63;95757
2021-01-08;Nationalt;7671;5874109;1.76;103428
2021-01-09;Nationalt;1837;5874109;1.79;105265
2021-01-10;Nationalt;820;5874109;1.81;106085
2021-01-11;Nationalt;664;5874109;1.82;106749
2021-01-12;Nationalt;465;5874109;1.83;107214
2021-01-13;Nationalt;12068;5874109;2.03;119282
2021-01-14;Nationalt;16755;5874109;2.32;136037
2021-01-15;Nationalt;14152;5874109;2.56;150189
2021-01-16;Nationalt;4296;5874109;2.63;154485
2021-01-17;Nationalt;2272;5874109;2.67;156757
2021-01-18;Nationalt;3599;5874109;2.73;160356
2021-01-19;Nationalt;2316;5874109;2.77;162672
2021-01-20;Nationalt;1414;5874109;2.79;164086
2021-01-21;Nationalt;1453;5874109;2.82;165539
2021-01-22;Nationalt;640;5874109;2.83;166179
2021-01-23;Nationalt;678;5874109;2.84;166857
2021-01-24;Nationalt;555;5874109;2.85;167412
2021-01-25;Nationalt;277;5874109;2.85;167689
2021-01-26;Nationalt;213;5874109;2.86;167902
2021-01-27;Nationalt;206;5874109;2.86;168108
2021-01-28;Nationalt;236;5874109;2.87;168344
2021-01-29;Nationalt;1039;5874109;2.88;169383
2021-01-30;Nationalt;1116;5874109;2.90;170499
2021-01-31;Nationalt;1129;5874109;2.92;171628
2021-02-01;Nationalt;724;5874109;2.93;172352
2021-02-02;Nationalt;1870;5874109;2.97;174222
2021-02-03;Nationalt;1393;5874109;2.99;175615
2021-02-04;Nationalt;1321;5874109;3.01;176936
2021-02-05;Nationalt;1515;5874109;3.04;178451
2021-02-06;Nationalt;956;5874109;3.05;179407
2021-02-07;Nationalt;1750;5874109;3.08;181157
2021-02-08;Nationalt;2362;5874109;3.12;183519
2021-02-09;Nationalt;3384;5874109;3.18;186903
2021-02-10;Nationalt;3186;5874109;3.24;190089
2021-02-11;Nationalt;5598;5874109;3.33;195687
2021-02-12;Nationalt;11822;5874109;3.53;207509
2021-02-13;Nationalt;6325;5874109;3.64;213834
2021-02-14;Nationalt;6015;5874109;3.74;219849
2021-02-15;Nationalt;13246;5874109;3.97;233095
2021-02-16;Nationalt;12721;5874109;4.18;245816
2021-02-17;Nationalt;10062;5874109;4.36;255878
2021-02-18;Nationalt;11201;5874109;4.55;267079
2021-02-19;Nationalt;13516;5874109;4.78;280595
2021-02-20;Nationalt;10085;5874109;4.95;290680
2021-02-21;Nationalt;10417;5874109;5.13;301097
2021-02-22;Nationalt;13146;5874109;5.35;314243
2021-02-23;Nationalt;14032;5874109;5.59;328275
2021-02-24;Nationalt;13358;5874109;5.82;341633
2021-02-25;Nationalt;14354;5874109;6.06;355987
2021-02-26;Nationalt;35372;5874109;6.66;391359
2021-02-27;Nationalt;6481;5874109;6.77;397840
2021-02-28;Nationalt;10600;5874109;6.95;408440
2021-03-01;Nationalt;19240;5874109;7.28;427680
2021-03-02;Nationalt;16411;5874109;7.56;444091
2021-03-03;Nationalt;12844;5874109;7.78;456935
2021-03-04;Nationalt;17244;5874109;8.07;474179
2021-03-05;Nationalt;16298;5874109;8.35;490477
2021-03-06;Nationalt;14368;5874109;8.59;504845
2021-03-07;Nationalt;11728;5874109;8.79;516573
2021-03-08;Nationalt;9398;5874109;8.95;525971
2021-03-09;Nationalt;10716;5874109;9.14;536687
2021-03-10;Nationalt;11860;5874109;9.34;548547
2021-03-11;Nationalt;4416;5874109;9.41;552963
2021-03-12;Nationalt;3237;5874109;9.47;556200
2021-03-13;Nationalt;4447;5874109;9.54;560647
2021-03-14;Nationalt;1207;5874109;9.56;561854
2021-03-15;Nationalt;2761;5874109;9.61;564615
2021-03-16;Nationalt;6661;5874109;9.73;571276
2021-03-17;Nationalt;10543;5874109;9.90;581819
2021-03-18;Nationalt;14394;5874109;10.1;596213
2021-03-19;Nationalt;7718;5874109;10.3;603931
2021-03-20;Nationalt;2957;5874109;10.3;606888
2021-03-21;Nationalt;4910;5874109;10.4;611798
2021-03-22;Nationalt;4063;5874109;10.5;615861
2021-03-23;Nationalt;6015;5874109;10.6;621876
2021-03-24;Nationalt;9712;5874109;10.8;631588
2021-03-25;Nationalt;7642;5874109;10.9;639230
2021-03-26;Nationalt;6097;5874109;11.0;645327
2021-03-27;Nationalt;9857;5874109;11.2;655184
2021-03-28;Nationalt;10658;5874109;11.3;665842
2021-03-29;Nationalt;17760;5874109;11.6;683602
2021-03-30;Nationalt;21383;5874109;12.0;704985
2021-03-31;Nationalt;12950;5874109;12.2;717935
2021-04-01;Nationalt;4200;5874109;12.3;722135
2021-04-02;Nationalt;4887;5874109;12.4;727022
2021-04-03;Nationalt;12011;5874109;12.6;739033
2021-04-04;Nationalt;11580;5874109;12.8;750613
2021-04-05;Nationalt;12244;5874109;13.0;762857
2021-04-06;Nationalt;15909;5874109;13.3;778766
2021-04-07;Nationalt;16523;5874109;13.5;795289
2021-04-08;Nationalt;13709;5874109;13.8;808998
2021-04-09;Nationalt;16383;5874109;14.1;825381
2021-04-10;Nationalt;16666;5874109;14.3;842047
2021-04-11;Nationalt;14837;5874109;14.6;856884
2021-04-12;Nationalt;93501;5874109;16.2;950385
2021-04-13;Nationalt;18475;5874109;16.5;968860
2021-04-14;Nationalt;11431;5874109;16.7;980291
2021-04-15;Nationalt;15252;5874109;16.9;995543
2021-04-16;Nationalt;17345;5874109;17.2;1012888
2021-04-17;Nationalt;18727;5874109;17.6;1031615
2021-04-18;Nationalt;14450;5874109;17.8;1046065
2021-04-19;Nationalt;24754;5874109;18.2;1070819
2021-04-20;Nationalt;21962;5874109;18.6;1092781
2021-04-21;Nationalt;22476;5874109;19.0;1115257
2021-04-22;Nationalt;28188;5874109;19.5;1143445
2021-04-23;Nationalt;22122;5874109;19.8;1165567
2021-04-24;Nationalt;14863;5874109;20.1;1180430
2021-04-25;Nationalt;15166;5874109;20.4;1195596
2021-04-26;Nationalt;31406;5874109;20.9;1227002
2021-04-27;Nationalt;26476;5874109;21.3;1253478
2021-04-28;Nationalt;24061;5874109;21.7;1277539
2021-04-29;Nationalt;25843;5874109;22.2;1303382
2021-04-30;Nationalt;13439;5874109;22.4;1316821
2021-05-01;Nationalt;7324;5874109;22.5;1324145
2021-05-02;Nationalt;16627;5874109;22.8;1340772
2021-05-03;Nationalt;20420;5874109;23.2;1361192
2021-05-04;Nationalt;27600;5874109;23.6;1388792
2021-05-05;Nationalt;26785;5874109;24.1;1415577
2021-05-06;Nationalt;21523;5874109;24.5;1437100
2021-05-07;Nationalt;16481;5874109;24.7;1453581
2021-05-08;Nationalt;9495;5874109;24.9;1463076
2021-05-09;Nationalt;15908;5874109;25.2;1478984
2021-05-10;Nationalt;26542;5874109;25.6;1505526
2021-05-11;Nationalt;29673;5874109;26.1;1535199
2021-05-12;Nationalt;26180;5874109;26.6;1561379
2021-05-13;Nationalt;19705;5874109;26.9;1581084
2021-05-14;Nationalt;20614;5874109;27.3;1601698
2021-05-15;Nationalt;15439;5874109;27.5;1617137
2021-05-16;Nationalt;19957;5874109;27.9;1637094
2021-05-17;Nationalt;31051;5874109;28.4;1668145
2021-05-18;Nationalt;29599;5874109;28.9;1697744
2021-05-19;Nationalt;31757;5874109;29.4;1729501
2021-05-20;Nationalt;32485;5874109;30.0;1761986
