"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2022-01-19;København;K;260167;252954;168122;260049;252739;166192;118;215;1930
2022-01-19;København;M;247020;239530;158859;246945;239354;156940;75;176;1919
2022-01-19;Frederiksberg;K;46144;45080;32708;46131;45044;32444;13;36;264
2022-01-19;Frederiksberg;M;40562;39474;28101;40552;39438;27860;10;36;241
2022-01-19;Ballerup;K;20204;19650;14546;20200;19632;14462;4;18;84
2022-01-19;Ballerup;M;18769;18179;12921;18768;18156;12843;1;23;78
2022-01-19;Brøndby;K;13406;12944;9095;13395;12928;9036;11;16;59
2022-01-19;Brøndby;M;12430;11986;8161;12422;11968;8103;8;18;58
2022-01-19;Dragør;K;6343;6125;4660;6343;6125;4645;0;0;15
2022-01-19;Dragør;M;5926;5734;4191;5927;5732;4176;-1;2;15
2022-01-19;Gentofte;K;32734;31844;23644;32738;31825;23539;-4;19;105
2022-01-19;Gentofte;M;29439;28510;20665;29439;28502;20555;0;8;110
2022-01-19;Gladsaxe;K;28199;27318;19488;28213;27319;19384;-14;-1;104
2022-01-19;Gladsaxe;M;27249;26281;18044;27244;26271;17897;5;10;147
2022-01-19;Glostrup;K;9308;9033;6486;9303;9028;6447;5;5;39
2022-01-19;Glostrup;M;8938;8649;5887;8936;8646;5834;2;3;53
2022-01-19;Herlev;K;11770;11398;8299;11767;11384;8250;3;14;49
2022-01-19;Herlev;M;10852;10450;7253;10843;10437;7201;9;13;52
2022-01-19;Albertslund;K;10520;10156;6906;10518;10155;6865;2;1;41
2022-01-19;Albertslund;M;10079;9669;6352;10080;9665;6303;-1;4;49
2022-01-19;Hvidovre;K;21242;20511;14342;21246;20504;14249;-4;7;93
2022-01-19;Hvidovre;M;20204;19468;13190;20201;19454;13097;3;14;93
2022-01-19;Høje Tåstrup;K;19979;19338;13526;19979;19328;13453;0;10;73
2022-01-19;Høje Tåstrup;M;19630;18932;12859;19631;18924;12769;-1;8;90
2022-01-19;Lyngby-Taarbæk;K;24882;24175;17948;24868;24155;17835;14;20;113
2022-01-19;Lyngby-Taarbæk;M;23760;22932;16344;23750;22915;16222;10;17;122
2022-01-19;Rødovre;K;16690;16148;11519;16678;16130;11438;12;18;81
2022-01-19;Rødovre;M;15426;14845;10111;15429;14845;10040;-3;0;71
2022-01-19;Ishøj;K;8203;7929;5169;8203;7929;5141;0;0;28
2022-01-19;Ishøj;M;7924;7620;4907;7927;7619;4874;-3;1;33
2022-01-19;Tårnby;K;17525;16990;12406;17528;16987;12335;-3;3;71
2022-01-19;Tårnby;M;16643;16061;11286;16646;16061;11198;-3;0;88
2022-01-19;Vallensbæk;K;6375;6173;4301;6372;6165;4286;3;8;15
2022-01-19;Vallensbæk;M;6173;5963;4084;6175;5962;4059;-2;1;25
2022-01-19;Furesø;K;17653;17128;12829;17650;17115;12759;3;13;70
2022-01-19;Furesø;M;16570;16061;11596;16566;16043;11524;4;18;72
2022-01-19;Allerød;K;11280;11006;8310;11285;11005;8279;-5;1;31
2022-01-19;Allerød;M;10706;10411;7740;10705;10406;7697;1;5;43
2022-01-19;Fredensborg;K;17466;17015;12712;17464;17005;12641;2;10;71
2022-01-19;Fredensborg;M;16046;15567;11435;16048;15563;11360;-2;4;75
2022-01-19;Helsingør;K;26982;26366;20125;26991;26359;20034;-9;7;91
2022-01-19;Helsingør;M;24716;24062;17749;24706;24043;17638;10;19;111
2022-01-19;Hillerød;K;22687;22146;16425;22665;22113;16338;22;33;87
2022-01-19;Hillerød;M;21389;20785;14978;21380;20769;14878;9;16;100
2022-01-19;Hørsholm;K;11311;11062;8545;11310;11051;8506;1;11;39
2022-01-19;Hørsholm;M;9805;9549;7226;9804;9534;7186;1;15;40
2022-01-19;Rudersdal;K;24946;24304;18402;24942;24283;18311;4;21;91
2022-01-19;Rudersdal;M;23506;22827;16842;23506;22822;16771;0;5;71
2022-01-19;Egedal;K;18759;18264;13287;18764;18263;13226;-5;1;61
2022-01-19;Egedal;M;18146;17609;12574;18132;17596;12504;14;13;70
2022-01-19;Frederikssund;K;19689;19266;14564;19687;19257;14508;2;9;56
2022-01-19;Frederikssund;M;18801;18274;13289;18793;18254;13209;8;20;80
2022-01-19;Greve;K;20824;20265;14827;20817;20245;14762;7;20;65
2022-01-19;Greve;M;19883;19309;13825;19881;19290;13752;2;19;73
2022-01-19;Køge;K;25649;24913;18543;25651;24907;18463;-2;6;80
2022-01-19;Køge;M;24718;23930;17148;24720;23925;17031;-2;5;117
2022-01-19;Halsnæs;K;13225;12890;9922;13229;12890;9873;-4;0;49
2022-01-19;Halsnæs;M;12758;12408;9306;12759;12406;9258;-1;2;48
2022-01-19;Roskilde;K;38584;37691;28243;38571;37656;28100;13;35;143
2022-01-19;Roskilde;M;36384;35420;25639;36372;35391;25479;12;29;160
2022-01-19;Solrød;K;9978;9710;7056;9982;9705;7025;-4;5;31
2022-01-19;Solrød;M;9508;9245;6577;9501;9233;6542;7;12;35
2022-01-19;Gribskov;K;17295;16903;13150;17293;16893;13092;2;10;58
2022-01-19;Gribskov;M;16854;16447;12472;16849;16431;12400;5;16;72
2022-01-19;Odsherred;K;13895;13621;10682;13894;13616;10645;1;5;37
2022-01-19;Odsherred;M;13724;13475;10137;13716;13463;10075;8;12;62
2022-01-19;Holbæk;K;30832;30160;22564;30820;30126;22426;12;34;138
2022-01-19;Holbæk;M;29776;29028;20838;29779;29007;20712;-3;21;126
2022-01-19;Faxe;K;15169;14798;11154;15166;14795;11107;3;3;47
2022-01-19;Faxe;M;15227;14837;10683;15220;14825;10625;7;12;58
2022-01-19;Kalundborg;K;19921;19519;14811;19923;19509;14657;-2;10;154
2022-01-19;Kalundborg;M;19819;19371;13977;19814;19355;13807;5;16;170
2022-01-19;Ringsted;K;14242;13882;10254;14242;13876;10194;0;6;60
2022-01-19;Ringsted;M;13915;13540;9631;13911;13530;9558;4;10;73
2022-01-19;Slagelse;K;32979;32123;24293;32967;32101;24161;12;22;132
2022-01-19;Slagelse;M;31934;31123;22486;31926;31101;22331;8;22;155
2022-01-19;Stevns;K;9704;9475;7206;9695;9467;7174;9;8;32
2022-01-19;Stevns;M;9736;9473;6938;9730;9464;6910;6;9;28
2022-01-19;Sorø;K;12709;12458;9397;12697;12443;9352;12;15;45
2022-01-19;Sorø;M;12465;12168;8763;12470;12158;8727;-5;10;36
2022-01-19;Lejre;K;12023;11738;8822;12023;11732;8803;0;6;19
2022-01-19;Lejre;M;11693;11436;8499;11696;11436;8473;-3;0;26
2022-01-19;Lolland;K;16466;16142;12673;16458;16131;12612;8;11;61
2022-01-19;Lolland;M;16347;15972;11989;16346;15962;11928;1;10;61
2022-01-19;Næstved;K;35276;34513;25954;35269;34483;25796;7;30;158
2022-01-19;Næstved;M;33925;33089;23912;33911;33061;23763;14;28;149
2022-01-19;Guldborgsund;K;25133;24659;19166;25136;24654;19091;-3;5;75
2022-01-19;Guldborgsund;M;24560;24035;17941;24555;24021;17831;5;14;110
2022-01-19;Vordingborg;K;18932;18546;14287;18930;18541;14222;2;5;65
2022-01-19;Vordingborg;M;18502;18066;13350;18501;18059;13286;1;7;64
2022-01-19;Bornholm;K;17282;16899;13563;17283;16886;13513;-1;13;50
2022-01-19;Bornholm;M;16743;16340;12617;16744;16318;12558;-1;22;59
2022-01-19;Middelfart;K;17093;16731;13028;17090;16715;12947;3;16;81
2022-01-19;Middelfart;M;16807;16393;12358;16808;16389;12254;-1;4;104
2022-01-19;Assens;K;17515;17077;13085;17508;17062;13022;7;15;63
2022-01-19;Assens;M;17449;16955;12407;17436;16923;12334;13;32;73
2022-01-19;Faaborg-Midtfyn;K;22190;21626;16470;22171;21590;16396;19;36;74
2022-01-19;Faaborg-Midtfyn;M;22004;21407;15672;22009;21394;15594;-5;13;78
2022-01-19;Kerteminde;K;10471;10219;7863;10476;10219;7798;-5;0;65
2022-01-19;Kerteminde;M;10032;9751;7202;10027;9740;7126;5;11;76
2022-01-19;Nyborg;K;14025;13678;10346;14020;13659;10304;5;19;42
2022-01-19;Nyborg;M;13513;13143;9645;13508;13126;9584;5;17;61
2022-01-19;Odense;K;88086;85812;61855;88079;85736;61267;7;76;588
2022-01-19;Odense;M;84067;81666;56212;84063;81561;55440;4;105;772
2022-01-19;Svendborg;K;25589;25061;19165;25583;25038;19071;6;23;94
2022-01-19;Svendborg;M;24962;24359;17694;24942;24328;17578;20;31;116
2022-01-19;Nordfyn;K;12533;12199;9187;12530;12169;9131;3;30;56
2022-01-19;Nordfyn;M;12422;12071;8734;12425;12057;8668;-3;14;66
2022-01-19;Langeland;K;5283;5196;4204;5282;5193;4202;1;3;2
2022-01-19;Langeland;M;5274;5163;4036;5274;5162;4030;0;1;6
2022-01-19;Ærø;K;2631;2577;2149;2634;2573;2138;-3;4;11
