"Vaccinenavn";"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc."
AstraZeneca Covid-19 vaccine;Nordjylland;17050;107
AstraZeneca Covid-19 vaccine;Midtjylland;34067;261
AstraZeneca Covid-19 vaccine;Syddanmark;30847;499
AstraZeneca Covid-19 vaccine;Hovedstaden;46540;1214
AstraZeneca Covid-19 vaccine;Sjælland;24037;476
Janssen COVID-19 vaccine;Nordjylland;3703;3703
Janssen COVID-19 vaccine;Midtjylland;9923;9923
Janssen COVID-19 vaccine;Syddanmark;7662;7662
Janssen COVID-19 vaccine;Hovedstaden;22886;22886
Janssen COVID-19 vaccine;Sjælland;2864;2864
Moderna Covid-19 Vaccine;Nordjylland;71546;70913
Moderna Covid-19 Vaccine;Midtjylland;127759;126554
Moderna Covid-19 Vaccine;Syddanmark;136383;163715
Moderna Covid-19 Vaccine;Hovedstaden;153472;151681
Moderna Covid-19 Vaccine;Sjælland;85380;106370
Pfizer BioNTech Covid-19 vacc;Nordjylland;407452;415911
Pfizer BioNTech Covid-19 vacc;Midtjylland;952342;967478
Pfizer BioNTech Covid-19 vacc;Syddanmark;849901;835392
Pfizer BioNTech Covid-19 vacc;Hovedstaden;1278626;1292606
Pfizer BioNTech Covid-19 vacc;Sjælland;583224;573420
