"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;17704;12700
Hovedstaden;0-9;M;18829;13525
Hovedstaden;10-19;K;75885;71835
Hovedstaden;10-19;M;78847;74373
Hovedstaden;20-29;K;121557;119163
Hovedstaden;20-29;M;114646;111767
Hovedstaden;30-39;K;111528;109326
Hovedstaden;30-39;M;109178;107010
Hovedstaden;40-49;K;110734;109618
Hovedstaden;40-49;M;107615;106528
Hovedstaden;50-59;K;113913;113284
Hovedstaden;50-59;M;112985;112318
Hovedstaden;60-69;K;90283;90000
Hovedstaden;60-69;M;85768;85445
Hovedstaden;70-79;K;83749;83549
Hovedstaden;70-79;M;70340;70209
Hovedstaden;80-89;K;39041;38927
Hovedstaden;80-89;M;26534;26478
Hovedstaden;90+;K;9060;9016
Hovedstaden;90+;M;3328;3316
Midtjylland;0-9;K;15573;11964
Midtjylland;0-9;M;16615;12747
Midtjylland;10-19;K;65554;63185
Midtjylland;10-19;M;67965;65327
Midtjylland;20-29;K;80621;79272
Midtjylland;20-29;M;82049;80352
Midtjylland;30-39;K;68129;67048
Midtjylland;30-39;M;69439;68293
Midtjylland;40-49;K;76270;75817
Midtjylland;40-49;M;75148;74626
Midtjylland;50-59;K;84446;84162
Midtjylland;50-59;M;85058;84768
Midtjylland;60-69;K;74959;74795
Midtjylland;60-69;M;73204;73053
Midtjylland;70-79;K;65459;65392
Midtjylland;70-79;M;60992;60930
Midtjylland;80-89;K;29862;29804
Midtjylland;80-89;M;23106;23072
Midtjylland;90+;K;6621;6595
Midtjylland;90+;M;3021;3014
Nordjylland;0-9;K;6342;4800
Nordjylland;0-9;M;6639;4990
Nordjylland;10-19;K;27148;26103
Nordjylland;10-19;M;28615;27398
Nordjylland;20-29;K;31866;31231
Nordjylland;20-29;M;35585;34700
Nordjylland;30-39;K;27750;27278
Nordjylland;30-39;M;28997;28437
Nordjylland;40-49;K;31851;31641
Nordjylland;40-49;M;31950;31709
Nordjylland;50-59;K;38021;37867
Nordjylland;50-59;M;38423;38252
Nordjylland;60-69;K;36189;36094
Nordjylland;60-69;M;35596;35512
Nordjylland;70-79;K;32281;32234
Nordjylland;70-79;M;30537;30489
Nordjylland;80-89;K;15123;15102
Nordjylland;80-89;M;11854;11832
Nordjylland;90+;K;3389;3376
Nordjylland;90+;M;1595;1589
Sjælland;0-9;K;7827;5959
Sjælland;0-9;M;8454;6422
Sjælland;10-19;K;38734;37158
Sjælland;10-19;M;41153;39425
Sjælland;20-29;K;30842;30076
Sjælland;20-29;M;33823;32884
Sjælland;30-39;K;36745;35960
Sjælland;30-39;M;35834;35062
Sjælland;40-49;K;49118;48706
Sjælland;40-49;M;46765;46361
Sjælland;50-59;K;59898;59621
Sjælland;50-59;M;60245;60002
Sjælland;60-69;K;53233;53086
Sjælland;60-69;M;51708;51557
Sjælland;70-79;K;50336;50239
Sjælland;70-79;M;45914;45845
Sjælland;80-89;K;21727;21674
Sjælland;80-89;M;16776;16751
Sjælland;90+;K;4418;4393
Sjælland;90+;M;1955;1949
Syddanmark;0-9;K;13003;10217
Syddanmark;0-9;M;13940;11005
Syddanmark;10-19;K;58531;56351
Syddanmark;10-19;M;60730;58400
Syddanmark;20-29;K;58041;56871
Syddanmark;20-29;M;62303;60754
Syddanmark;30-39;K;57145;56104
Syddanmark;30-39;M;57650;56517
Syddanmark;40-49;K;69381;68893
Syddanmark;40-49;M;67428;66839
Syddanmark;50-59;K;81677;81343
Syddanmark;50-59;M;82754;82425
Syddanmark;60-69;K;74387;74211
Syddanmark;60-69;M;73254;73075
Syddanmark;70-79;K;66130;66042
Syddanmark;70-79;M;61402;61314
Syddanmark;80-89;K;32149;32096
Syddanmark;80-89;M;24627;24592
Syddanmark;90+;K;7128;7096
Syddanmark;90+;M;3133;3123
