"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
00-02;K;7;2;90792;0.0;0.0
00-02;M;1;0;95833;0.0;0.0
03-05;K;7968;5405;91153;8.7;5.9
03-05;M;8670;5838;96325;9.0;6.1
06-11;K;89982;71576;178866;50.3;40.0
06-11;M;94949;75542;187998;50.5;40.2
12-15;K;107037;103522;132666;80.7;78.0
12-15;M;112926;109137;140272;80.5;77.8
16-19;K;121307;119767;134173;90.4;89.3
16-19;M;125241;123095;140433;89.2;87.7
20-39;K;624224;612329;733489;85.1;83.5
20-39;M;629504;615776;763977;82.4;80.6
40-64;K;884975;880112;946077;93.5;93.0
40-64;M;875385;870316;947353;92.4;91.9
65-79;K;457340;456482;470878;97.1;96.9
65-79;M;421701;420941;433621;97.3;97.1
80+;K;168518;168079;173626;97.1;96.8
80+;M;115929;115716;118617;97.7;97.6
