"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
København;508351;496819;356886;78.8;77.0;55.3;645426
Frederiksberg;86735;85065;64849;83.7;82.1;62.6;103591
Ballerup;39032;38144;28751;79.2;77.4;58.4;49267
Brøndby;25885;25122;18086;72.3;70.2;50.5;35798
Dragør;12261;11972;9149;84.0;82.0;62.7;14596
Gentofte;62249;60991;46162;83.8;82.1;62.2;74245
Gladsaxe;55560;54245;39705;80.2;78.3;57.3;69288
Glostrup;18259;17821;13015;77.8;75.9;55.5;23469
Herlev;22647;22047;16298;78.6;76.5;56.6;28809
Albertslund;20640;19983;13958;74.8;72.4;50.6;27601
Hvidovre;41514;40367;29238;78.0;75.9;55.0;53197
Høje Tåstrup;39723;38682;27671;74.7;72.8;52.0;53165
Lyngby-Taarbæk;48628;47534;35958;84.1;82.2;62.2;57820
Rødovre;32129;31275;22805;77.5;75.5;55.0;41434
Ishøj;16178;15678;10618;69.6;67.4;45.7;23251
Tårnby;34254;33475;24825;80.2;78.4;58.1;42721
Vallensbæk;12564;12228;8785;76.1;74.0;53.2;16520
Furesø;34235;33498;25411;82.7;80.9;61.4;41394
Allerød;22012;21620;16644;85.1;83.6;64.4;25855
Fredensborg;33559;32900;25170;81.4;79.8;61.1;41227
Helsingør;51698;50724;39334;82.3;80.7;62.6;62833
Hillerød;44097;43274;32894;82.7;81.1;61.7;53327
Hørsholm;21110;20748;16334;85.4;84.0;66.1;24714
Rudersdal;48469;47516;36657;84.7;83.0;64.0;57250
Egedal;36971;36293;27161;83.2;81.7;61.1;44438
Frederikssund;38528;37817;29271;84.1;82.6;63.9;45802
Greve;40784;39941;29880;80.2;78.5;58.8;50859
Køge;50467;49412;37511;81.8;80.1;60.8;61662
Halsnæs;25995;25485;20009;83.0;81.3;63.9;31335
Roskilde;75120;73768;56223;83.9;82.4;62.8;89554
Solrød;19500;19123;14362;81.9;80.3;60.3;23818
Gribskov;34177;33575;26509;83.0;81.6;64.4;41169
Odsherred;27650;27248;21885;84.2;83.0;66.7;32822
Holbæk;60727;59653;45398;83.3;81.8;62.3;72913
Faxe;30430;29854;23013;82.0;80.4;62.0;37131
Kalundborg;39816;39136;30467;82.3;80.9;63.0;48371
Ringsted;28225;27709;20947;80.2;78.8;59.5;35182
Slagelse;65049;63783;48946;81.6;80.0;61.4;79725
Stevns;19492;19116;15001;82.9;81.3;63.8;23510
Sorø;25173;24790;19059;84.0;82.7;63.6;29977
Lejre;23719;23325;17962;83.1;81.7;62.9;28557
Lolland;32846;32323;25529;82.0;80.7;63.7;40069
Næstved;69322;68166;52206;82.6;81.2;62.2;83946
Guldborgsund;49749;49001;38480;82.5;81.3;63.8;60299
Vordingborg;37436;36782;28842;82.7;81.2;63.7;45277
Bornholm;34064;33489;27114;85.9;84.5;68.4;39654
Middelfart;33914;33389;26267;85.6;84.3;66.3;39622
Assens;35001;34408;26720;85.5;84.0;65.3;40947
Faaborg-Midtfyn;44278;43505;33661;85.3;83.9;64.9;51882
Kerteminde;20520;20164;15780;85.5;84.0;65.7;24003
Nyborg;27540;27087;21058;85.8;84.4;65.6;32100
Odense;172306;169075;127406;83.6;82.1;61.8;206049
Svendborg;50601;49799;38514;85.5;84.1;65.0;59214
Nordfyn;24993;24528;18921;84.1;82.5;63.6;29731
Langeland;10582;10444;8583;85.9;84.7;69.6;12325
Ærø;5276;5185;4357;87.6;86.1;72.4;6020
Haderslev;45635;44847;34121;82.5;81.1;61.7;55282
Billund;22204;21847;16801;83.2;81.9;63.0;26680
Sønderborg;61671;60642;47063;83.7;82.3;63.8;73721
Tønder;29966;29456;22613;81.4;80.0;61.4;36821
Esbjerg;95804;94213;71528;82.9;81.6;61.9;115507
Fanø;2960;2926;2395;86.7;85.7;70.1;3416
Varde;41202;40472;31299;83.0;81.5;63.0;49657
Vejen;34978;34334;25871;82.1;80.6;60.8;42586
Aabenraa;47275;46556;35742;80.6;79.3;60.9;58679
Fredericia;43095;42347;32711;83.5;82.0;63.4;51613
Horsens;77114;75794;56757;81.4;80.0;59.9;94703
Kolding;77019;75750;56239;82.3;80.9;60.1;93589
Vejle;97973;96294;71771;82.2;80.8;60.2;119216
Herning;74692;73425;55172;83.6;82.2;61.8;89298
Holstebro;49461;48581;36673;84.5;83.0;62.6;58553
Lemvig;16563;16349;12982;85.5;84.4;67.0;19379
Struer;17860;17567;13626;85.9;84.5;65.6;20785
Syddjurs;36966;36359;28698;84.6;83.2;65.7;43676
Norddjurs;31276;30775;24420;84.8;83.4;66.2;36882
Favrskov;41416;40651;30648;84.7;83.1;62.7;48897
Odder;19984;19667;15628;85.6;84.2;66.9;23346
Randers;82637;81198;61891;83.4;81.9;62.5;99086
Silkeborg;81066;79604;60583;83.0;81.5;62.1;97624
Samsø;3250;3217;2672;87.6;86.7;72.0;3711
Skanderborg;53953;52877;40240;83.8;82.1;62.5;64393
Århus;296043;290246;221213;83.3;81.7;62.2;355465
Ikast-Brande;34372;33811;25282;82.0;80.7;60.3;41899
Ringkøbing-Skjern;46924;46157;35348;83.5;82.2;62.9;56183
Hedensted;39610;39055;29852;84.0;82.9;63.3;47129
Morsø;17065;16749;12940;85.0;83.4;64.4;20079
Skive;38830;38235;29420;86.2;84.8;65.3;45067
Thisted;36350;35706;27740;84.4;82.9;64.4;43067
Viborg;82074;80648;60754;84.8;83.3;62.7;96821
Brønderslev;30521;29955;22694;84.3;82.7;62.6;36225
Frederikshavn;50189;49410;39112;85.3;84.0;66.5;58837
Vesthimmerland;30066;29535;22725;82.9;81.4;62.6;36276
Læsø;1533;1517;1307;86.3;85.4;73.6;1777
Rebild;25489;24994;18865;83.1;81.5;61.5;30680
Mariagerfjord;35238;34532;26765;84.7;83.0;64.3;41624
Jammerbugt;32342;31708;24612;84.7;83.1;64.5;38168
Aalborg;186448;182907;138742;84.3;82.7;62.7;221160
Hjørring;54510;53621;41226;85.4;84.0;64.6;63831
