"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;00-02;K;3;0
Hovedstaden;00-02;M;0;0
Hovedstaden;03-05;K;2400;1530
Hovedstaden;03-05;M;2605;1660
Hovedstaden;06-11;K;25894;19561
Hovedstaden;06-11;M;27134;20443
Hovedstaden;12-15;K;30704;29457
Hovedstaden;12-15;M;32569;31217
Hovedstaden;16-19;K;34588;33987
Hovedstaden;16-19;M;35368;34578
Hovedstaden;20-39;K;233085;228489
Hovedstaden;20-39;M;223824;218777
Hovedstaden;40-64;K;271903;269989
Hovedstaden;40-64;M;267172;265228
Hovedstaden;65-79;K;126776;126462
Hovedstaden;65-79;M;109536;109272
Hovedstaden;80+;K;48101;47943
Hovedstaden;80+;M;29862;29794
Midtjylland;00-02;K;2;1
Midtjylland;00-02;M;1;0
Midtjylland;03-05;K;2056;1417
Midtjylland;03-05;M;2230;1519
Midtjylland;06-11;K;23172;18853
Midtjylland;06-11;M;24553;19947
Midtjylland;12-15;K;26255;25529
Midtjylland;12-15;M;27388;26594
Midtjylland;16-19;K;29642;29349
Midtjylland;16-19;M;30408;30014
Midtjylland;20-39;K;148750;146320
Midtjylland;20-39;M;151488;148645
Midtjylland;40-64;K;199181;198351
Midtjylland;40-64;M;197903;197011
Midtjylland;65-79;K;101953;101815
Midtjylland;65-79;M;96499;96366
Midtjylland;80+;K;36483;36399
Midtjylland;80+;M;26127;26086
Nordjylland;00-02;K;0;0
Nordjylland;00-02;M;0;0
Nordjylland;03-05;K;826;565
Nordjylland;03-05;M;894;601
Nordjylland;06-11;K;9402;7557
Nordjylland;06-11;M;9784;7797
Nordjylland;12-15;K;10923;10561
Nordjylland;12-15;M;11616;11234
Nordjylland;16-19;K;12339;12220
Nordjylland;16-19;M;12960;12756
Nordjylland;20-39;K;59616;58509
Nordjylland;20-39;M;64582;63137
Nordjylland;40-64;K;88521;88107
Nordjylland;40-64;M;88730;88268
Nordjylland;65-79;K;49821;49729
Nordjylland;65-79;M;47776;47694
Nordjylland;80+;K;18512;18478
Nordjylland;80+;M;13449;13421
Sjælland;00-02;K;0;0
Sjælland;00-02;M;0;0
Sjælland;03-05;K;1038;716
Sjælland;03-05;M;1151;761
Sjælland;06-11;K;11893;9458
Sjælland;06-11;M;12667;10126
Sjælland;12-15;K;15759;15299
Sjælland;12-15;M;16717;16212
Sjælland;16-19;K;17871;17644
Sjælland;16-19;M;19072;18748
Sjælland;20-39;K;67587;66036
Sjælland;20-39;M;69657;67946
Sjælland;40-64;K;136355;135570
Sjælland;40-64;M;133759;133018
Sjælland;65-79;K;76230;76082
Sjælland;65-79;M;70873;70747
Sjælland;80+;K;26145;26067
Sjælland;80+;M;18731;18700
Syddanmark;00-02;K;2;1
Syddanmark;00-02;M;0;0
Syddanmark;03-05;K;1648;1177
Syddanmark;03-05;M;1790;1297
Syddanmark;06-11;K;19621;16147
Syddanmark;06-11;M;20811;17229
Syddanmark;12-15;K;23396;22676
Syddanmark;12-15;M;24636;23880
Syddanmark;16-19;K;26867;26567
Syddanmark;16-19;M;27433;26999
Syddanmark;20-39;K;115186;112975
Syddanmark;20-39;M;119953;117271
Syddanmark;40-64;K;189015;188095
Syddanmark;40-64;M;187821;186791
Syddanmark;65-79;K;102560;102394
Syddanmark;65-79;M;97017;96862
Syddanmark;80+;K;39277;39192
Syddanmark;80+;M;27760;27715
