"Vaccinedato";"geo";"Antal færdigvacc. personer";"Antal borgere";"Færdigvacc. (%)";"Kumuleret antal færdigvacc."
2020-12-29;Nationalt;1;5876149;0.00;1
2021-01-01;Nationalt;1;5876149;0.00;2
2021-01-04;Nationalt;1;5876149;0.00;3
2021-01-05;Nationalt;1;5876149;0.00;4
2021-01-07;Nationalt;2;5876149;0.00;6
2021-01-08;Nationalt;1;5876149;0.00;7
2021-01-09;Nationalt;2;5876149;0.00;9
2021-01-12;Nationalt;2;5876149;0.00;11
2021-01-13;Nationalt;5;5876149;0.00;16
2021-01-14;Nationalt;1;5876149;0.00;17
2021-01-15;Nationalt;5;5876149;0.00;22
2021-01-16;Nationalt;10;5876149;0.00;32
2021-01-17;Nationalt;626;5876149;0.01;658
2021-01-18;Nationalt;1920;5876149;0.04;2578
2021-01-19;Nationalt;1856;5876149;0.08;4434
2021-01-20;Nationalt;1692;5876149;0.10;6126
2021-01-21;Nationalt;2119;5876149;0.14;8245
2021-01-22;Nationalt;5182;5876149;0.23;13427
2021-01-23;Nationalt;6324;5876149;0.34;19751
2021-01-24;Nationalt;5718;5876149;0.43;25469
2021-01-25;Nationalt;2247;5876149;0.47;27716
2021-01-26;Nationalt;1588;5876149;0.50;29304
2021-01-27;Nationalt;4025;5876149;0.57;33329
2021-01-28;Nationalt;7726;5876149;0.70;41055
2021-01-29;Nationalt;16947;5876149;0.99;58002
2021-01-30;Nationalt;11686;5876149;1.19;69688
2021-01-31;Nationalt;11013;5876149;1.37;80701
2021-02-01;Nationalt;7429;5876149;1.50;88130
2021-02-02;Nationalt;2840;5876149;1.55;90970
2021-02-03;Nationalt;5883;5876149;1.65;96853
2021-02-04;Nationalt;10320;5876149;1.82;107173
2021-02-05;Nationalt;12556;5876149;2.04;119729
2021-02-06;Nationalt;6340;5876149;2.15;126069
2021-02-07;Nationalt;3398;5876149;2.20;129467
2021-02-08;Nationalt;6668;5876149;2.32;136135
2021-02-09;Nationalt;4601;5876149;2.40;140736
2021-02-10;Nationalt;3712;5876149;2.46;144448
2021-02-11;Nationalt;2355;5876149;2.50;146803
2021-02-12;Nationalt;7494;5876149;2.63;154297
2021-02-13;Nationalt;909;5876149;2.64;155206
2021-02-14;Nationalt;597;5876149;2.65;155803
2021-02-15;Nationalt;3068;5876149;2.70;158871
2021-02-16;Nationalt;1287;5876149;2.73;160158
2021-02-17;Nationalt;405;5876149;2.73;160563
2021-02-18;Nationalt;320;5876149;2.74;160883
2021-02-19;Nationalt;934;5876149;2.75;161817
2021-02-20;Nationalt;551;5876149;2.76;162368
2021-02-21;Nationalt;345;5876149;2.77;162713
2021-02-22;Nationalt;1074;5876149;2.79;163787
2021-02-23;Nationalt;1867;5876149;2.82;165654
2021-02-24;Nationalt;1816;5876149;2.85;167470
2021-02-25;Nationalt;602;5876149;2.86;168072
2021-02-26;Nationalt;997;5876149;2.88;169069
2021-02-27;Nationalt;1331;5876149;2.90;170400
2021-02-28;Nationalt;1290;5876149;2.92;171690
2021-03-01;Nationalt;1024;5876149;2.94;172714
2021-03-02;Nationalt;1236;5876149;2.96;173950
2021-03-03;Nationalt;983;5876149;2.98;174933
2021-03-04;Nationalt;1763;5876149;3.01;176696
2021-03-05;Nationalt;5479;5876149;3.10;182175
2021-03-06;Nationalt;3784;5876149;3.16;185959
2021-03-07;Nationalt;4107;5876149;3.23;190066
2021-03-08;Nationalt;6195;5876149;3.34;196261
2021-03-09;Nationalt;6849;5876149;3.46;203110
2021-03-10;Nationalt;6885;5876149;3.57;209995
2021-03-11;Nationalt;7617;5876149;3.70;217612
2021-03-12;Nationalt;10117;5876149;3.88;227729
2021-03-13;Nationalt;5635;5876149;3.97;233364
2021-03-14;Nationalt;9053;5876149;4.13;242417
2021-03-15;Nationalt;9537;5876149;4.29;251954
2021-03-16;Nationalt;9119;5876149;4.44;261073
2021-03-17;Nationalt;8803;5876149;4.59;269876
2021-03-18;Nationalt;7005;5876149;4.71;276881
2021-03-19;Nationalt;11385;5876149;4.91;288266
2021-03-20;Nationalt;4656;5876149;4.98;292922
2021-03-21;Nationalt;4541;5876149;5.06;297463
2021-03-22;Nationalt;7530;5876149;5.19;304993
2021-03-23;Nationalt;7385;5876149;5.32;312378
2021-03-24;Nationalt;13070;5876149;5.54;325448
2021-03-25;Nationalt;8182;5876149;5.68;333630
2021-03-26;Nationalt;7622;5876149;5.81;341252
2021-03-27;Nationalt;3021;5876149;5.86;344273
2021-03-28;Nationalt;2742;5876149;5.91;347015
2021-03-29;Nationalt;6018;5876149;6.01;353033
2021-03-30;Nationalt;5897;5876149;6.11;358930
2021-03-31;Nationalt;9454;5876149;6.27;368384
2021-04-01;Nationalt;6750;5876149;6.38;375134
2021-04-02;Nationalt;6820;5876149;6.50;381954
2021-04-03;Nationalt;2166;5876149;6.54;384120
2021-04-04;Nationalt;1751;5876149;6.57;385871
2021-04-05;Nationalt;1303;5876149;6.59;387174
2021-04-06;Nationalt;5949;5876149;6.69;393123
2021-04-07;Nationalt;8036;5876149;6.83;401159
2021-04-08;Nationalt;8342;5876149;6.97;409501
2021-04-09;Nationalt;8508;5876149;7.11;418009
2021-04-10;Nationalt;5377;5876149;7.21;423386
2021-04-11;Nationalt;3866;5876149;7.27;427252
2021-04-12;Nationalt;11369;5876149;7.46;438621
2021-04-13;Nationalt;6117;5876149;7.57;444738
2021-04-14;Nationalt;10976;5876149;7.76;455714
2021-04-15;Nationalt;8968;5876149;7.91;464682
2021-04-16;Nationalt;8038;5876149;8.04;472720
2021-04-17;Nationalt;2709;5876149;8.09;475429
2021-04-18;Nationalt;5086;5876149;8.18;480515
2021-04-19;Nationalt;14205;5876149;8.42;494720
2021-04-20;Nationalt;16717;5876149;8.70;511437
2021-04-21;Nationalt;12585;5876149;8.92;524022
2021-04-22;Nationalt;5328;5876149;9.01;529350
2021-04-23;Nationalt;11116;5876149;9.20;540466
2021-04-24;Nationalt;7533;5876149;9.33;547999
2021-04-25;Nationalt;5252;5876149;9.42;553251
2021-04-26;Nationalt;7827;5876149;9.55;561078
2021-04-27;Nationalt;20734;5876149;9.90;581812
2021-04-28;Nationalt;20391;5876149;10.2;602203
2021-04-29;Nationalt;17799;5876149;10.6;620002
2021-04-30;Nationalt;3955;5876149;10.6;623957
2021-05-01;Nationalt;6100;5876149;10.7;630057
2021-05-02;Nationalt;13729;5876149;11.0;643786
2021-05-03;Nationalt;45455;5876149;11.7;689241
2021-05-04;Nationalt;24657;5876149;12.1;713898
2021-05-05;Nationalt;29125;5876149;12.6;743023
2021-05-06;Nationalt;25455;5876149;13.1;768478
2021-05-07;Nationalt;24491;5876149;13.5;792969
2021-05-08;Nationalt;30689;5876149;14.0;823658
2021-05-09;Nationalt;16626;5876149;14.3;840284
2021-05-10;Nationalt;35996;5876149;14.9;876280
2021-05-11;Nationalt;26175;5876149;15.4;902455
2021-05-12;Nationalt;26922;5876149;15.8;929377
2021-05-13;Nationalt;19653;5876149;16.2;949030
2021-05-14;Nationalt;30685;5876149;16.7;979715
2021-05-15;Nationalt;19389;5876149;17.0;999104
2021-05-16;Nationalt;14034;5876149;17.2;1013138
2021-05-17;Nationalt;30065;5876149;17.8;1043203
2021-05-18;Nationalt;30705;5876149;18.3;1073908
2021-05-19;Nationalt;22600;5876149;18.7;1096508
2021-05-20;Nationalt;22297;5876149;19.0;1118805
2021-05-21;Nationalt;19254;5876149;19.4;1138059
2021-05-22;Nationalt;11888;5876149;19.6;1149947
2021-05-23;Nationalt;6202;5876149;19.7;1156149
2021-05-24;Nationalt;9715;5876149;19.8;1165864
2021-05-25;Nationalt;12887;5876149;20.1;1178751
2021-05-26;Nationalt;12157;5876149;20.3;1190908
2021-05-27;Nationalt;12425;5876149;20.5;1203333
2021-05-28;Nationalt;9747;5876149;20.6;1213080
2021-05-29;Nationalt;5271;5876149;20.7;1218351
2021-05-30;Nationalt;6973;5876149;20.9;1225324
2021-05-31;Nationalt;21461;5876149;21.2;1246785
2021-06-01;Nationalt;17651;5876149;21.5;1264436
