"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;423506;269936;638986
Frederiksberg;74339;52747;102720
Ballerup;33529;26512;49081
Brøndby;22069;17850;35535
Dragør;10474;8833;14623
Gentofte;53056;42890;74341
Gladsaxe;46739;35511;68876
Glostrup;15774;12116;23533
Herlev;19298;15231;28837
Albertslund;17081;13389;27236
Hvidovre;35318;27167;53199
Høje-Taastrup;32986;25434;52492
Lyngby-Taarbæk;41116;31828;57058
Rødovre;27097;20718;41185
Ishøj;13296;10405;23044
Tårnby;29154;23113;42647
Vallensbæk;10584;8338;16535
Furesø;28835;23413;41273
Allerød;19009;15240;25942
Fredensborg;28838;23238;41095
Helsingør;44967;35847;63130
Hillerød;37630;29720;52277
Hørsholm;18533;15451;24797
Rudersdal;41466;33440;57306
Egedal;31513;25097;44114
Frederikssund;33694;27694;45848
Greve;34440;26236;50656
Køge;43501;32568;61642
Frederiksværk-Hundested;23021;19117;31454
Roskilde;64008;46998;89073
Solrød;16544;12254;23576
Gribskov;30354;25563;41218
Odsherred;24739;20310;32969
Holbæk;52265;40271;72578
Faxe;26292;20016;36998
Kalundborg;34557;26939;48438
Ringsted;23840;17416;35056
Slagelse;55787;43481;79598
Stevns;16820;13010;23273
Sorø;21579;16925;30015
Lejre;20495;15812;28581
Lolland;29030;23504;40311
Næstved;59284;44767;83501
Guldborgsund;43884;35698;60424
Vordingborg;32916;25980;45345
Bornholm;30170;26041;39833
Middelfart;28802;21079;39453
Assens;29377;21654;40861
Faaborg-Midtfyn;37554;28087;51835
Kerteminde;17623;13028;23963
Nyborg;23241;17092;32096
Odense;141947;91837;204747
Svendborg;43025;32413;58944
Nordfyns;21000;15397;29610
Langeland;9313;7687;12352
Ærø;4639;3806;6011
Haderslev;37631;25522;55407
Billund;18655;13492;26583
Sønderborg;53298;38554;73737
Tønder;25110;17596;36986
Esbjerg;79434;61646;115469
Fanø;2606;2206;3446
Varde;34757;27277;49799
Vejen;29383;20475;42760
Aabenraa;40574;28963;58499
Fredericia;36285;25525;51516
Horsens;64247;44207;93218
Kolding;63214;42414;93081
Vejle;79681;55891;118206
Herning;61366;44264;89322
Holstebro;40739;29494;58614
Lemvig;14231;11495;19466
Struer;15102;11688;20807
Syddjurs;31368;24311;43448
Norddjurs;26955;20660;36947
Favrskov;34133;24781;48738
Odder;17210;13093;23140
Randers;69151;48362;98671
Silkeborg;66537;47070;96635
Samsø;2885;2531;3727
Skanderborg;45179;32959;63934
Århus;245515;153996;352447
Ikast-Brande;28469;20729;41829
Ringkøbing-Skjern;39642;30532;56210
Hedensted;33795;24653;47042
Morsø;14973;11689;20071
Skive;33477;24939;45190
Thisted;31254;23746;43162
Viborg;68996;48643;96760
Brønderslev-Dronninglund;25492;17842;36196
Frederikshavn;44619;33282;58970
Vesthimmerlands;26163;19428;36381
Læsø;1441;1396;1781
Rebild;21294;14809;30622
Mariagerfjord;30411;22865;41583
Jammerbugt;27700;20275;38166
Ålborg;158805;98601;219684
Hjørring;46919;33388;64017
