"Vaccinenavn";"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc."
AstraZeneca Covid-19 vaccine;Nordjylland;16947;29
AstraZeneca Covid-19 vaccine;Midtjylland;33871;86
AstraZeneca Covid-19 vaccine;Syddanmark;30701;344
AstraZeneca Covid-19 vaccine;Hovedstaden;45835;564
AstraZeneca Covid-19 vaccine;Sjælland;23984;396
Janssen COVID-19 vaccine;Nordjylland;3666;3666
Janssen COVID-19 vaccine;Midtjylland;9895;9895
Janssen COVID-19 vaccine;Syddanmark;7510;7510
Janssen COVID-19 vaccine;Hovedstaden;22643;22643
Janssen COVID-19 vaccine;Sjælland;2759;2759
Moderna Covid-19 Vaccine;Nordjylland;63769;32305
Moderna Covid-19 Vaccine;Midtjylland;100449;46150
Moderna Covid-19 Vaccine;Syddanmark;110147;76352
Moderna Covid-19 Vaccine;Hovedstaden;121511;40788
Moderna Covid-19 Vaccine;Sjælland;74373;71198
Pfizer BioNTech Covid-19 vacc;Nordjylland;344689;261321
Pfizer BioNTech Covid-19 vacc;Midtjylland;794782;602276
Pfizer BioNTech Covid-19 vacc;Syddanmark;708791;527435
Pfizer BioNTech Covid-19 vacc;Hovedstaden;1083457;877884
Pfizer BioNTech Covid-19 vacc;Sjælland;498865;387832
