"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference"
2021-07-26;København;K;215147;138441;213663;135709;1484;2732
2021-07-26;København;M;208359;131495;207250;129018;1109;2477
2021-07-26;Frederiksberg;K;39437;28460;39230;28003;207;457
2021-07-26;Frederiksberg;M;34902;24287;34767;23949;135;338
2021-07-26;Ballerup;K;17443;14190;17372;14021;71;169
2021-07-26;Ballerup;M;16086;12322;16014;12136;72;186
2021-07-26;Brøndby;K;11493;9524;11475;9439;18;85
2021-07-26;Brøndby;M;10576;8326;10559;8242;17;84
2021-07-26;Dragør;K;5417;4628;5383;4587;34;41
2021-07-26;Dragør;M;5057;4205;5029;4156;28;49
2021-07-26;Gentofte;K;27964;22860;27858;22669;106;191
2021-07-26;Gentofte;M;25092;20030;25014;19836;78;194
2021-07-26;Gladsaxe;K;23838;18715;23731;18472;107;243
2021-07-26;Gladsaxe;M;22901;16796;22808;16473;93;323
2021-07-26;Glostrup;K;8108;6446;8091;6360;17;86
2021-07-26;Glostrup;M;7666;5670;7647;5591;19;79
2021-07-26;Herlev;K;10088;8194;10045;8089;43;105
2021-07-26;Herlev;M;9210;7037;9168;6910;42;127
2021-07-26;Albertslund;K;8787;7067;8765;6992;22;75
2021-07-26;Albertslund;M;8294;6322;8270;6226;24;96
2021-07-26;Hvidovre;K;18152;14342;18073;14209;79;133
2021-07-26;Hvidovre;M;17166;12825;17095;12681;71;144
2021-07-26;Høje Tåstrup;K;16679;13213;16640;13115;39;98
2021-07-26;Høje Tåstrup;M;16307;12221;16268;12120;39;101
2021-07-26;Lyngby-Taarbæk;K;21134;16878;21065;16653;69;225
2021-07-26;Lyngby-Taarbæk;M;19982;14950;19915;14691;67;259
2021-07-26;Rødovre;K;14112;11143;14044;11006;68;137
2021-07-26;Rødovre;M;12985;9575;12931;9450;54;125
2021-07-26;Ishøj;K;6772;5414;6768;5369;4;45
2021-07-26;Ishøj;M;6524;4991;6516;4946;8;45
2021-07-26;Tårnby;K;15019;12184;14933;12049;86;135
2021-07-26;Tårnby;M;14135;10929;14046;10799;89;130
2021-07-26;Vallensbæk;K;5375;4299;5363;4269;12;30
2021-07-26;Vallensbæk;M;5209;4039;5205;4010;4;29
2021-07-26;Furesø;K;14932;12335;14870;12187;62;148
2021-07-26;Furesø;M;13903;11078;13849;10931;54;147
2021-07-26;Allerød;K;9751;7958;9700;7873;51;85
2021-07-26;Allerød;M;9258;7282;9210;7158;48;124
2021-07-26;Fredensborg;K;15065;12310;15020;12214;45;96
2021-07-26;Fredensborg;M;13773;10928;13750;10828;23;100
2021-07-26;Helsingør;K;23502;19222;23489;19155;13;67
2021-07-26;Helsingør;M;21465;16625;21458;16536;7;89
2021-07-26;Hillerød;K;19368;15679;19249;15480;119;199
2021-07-26;Hillerød;M;18262;14041;18166;13778;96;263
2021-07-26;Hørsholm;K;9938;8437;9915;8381;23;56
2021-07-26;Hørsholm;M;8595;7014;8572;6946;23;68
2021-07-26;Rudersdal;K;21404;17542;21357;17363;47;179
2021-07-26;Rudersdal;M;20062;15898;20016;15677;46;221
2021-07-26;Egedal;K;16003;13005;15930;12828;73;177
2021-07-26;Egedal;M;15510;12092;15431;11904;79;188
2021-07-26;Frederikssund;K;17307;14531;17248;14400;59;131
