"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;6;1
Hovedstaden;0-9;M;2;0
Hovedstaden;10-19;K;40024;23904
Hovedstaden;10-19;M;40558;23225
Hovedstaden;20-29;K;101101;44446
Hovedstaden;20-29;M;96694;39475
Hovedstaden;30-39;K;81272;21653
Hovedstaden;30-39;M;88438;22531
Hovedstaden;40-49;K;104243;81847
Hovedstaden;40-49;M;101923;78226
Hovedstaden;50-59;K;110073;106198
Hovedstaden;50-59;M;108776;104597
Hovedstaden;60-69;K;88156;86783
Hovedstaden;60-69;M;83601;82167
Hovedstaden;70-79;K;82806;82213
Hovedstaden;70-79;M;69618;69131
Hovedstaden;80-89;K;38146;37843
Hovedstaden;80-89;M;25703;25536
Hovedstaden;90+;K;8985;8830
Hovedstaden;90+;M;3321;3273
Midtjylland;0-9;K;1;0
Midtjylland;0-9;M;5;0
Midtjylland;10-19;K;34747;15947
Midtjylland;10-19;M;35125;15095
Midtjylland;20-29;K;63260;18372
Midtjylland;20-29;M;65084;13569
Midtjylland;30-39;K;47478;13078
Midtjylland;30-39;M;51781;9072
Midtjylland;40-49;K;73008;45869
Midtjylland;40-49;M;71552;40076
Midtjylland;50-59;K;82525;79407
Midtjylland;50-59;M;82720;79070
Midtjylland;60-69;K;73704;72839
Midtjylland;60-69;M;71966;70983
Midtjylland;70-79;K;64504;64219
Midtjylland;70-79;M;60196;59860
Midtjylland;80-89;K;29176;29008
Midtjylland;80-89;M;22477;22378
Midtjylland;90+;K;6692;6603
Midtjylland;90+;M;2996;2962
Nordjylland;0-9;K;2;0
Nordjylland;0-9;M;0;0
Nordjylland;10-19;K;15045;5061
Nordjylland;10-19;M;15557;4686
Nordjylland;20-29;K;25679;7436
Nordjylland;20-29;M;29079;5624
Nordjylland;30-39;K;21116;5742
Nordjylland;30-39;M;22644;3749
Nordjylland;40-49;K;30533;17732
Nordjylland;40-49;M;30374;14981
Nordjylland;50-59;K;37477;35422
Nordjylland;50-59;M;37675;34872
Nordjylland;60-69;K;35561;35029
Nordjylland;60-69;M;34834;34146
Nordjylland;70-79;K;31935;31719
Nordjylland;70-79;M;30160;29942
Nordjylland;80-89;K;14832;14726
Nordjylland;80-89;M;11590;11521
Nordjylland;90+;K;3392;3368
Nordjylland;90+;M;1586;1565
Sjælland;0-9;K;1;0
Sjælland;0-9;M;2;1
Sjælland;10-19;K;20937;10544
Sjælland;10-19;M;21895;10713
Sjælland;20-29;K;24607;8835
Sjælland;20-29;M;27421;7258
Sjælland;30-39;K;27795;7620
Sjælland;30-39;M;27826;4608
Sjælland;40-49;K;46819;33360
Sjælland;40-49;M;44425;29081
Sjælland;50-59;K;58128;55581
Sjælland;50-59;M;58180;55225
Sjælland;60-69;K;52252;51446
Sjælland;60-69;M;50580;49748
Sjælland;70-79;K;49792;49483
Sjælland;70-79;M;45582;45289
Sjælland;80-89;K;21102;20941
Sjælland;80-89;M;16299;16190
Sjælland;90+;K;4417;4361
Sjælland;90+;M;1921;1901
Syddanmark;0-9;K;1;1
Syddanmark;0-9;M;2;1
Syddanmark;10-19;K;31463;11520
Syddanmark;10-19;M;31705;11170
Syddanmark;20-29;K;43679;12689
Syddanmark;20-29;M;46971;9611
Syddanmark;30-39;K;38908;10566
Syddanmark;30-39;M;40643;7191
Syddanmark;40-49;K;65186;37485
Syddanmark;40-49;M;62668;31562
Syddanmark;50-59;K;79492;73892
Syddanmark;50-59;M;79984;73215
Syddanmark;60-69;K;72973;71877
Syddanmark;60-69;M;71654;70326
Syddanmark;70-79;K;65494;65122
Syddanmark;70-79;M;60735;60318
Syddanmark;80-89;K;31428;31226
Syddanmark;80-89;M;23915;23777
Syddanmark;90+;K;7139;7022
Syddanmark;90+;M;3109;3070
