"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;429071;297321;590633
Midtjylland;938997;658407;1336145
Syddanmark;857149;611641;1225361
Hovedstaden;1273446;941879;1858215
Sjælland;599981;462185;842034
