"Vaccinedato";"geo";"Antal påbegyndt vacc. personer";"Antal borgere";"Påbegyndtvacc. (%)";"Kumuleret antal påbegyndt vacc."
2020-12-01;Nationalt;1;5863150;0.00;1
2020-12-16;Nationalt;1;5863150;0.00;2
2020-12-17;Nationalt;1;5863150;0.00;3
2020-12-19;Nationalt;1;5863150;0.00;4
2020-12-21;Nationalt;2;5863150;0.00;6
2020-12-22;Nationalt;3;5863150;0.00;9
2020-12-23;Nationalt;3;5863150;0.00;12
2020-12-24;Nationalt;4;5863150;0.00;16
2020-12-26;Nationalt;2;5863150;0.00;18
2020-12-27;Nationalt;6086;5863150;0.10;6104
2020-12-28;Nationalt;1961;5863150;0.14;8065
2020-12-29;Nationalt;8524;5863150;0.28;16589
2020-12-30;Nationalt;10884;5863150;0.47;27473
2020-12-31;Nationalt;5765;5863150;0.57;33238
2021-01-01;Nationalt;2193;5863150;0.60;35431
2021-01-02;Nationalt;8260;5863150;0.75;43691
2021-01-03;Nationalt;5519;5863150;0.84;49210
2021-01-04;Nationalt;2373;5863150;0.88;51583
2021-01-05;Nationalt;12776;5863150;1.10;64359
2021-01-06;Nationalt;18536;5863150;1.41;82895
2021-01-07;Nationalt;16446;5863150;1.69;99341
2021-01-08;Nationalt;7966;5863150;1.83;107307
2021-01-09;Nationalt;1856;5863150;1.86;109163
2021-01-10;Nationalt;819;5863150;1.88;109982
2021-01-11;Nationalt;659;5863150;1.89;110641
2021-01-12;Nationalt;463;5863150;1.89;111104
2021-01-13;Nationalt;12355;5863150;2.11;123459
2021-01-14;Nationalt;17266;5863150;2.40;140725
2021-01-15;Nationalt;14584;5863150;2.65;155309
2021-01-16;Nationalt;4428;5863150;2.72;159737
2021-01-17;Nationalt;2362;5863150;2.76;162099
2021-01-18;Nationalt;3698;5863150;2.83;165797
2021-01-19;Nationalt;2384;5863150;2.87;168181
2021-01-20;Nationalt;1462;5863150;2.89;169643
2021-01-21;Nationalt;1488;5863150;2.92;171131
2021-01-22;Nationalt;643;5863150;2.93;171774
2021-01-23;Nationalt;698;5863150;2.94;172472
2021-01-24;Nationalt;573;5863150;2.95;173045
2021-01-25;Nationalt;276;5863150;2.96;173321
2021-01-26;Nationalt;209;5863150;2.96;173530
2021-01-27;Nationalt;203;5863150;2.96;173733
2021-01-28;Nationalt;223;5863150;2.97;173956
2021-01-29;Nationalt;1062;5863150;2.99;175018
2021-01-30;Nationalt;1144;5863150;3.00;176162
2021-01-31;Nationalt;1159;5863150;3.02;177321
2021-02-01;Nationalt;738;5863150;3.04;178059
2021-02-02;Nationalt;1928;5863150;3.07;179987
2021-02-03;Nationalt;1461;5863150;3.09;181448
2021-02-04;Nationalt;1379;5863150;3.12;182827
2021-02-05;Nationalt;1543;5863150;3.14;184370
2021-02-06;Nationalt;984;5863150;3.16;185354
2021-02-07;Nationalt;1811;5863150;3.19;187165
2021-02-08;Nationalt;2436;5863150;3.23;189601
2021-02-09;Nationalt;3449;5863150;3.29;193050
2021-02-10;Nationalt;3232;5863150;3.35;196282
2021-02-11;Nationalt;5652;5863150;3.44;201934
2021-02-12;Nationalt;11967;5863150;3.65;213901
2021-02-13;Nationalt;6447;5863150;3.76;220348
2021-02-14;Nationalt;6138;5863150;3.86;226486
2021-02-15;Nationalt;13530;5863150;4.09;240016
2021-02-16;Nationalt;12987;5863150;4.32;253003
2021-02-17;Nationalt;10271;5863150;4.49;263274
2021-02-18;Nationalt;11340;5863150;4.68;274614
2021-02-19;Nationalt;13704;5863150;4.92;288318
2021-02-20;Nationalt;10293;5863150;5.09;298611
2021-02-21;Nationalt;10602;5863150;5.27;309213
2021-02-22;Nationalt;13327;5863150;5.50;322540
2021-02-23;Nationalt;14212;5863150;5.74;336752
2021-02-24;Nationalt;13540;5863150;5.97;350292
2021-02-25;Nationalt;14430;5863150;6.22;364722
2021-02-26;Nationalt;35700;5863150;6.83;400422
2021-02-27;Nationalt;6555;5863150;6.94;406977
2021-02-28;Nationalt;10778;5863150;7.13;417755
2021-03-01;Nationalt;19491;5863150;7.46;437246
2021-03-02;Nationalt;16561;5863150;7.74;453807
2021-03-03;Nationalt;12912;5863150;7.96;466719
2021-03-04;Nationalt;17363;5863150;8.26;484082
2021-03-05;Nationalt;16450;5863150;8.54;500532
2021-03-06;Nationalt;14489;5863150;8.78;515021
2021-03-07;Nationalt;11879;5863150;8.99;526900
2021-03-08;Nationalt;9497;5863150;9.15;536397
2021-03-09;Nationalt;10809;5863150;9.33;547206
2021-03-10;Nationalt;11966;5863150;9.54;559172
2021-03-11;Nationalt;4501;5863150;9.61;563673
2021-03-12;Nationalt;3302;5863150;9.67;566975
2021-03-13;Nationalt;4491;5863150;9.75;571466
2021-03-14;Nationalt;1222;5863150;9.77;572688
2021-03-15;Nationalt;2779;5863150;9.81;575467
2021-03-16;Nationalt;6749;5863150;9.93;582216
2021-03-17;Nationalt;10673;5863150;10.1;592889
2021-03-18;Nationalt;14573;5863150;10.4;607462
2021-03-19;Nationalt;7788;5863150;10.5;615250
2021-03-20;Nationalt;2956;5863150;10.5;618206
2021-03-21;Nationalt;4947;5863150;10.6;623153
2021-03-22;Nationalt;4085;5863150;10.7;627238
2021-03-23;Nationalt;6085;5863150;10.8;633323
2021-03-24;Nationalt;9804;5863150;11.0;643127
2021-03-25;Nationalt;7709;5863150;11.1;650836
2021-03-26;Nationalt;6154;5863150;11.2;656990
2021-03-27;Nationalt;9940;5863150;11.4;666930
2021-03-28;Nationalt;10740;5863150;11.6;677670
2021-03-29;Nationalt;17922;5863150;11.9;695592
2021-03-30;Nationalt;21553;5863150;12.2;717145
2021-03-31;Nationalt;13027;5863150;12.5;730172
2021-04-01;Nationalt;4217;5863150;12.5;734389
2021-04-02;Nationalt;4900;5863150;12.6;739289
2021-04-03;Nationalt;12090;5863150;12.8;751379
2021-04-04;Nationalt;11655;5863150;13.0;763034
2021-04-05;Nationalt;12285;5863150;13.2;775319
2021-04-06;Nationalt;15991;5863150;13.5;791310
2021-04-07;Nationalt;16592;5863150;13.8;807902
2021-04-08;Nationalt;13733;5863150;14.0;821635
2021-04-09;Nationalt;16449;5863150;14.3;838084
2021-04-10;Nationalt;16743;5863150;14.6;854827
2021-04-11;Nationalt;14880;5863150;14.8;869707
2021-04-12;Nationalt;93913;5863150;16.4;963620
2021-04-13;Nationalt;18501;5863150;16.8;982121
2021-04-14;Nationalt;11438;5863150;16.9;993559
2021-04-15;Nationalt;15297;5863150;17.2;1008856
2021-04-16;Nationalt;17406;5863150;17.5;1026262
2021-04-17;Nationalt;18777;5863150;17.8;1045039
2021-04-18;Nationalt;14488;5863150;18.1;1059527
2021-04-19;Nationalt;24811;5863150;18.5;1084338
2021-04-20;Nationalt;22012;5863150;18.9;1106350
2021-04-21;Nationalt;22508;5863150;19.3;1128858
2021-04-22;Nationalt;28240;5863150;19.7;1157098
2021-04-23;Nationalt;22151;5863150;20.1;1179249
2021-04-24;Nationalt;14894;5863150;20.4;1194143
2021-04-25;Nationalt;15205;5863150;20.6;1209348
2021-04-26;Nationalt;31469;5863150;21.2;1240817
2021-04-27;Nationalt;26557;5863150;21.6;1267374
2021-04-28;Nationalt;24102;5863150;22.0;1291476
2021-04-29;Nationalt;25911;5863150;22.5;1317387
2021-04-30;Nationalt;13439;5863150;22.7;1330826
2021-05-01;Nationalt;7312;5863150;22.8;1338138
2021-05-02;Nationalt;16653;5863150;23.1;1354791
2021-05-03;Nationalt;20446;5863150;23.5;1375237
2021-05-04;Nationalt;27646;5863150;23.9;1402883
2021-05-05;Nationalt;26810;5863150;24.4;1429693
2021-05-06;Nationalt;21533;5863150;24.8;1451226
2021-05-07;Nationalt;16487;5863150;25.0;1467713
2021-05-08;Nationalt;9470;5863150;25.2;1477183
2021-05-09;Nationalt;15920;5863150;25.5;1493103
2021-05-10;Nationalt;26555;5863150;25.9;1519658
2021-05-11;Nationalt;29707;5863150;26.4;1549365
2021-05-12;Nationalt;26167;5863150;26.9;1575532
2021-05-13;Nationalt;19696;5863150;27.2;1595228
2021-05-14;Nationalt;20579;5863150;27.6;1615807
2021-05-15;Nationalt;15414;5863150;27.8;1631221
2021-05-16;Nationalt;19968;5863150;28.2;1651189
2021-05-17;Nationalt;31029;5863150;28.7;1682218
2021-05-18;Nationalt;29576;5863150;29.2;1711794
2021-05-19;Nationalt;31734;5863150;29.7;1743528
2021-05-20;Nationalt;32459;5863150;30.3;1775987
2021-05-21;Nationalt;35289;5863150;30.9;1811276
2021-05-22;Nationalt;25945;5863150;31.3;1837221
2021-05-23;Nationalt;22579;5863150;31.7;1859800
2021-05-24;Nationalt;23416;5863150;32.1;1883216
2021-05-25;Nationalt;43454;5863150;32.9;1926670
2021-05-26;Nationalt;47404;5863150;33.7;1974074
2021-05-27;Nationalt;49319;5863150;34.5;2023393
2021-05-28;Nationalt;41007;5863150;35.2;2064400
2021-05-29;Nationalt;29819;5863150;35.7;2094219
2021-05-30;Nationalt;25826;5863150;36.2;2120045
2021-05-31;Nationalt;36130;5863150;36.8;2156175
2021-06-01;Nationalt;39738;5863150;37.5;2195913
2021-06-02;Nationalt;42622;5863150;38.2;2238535
2021-06-03;Nationalt;36223;5863150;38.8;2274758
2021-06-04;Nationalt;41382;5863150;39.5;2316140
2021-06-05;Nationalt;34965;5863150;40.1;2351105
2021-06-06;Nationalt;29949;5863150;40.6;2381054
2021-06-07;Nationalt;53586;5863150;41.5;2434640
2021-06-08;Nationalt;53489;5863150;42.4;2488129
2021-06-09;Nationalt;52784;5863150;43.3;2540913
2021-06-10;Nationalt;58837;5863150;44.3;2599750
2021-06-11;Nationalt;48444;5863150;45.2;2648194
2021-06-12;Nationalt;33532;5863150;45.7;2681726
2021-06-13;Nationalt;33576;5863150;46.3;2715302
2021-06-14;Nationalt;52462;5863150;47.2;2767764
2021-06-15;Nationalt;60335;5863150;48.2;2828099
2021-06-16;Nationalt;51851;5863150;49.1;2879950
2021-06-17;Nationalt;50979;5863150;50.0;2930929
2021-06-18;Nationalt;34890;5863150;50.6;2965819
2021-06-19;Nationalt;23699;5863150;51.0;2989518
2021-06-20;Nationalt;29114;5863150;51.5;3018632
2021-06-21;Nationalt;39422;5863150;52.2;3058054
2021-06-22;Nationalt;46383;5863150;52.9;3104437
2021-06-23;Nationalt;38389;5863150;53.6;3142826
2021-06-24;Nationalt;33764;5863150;54.2;3176590
2021-06-25;Nationalt;29090;5863150;54.7;3205680
2021-06-26;Nationalt;19024;5863150;55.0;3224704
2021-06-27;Nationalt;16135;5863150;55.3;3240839
2021-06-28;Nationalt;30530;5863150;55.8;3271369
2021-06-29;Nationalt;30489;5863150;56.3;3301858
2021-06-30;Nationalt;32753;5863150;56.9;3334611
2021-07-01;Nationalt;31699;5863150;57.4;3366310
2021-07-02;Nationalt;19591;5863150;57.7;3385901
2021-07-03;Nationalt;11569;5863150;57.9;3397470
2021-07-04;Nationalt;12823;5863150;58.2;3410293
2021-07-05;Nationalt;32519;5863150;58.7;3442812
2021-07-06;Nationalt;40236;5863150;59.4;3483048
2021-07-07;Nationalt;46439;5863150;60.2;3529487
2021-07-08;Nationalt;47245;5863150;61.0;3576732
2021-07-09;Nationalt;45121;5863150;61.8;3621853
2021-07-10;Nationalt;30822;5863150;62.3;3652675
2021-07-11;Nationalt;34687;5863150;62.9;3687362
2021-07-12;Nationalt;35537;5863150;63.5;3722899
2021-07-13;Nationalt;40789;5863150;64.2;3763688
2021-07-14;Nationalt;43160;5863150;64.9;3806848
2021-07-15;Nationalt;33148;5863150;65.5;3839996
2021-07-16;Nationalt;30120;5863150;66.0;3870116
2021-07-17;Nationalt;24426;5863150;66.4;3894542
2021-07-18;Nationalt;20417;5863150;66.8;3914959
2021-07-19;Nationalt;32604;5863150;67.3;3947563
2021-07-20;Nationalt;33079;5863150;67.9;3980642
2021-07-21;Nationalt;30128;5863150;68.4;4010770
2021-07-22;Nationalt;24385;5863150;68.8;4035155
2021-07-23;Nationalt;24814;5863150;69.2;4059969
2021-07-24;Nationalt;17612;5863150;69.5;4077581
2021-07-25;Nationalt;13438;5863150;69.8;4091019
2021-07-26;Nationalt;25056;5863150;70.2;4116075
2021-07-27;Nationalt;23144;5863150;70.6;4139219
2021-07-28;Nationalt;19031;5863150;70.9;4158250
2021-07-29;Nationalt;18853;5863150;71.2;4177103
2021-07-30;Nationalt;14244;5863150;71.5;4191347
2021-07-31;Nationalt;6488;5863150;71.6;4197835
2021-08-01;Nationalt;8831;5863150;71.7;4206666
2021-08-02;Nationalt;16363;5863150;72.0;4223029
2021-08-03;Nationalt;13527;5863150;72.3;4236556
2021-08-04;Nationalt;11453;5863150;72.5;4248009
2021-08-05;Nationalt;11482;5863150;72.6;4259491
2021-08-06;Nationalt;9978;5863150;72.8;4269469
2021-08-07;Nationalt;7753;5863150;73.0;4277222
2021-08-08;Nationalt;4115;5863150;73.0;4281337
2021-08-09;Nationalt;10021;5863150;73.2;4291358
2021-08-10;Nationalt;9920;5863150;73.4;4301278
2021-08-11;Nationalt;6234;5863150;73.5;4307512
2021-08-12;Nationalt;6010;5863150;73.6;4313522
2021-08-13;Nationalt;6449;5863150;73.7;4319971
2021-08-14;Nationalt;4331;5863150;73.8;4324302
2021-08-15;Nationalt;4511;5863150;73.8;4328813
2021-08-16;Nationalt;7263;5863150;74.0;4336076
2021-08-17;Nationalt;7175;5863150;74.1;4343251
2021-08-18;Nationalt;5558;5863150;74.2;4348809
2021-08-19;Nationalt;6191;5863150;74.3;4355000
2021-08-20;Nationalt;4955;5863150;74.4;4359955
2021-08-21;Nationalt;4538;5863150;74.4;4364493
2021-08-22;Nationalt;3031;5863150;74.5;4367524
2021-08-23;Nationalt;5663;5863150;74.6;4373187
2021-08-24;Nationalt;5815;5863150;74.7;4379002
2021-08-25;Nationalt;4950;5863150;74.8;4383952
2021-08-26;Nationalt;4475;5863150;74.8;4388427
2021-08-27;Nationalt;4630;5863150;74.9;4393057
2021-08-28;Nationalt;2712;5863150;75.0;4395769
2021-08-29;Nationalt;2398;5863150;75.0;4398167
2021-08-30;Nationalt;4097;5863150;75.1;4402264
2021-08-31;Nationalt;3665;5863150;75.1;4405929
2021-09-01;Nationalt;2962;5863150;75.2;4408891
2021-09-02;Nationalt;2896;5863150;75.2;4411787
2021-09-03;Nationalt;2639;5863150;75.3;4414426
2021-09-04;Nationalt;1826;5863150;75.3;4416252
2021-09-05;Nationalt;2102;5863150;75.4;4418354
2021-09-06;Nationalt;2143;5863150;75.4;4420497
2021-09-07;Nationalt;2229;5863150;75.4;4422726
2021-09-08;Nationalt;2294;5863150;75.5;4425020
2021-09-09;Nationalt;1932;5863150;75.5;4426952
2021-09-10;Nationalt;2103;5863150;75.5;4429055
2021-09-11;Nationalt;1821;5863150;75.6;4430876
2021-09-12;Nationalt;1355;5863150;75.6;4432231
2021-09-13;Nationalt;1894;5863150;75.6;4434125
2021-09-14;Nationalt;1781;5863150;75.7;4435906
2021-09-15;Nationalt;1732;5863150;75.7;4437638
2021-09-16;Nationalt;1654;5863150;75.7;4439292
2021-09-17;Nationalt;1607;5863150;75.7;4440899
2021-09-18;Nationalt;1120;5863150;75.8;4442019
2021-09-19;Nationalt;997;5863150;75.8;4443016
2021-09-20;Nationalt;1741;5863150;75.8;4444757
2021-09-21;Nationalt;1452;5863150;75.8;4446209
2021-09-22;Nationalt;1466;5863150;75.9;4447675
2021-09-23;Nationalt;1181;5863150;75.9;4448856
