"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-2;K;8;2;90306;0.0;0.0
0-2;M;2;0;95249;0.0;0.0
3-5;K;3;1;91136;0.0;0.0
3-5;M;5;2;96174;0.0;0.0
6-11;K;17;4;179619;0.0;0.0
6-11;M;18;7;189086;0.0;0.0
12-15;K;94871;86103;138666;68.4;62.1
12-15;M;100068;90896;145979;68.5;62.3
16-19;K;117942;114810;136500;86.4;84.1
16-19;M;119951;115831;141926;84.5;81.6
20-39;K;569467;542844;729167;78.1;74.4
20-39;M;579930;555166;757245;76.6;73.3
40-64;K;875264;866416;951975;91.9;91.0
40-64;M;865188;856547;953953;90.7;89.8
65-79;K;450316;449196;466180;96.6;96.4
65-79;M;414184;413153;428686;96.6;96.4
80+;K;156180;155534;162490;96.1;95.7
80+;M;105442;105117;108813;96.9;96.6
