"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-9;K;17;4;297340;0.0;0.0
0-9;M;15;3;313707;0.0;0.0
10-19;K;204549;192790;330613;61.9;58.3
10-19;M;212281;199184;346959;61.2;57.4
20-29;K;295238;282560;380985;77.5;74.2
20-29;M;302677;288402;397246;76.2;72.6
30-39;K;273886;259882;347839;78.7;74.7
30-39;M;277845;267231;360591;77.1;74.1
40-49;K;330485;325262;369776;89.4;88.0
40-49;M;321988;316919;370289;87.0;85.6
50-59;K;372372;369510;400652;92.9;92.2
50-59;M;373126;370294;404383;92.3;91.6
60-69;K;325312;323999;341086;95.4;95.0
60-69;M;315467;314215;331051;95.3;94.9
70-79;K;295658;295012;304888;97.0;96.8
70-79;M;267269;266686;275394;97.0;96.8
80-89;K;135794;135364;140468;96.7;96.4
80-89;M;101056;100794;103942;97.2;97.0
90+;K;30757;30527;32392;95.0;94.2
90+;M;13064;12991;13549;96.4;95.9
