"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;466323;450657;641869
Frederiksberg;80501;78352;103581
Ballerup;36000;35194;49173
Brøndby;23733;23018;35506
Dragør;11190;10973;14608
Gentofte;56825;55534;74287
Gladsaxe;50634;49330;69056
Glostrup;16948;16504;23550
Herlev;20814;20280;28823
Albertslund;18655;18011;27360
Hvidovre;38027;37062;53251
Høje-Taastrup;35800;34816;52637
Lyngby-Taarbæk;44259;43341;57496
Rødovre;29295;28519;41221
Ishøj;14607;14044;23065
Tårnby;31380;30615;42661
Vallensbæk;11446;11140;16502
Furesø;31062;30469;41333
Allerød;20213;19913;25882
Fredensborg;30831;30193;41122
Helsingør;48083;46993;63059
Hillerød;40144;39427;52621
Hørsholm;19668;19337;24771
Rudersdal;44542;43654;57327
Egedal;33859;33214;44172
Frederikssund;35927;35232;45809
Greve;37284;36471;50690
Køge;46536;45606;61657
Frederiksværk-Hundested;24366;23908;31487
Roskilde;68929;67695;89151
Solrød;17730;17436;23587
Gribskov;32021;31440;41227
Odsherred;26017;25621;32958
Holbæk;55890;54789;72648
Faxe;28045;27575;37051
Kalundborg;37002;36366;48435
Ringsted;25798;25351;35161
Slagelse;59793;58554;79622
Stevns;17969;17717;23346
Sorø;23121;22735;29985
Lejre;21861;21518;28613
Lolland;30620;30127;40214
Næstved;63688;62498;83633
Guldborgsund;46453;45583;60326
Vordingborg;35023;34420;45337
Bornholm;31823;31236;39729
Middelfart;31058;30553;39492
Assens;32287;31695;40846
Faaborg-Midtfyn;40530;39878;51814
Kerteminde;19000;18677;23981
Nyborg;25385;24933;32094
Odense;158557;154833;205923
Svendborg;46365;45477;59051
Nordfyns;22937;22514;29643
Langeland;9962;9821;12325
Ærø;5007;4937;6016
Haderslev;41761;40951;55298
Billund;20268;19961;26569
Sønderborg;56960;55854;73665
Tønder;27749;27215;36895
Esbjerg;87978;86102;115505
Fanø;2789;2730;3436
Varde;37838;37162;49662
Vejen;31690;31127;42709
Aabenraa;43453;42623;58507
Fredericia;39261;38588;51531
Horsens;69490;67995;93612
Kolding;69704;68192;93341
Vejle;88630;86588;118265
Herning;68087;66585;89213
Holstebro;45102;44260;58533
Lemvig;15446;15226;19391
Struer;16476;16199;20793
Syddjurs;34232;33699;43580
Norddjurs;29152;28701;37028
Favrskov;37445;36824;48731
Odder;18412;18146;23198
Randers;75754;74201;98726
Silkeborg;73411;71898;96727
Samsø;3038;2994;3709
Skanderborg;48657;47925;63963
Århus;273017;266136;355195
Ikast-Brande;31238;30640;41875
Ringkøbing-Skjern;43049;42247;56162
Hedensted;36155;35621;47045
Morsø;15814;15507;20045
Skive;35723;35081;45100
Thisted;33536;32918;43108
Viborg;74822;73495;96820
Brønderslev-Dronninglund;27796;27250;36202
Frederikshavn;46579;45819;58848
Vesthimmerlands;27793;27385;36358
Læsø;1474;1457;1797
Rebild;23148;22756;30627
Mariagerfjord;32551;31957;41536
Jammerbugt;29575;29003;38143
Ålborg;171769;167637;221052
Hjørring;50211;49188;63866
