"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
København;466323;450657;4826;72.7;70.2;0.8;641869
Frederiksberg;80501;78352;1131;77.7;75.6;1.1;103581
Ballerup;36000;35194;555;73.2;71.6;1.1;49173
Brøndby;23733;23018;448;66.8;64.8;1.3;35506
Dragør;11190;10973;94;76.6;75.1;0.6;14608
Gentofte;56825;55534;696;76.5;74.8;0.9;74287
Gladsaxe;50634;49330;780;73.3;71.4;1.1;69056
Glostrup;16948;16504;117;72.0;70.1;0.5;23550
Herlev;20814;20280;290;72.2;70.4;1.0;28823
Albertslund;18655;18011;247;68.2;65.8;0.9;27360
Hvidovre;38027;37062;416;71.4;69.6;0.8;53251
Høje Tåstrup;35800;34816;352;68.0;66.1;0.7;52637
Lyngby-Taarbæk;44259;43341;826;77.0;75.4;1.4;57496
Rødovre;29295;28519;314;71.1;69.2;0.8;41221
Ishøj;14607;14044;188;63.3;60.9;0.8;23065
Tårnby;31380;30615;518;73.6;71.8;1.2;42661
Vallensbæk;11446;11140;145;69.4;67.5;0.9;16502
Furesø;31062;30469;426;75.2;73.7;1.0;41333
Allerød;20213;19913;341;78.1;76.9;1.3;25882
Fredensborg;30831;30193;364;75.0;73.4;0.9;41122
Helsingør;48083;46993;694;76.3;74.5;1.1;63059
Hillerød;40144;39427;643;76.3;74.9;1.2;52621
Hørsholm;19668;19337;299;79.4;78.1;1.2;24771
Rudersdal;44542;43654;871;77.7;76.1;1.5;57327
Egedal;33859;33214;468;76.7;75.2;1.1;44172
Frederikssund;35927;35232;578;78.4;76.9;1.3;45809
Greve;37284;36471;520;73.6;71.9;1.0;50690
Køge;46536;45606;593;75.5;74.0;1.0;61657
Halsnæs;24366;23908;341;77.4;75.9;1.1;31487
Roskilde;68929;67695;993;77.3;75.9;1.1;89151
Solrød;17730;17436;277;75.2;73.9;1.2;23587
Gribskov;32021;31440;465;77.7;76.3;1.1;41227
Odsherred;26017;25621;409;78.9;77.7;1.2;32958
Holbæk;55890;54789;754;76.9;75.4;1.0;72648
Faxe;28045;27575;332;75.7;74.4;0.9;37051
Kalundborg;37002;36366;605;76.4;75.1;1.2;48435
Ringsted;25798;25351;374;73.4;72.1;1.1;35161
Slagelse;59793;58554;648;75.1;73.5;0.8;79622
Stevns;17969;17717;269;77.0;75.9;1.2;23346
Sorø;23121;22735;368;77.1;75.8;1.2;29985
Lejre;21861;21518;310;76.4;75.2;1.1;28613
Lolland;30620;30127;233;76.1;74.9;0.6;40214
Næstved;63688;62498;928;76.2;74.7;1.1;83633
Guldborgsund;46453;45583;878;77.0;75.6;1.5;60326
Vordingborg;35023;34420;392;77.3;75.9;0.9;45337
Bornholm;31823;31236;596;80.1;78.6;1.5;39729
Middelfart;31058;30553;467;78.6;77.4;1.2;39492
Assens;32287;31695;491;79.0;77.6;1.2;40846
Faaborg-Midtfyn;40530;39878;262;78.2;77.0;0.5;51814
Kerteminde;19000;18677;317;79.2;77.9;1.3;23981
Nyborg;25385;24933;334;79.1;77.7;1.0;32094
Odense;158557;154833;1863;77.0;75.2;0.9;205923
Svendborg;46365;45477;740;78.5;77.0;1.3;59051
Nordfyn;22937;22514;358;77.4;76.0;1.2;29643
Langeland;9962;9821;215;80.8;79.7;1.7;12325
Ærø;5007;4937;130;83.2;82.1;2.2;6016
Haderslev;41761;40951;506;75.5;74.1;0.9;55298
Billund;20268;19961;314;76.3;75.1;1.2;26569
Sønderborg;56960;55854;639;77.3;75.8;0.9;73665
Tønder;27749;27215;311;75.2;73.8;0.8;36895
Esbjerg;87978;86102;1366;76.2;74.5;1.2;115505
Fanø;2789;2730;57;81.2;79.5;1.7;3436
Varde;37838;37162;642;76.2;74.8;1.3;49662
Vejen;31690;31127;457;74.2;72.9;1.1;42709
Aabenraa;43453;42623;489;74.3;72.9;0.8;58507
Fredericia;39261;38588;649;76.2;74.9;1.3;51531
Horsens;69490;67995;762;74.2;72.6;0.8;93612
Kolding;69704;68192;997;74.7;73.1;1.1;93341
Vejle;88630;86588;1425;74.9;73.2;1.2;118265
Herning;68087;66585;375;76.3;74.6;0.4;89213
Holstebro;45102;44260;777;77.1;75.6;1.3;58533
Lemvig;15446;15226;327;79.7;78.5;1.7;19391
Struer;16476;16199;368;79.2;77.9;1.8;20793
Syddjurs;34232;33699;429;78.5;77.3;1.0;43580
Norddjurs;29152;28701;408;78.7;77.5;1.1;37028
Favrskov;37445;36824;412;76.8;75.6;0.8;48731
Odder;18412;18146;320;79.4;78.2;1.4;23198
Randers;75754;74201;1188;76.7;75.2;1.2;98726
Silkeborg;73411;71898;640;75.9;74.3;0.7;96727
Samsø;3038;2994;40;81.9;80.7;1.1;3709
Skanderborg;48657;47925;597;76.1;74.9;0.9;63963
Århus;273017;266136;3631;76.9;74.9;1.0;355195
Ikast-Brande;31238;30640;424;74.6;73.2;1.0;41875
Ringkøbing-Skjern;43049;42247;424;76.7;75.2;0.8;56162
Hedensted;36155;35621;531;76.9;75.7;1.1;47045
Morsø;15814;15507;312;78.9;77.4;1.6;20045
Skive;35723;35081;667;79.2;77.8;1.5;45100
Thisted;33536;32918;369;77.8;76.4;0.9;43108
Viborg;74822;73495;1182;77.3;75.9;1.2;96820
